Measure,Beat,[Superius],[Contratenor],[Tenor],[Bassus],Composer,Title,[Tenor 1],[Tenor 2],Superius,Contratenor,Tenor,Bassus
51,1.5,,,"('2', '2')","('2', '2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
51,2.0,,"('-2', '-2')","('2', '2')","('2', '2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
51,2.5,,,"('2', '2')","('2', '-5')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
51,3.0,,"('-2', '-2')","('2', '-4')","('-5', '2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
51,4.0,,,"('-4', '2')","('2', '2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
51,4.5,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
52,1.0,"('1', '1')",,"('2', '2')","('2', '2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
52,1.5,,,"('2', '2')","('2', '2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
52,2.0,,,"('2', '2')","('2', '2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
52,2.5,,,"('2', '-3')","('2', '-3')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
52,3.0,"('1', '-2')",,"('-3', '2')","('-3', '-2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
52,4.0,"('-2', '-2')",,"('2', '-2')","('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
53,1.0,"('-2', '-2')",,"('-2', '-3')","('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
53,2.0,"('-2', '-3')",,,"('-2', '-3')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
53,2.5,,,"('-3', '2')",,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
53,3.0,,,"('2', '2')",,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
53,3.5,"('-3', '2')",,"('2', '-2')","('-3', '2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
53,4.0,"('2', '2')",,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
53,4.5,"('2', '2')",,,"('2', '-5')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
54,1.0,"('2', '2')","('1', '1')",,,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
54,1.5,"('2', '-3')",,,,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
54,2.0,"('-3', '4')",,,,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
54,2.5,"('4', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
54,3.0,"('-2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
54,3.5,"('-2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
54,4.0,"('-2', '2')","('1', '-2')","('1', '1')",,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
54,4.5,"('2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
55,1.0,"('-2', '-2')","('-2', '-2')","('1', '-2')",,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
55,2.0,,,"('-2', '-2')",,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
55,3.0,"('-2', '-2')","('-2', '-2')","('-2', '3')",,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
55,4.0,"('-2', '-3')","('-2', '-2')","('3', '-2')","('1', '1')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
56,1.0,,,"('-2', '-2')","('1', '-2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
56,1.5,"('-3', '2')","('-2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
56,2.0,"('2', '2')","('2', '2')",,"('-2', '2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
56,2.5,"('2', '2')","('2', '2')","('-2', '-2')",,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
56,2.75,,,"('-2', '2')",,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
56,3.0,"('2', '2')","('2', '2')","('2', '2')","('2', '2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
56,3.5,"('2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
56,4.0,"('-2', '-3')",,,,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
56,4.5,"('-3', '2')",,"('2', '2')","('2', '-4')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
57,1.0,"('2', '2')",,"('2', '2')","('-4', '2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
57,1.5,"('2', '2')",,"('2', '-4')",,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
57,2.0,"('2', '2')","('1', '1')",,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
57,2.5,"('2', '3')",,,,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
57,3.0,"('3', '1')","('1', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
57,3.5,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
57,4.0,,"('-2', '-2')",,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
57,4.5,,,,"('2', '-8')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
58,1.0,"('1', '1')","('-2', '-2')",,"('-8', '2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
58,1.5,,"('-2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
58,2.0,,"('2', '2')","('1', '1')","('2', '2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
58,2.5,,"('2', '2')",,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
58,3.0,"('1', '-2')","('2', '2')","('1', '-2')","('2', '2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
58,3.5,,"('2', '-2')",,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
58,4.0,"('-2', '-2')","('-2', '-2')","('-2', '-2')","('2', '2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
58,4.5,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
59,1.0,"('-2', '-2')",,"('-2', '-2')","('2', '-4')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
59,2.0,"('-2', '2')",,"('-2', '-2')",,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
59,4.0,"('2', '1')",,,,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
60,1.0,"('1', '1')",,,,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
60,2.0,,"('1', '1')",,"('1', '1')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
60,3.0,,"('1', '-2')",,"('1', '-2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
60,4.0,,"('-2', '-2')",,"('-2', '2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
61,1.0,,"('-2', '-2')",,"('2', '-4')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
61,2.0,,"('-2', '2')","('1', '1')",,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
61,3.0,,,"('1', '-5')",,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
61,4.0,,"('2', '2')","('-5', '2')",,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
62,1.0,,"('2', '2')","('2', '2')",,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
62,1.5,,,"('2', '2')",,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
62,2.0,,,"('2', '2')","('-2', '2')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
62,2.5,,"('2', '-2')","('2', '2')",,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
62,3.0,,"('-2', '2')","('2', '2')",,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
62,3.5,,,"('2', '-3')",,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
62,4.0,,"('2', '-2')","('-3', '2')","('2', '-4')",Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
63,1.0,,,"('2', '2')",,Jean Guyon,Missa Je suis déshéritée: Kyrie,,,,,,
1,1.0,,,,"('1', '1')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
1,2.5,,,,"('1', '1')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
1,3.0,,,"('1', '1')","('1', '3')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
1,4.0,,,,"('3', '-2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
1,4.5,,,"('1', '1')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
2,1.0,,"('1', '1')","('1', '3')","('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
2,2.0,,,"('3', '1')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
2,2.5,,"('1', '1')",,"('-2', '1')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
2,3.0,,"('1', '3')","('1', '2')","('1', '-2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
2,4.0,,"('3', '1')","('2', '1')","('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
3,1.0,,"('1', '2')","('1', '-4')","('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
3,2.0,,"('2', '1')","('-4', '4')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
3,3.0,,"('1', '-4')","('4', '-2')","('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
3,4.0,,"('-4', '2')","('-2', '2')","('-2', '5')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
4,1.0,,"('2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
4,2.0,"('1', '1')","('-2', '2')","('2', '-4')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
4,3.0,"('1', '3')",,,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
4,3.5,,"('2', '-3')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
4,4.0,"('3', '2')","('-3', '2')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
4,4.5,,"('2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
5,1.0,"('2', '-4')","('-2', '-4')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
5,3.0,"('-4', '2')","('-4', '1')",,"('3', '1')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
5,4.0,,"('1', '1')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
6,1.0,"('2', '2')","('1', '3')",,"('1', '-2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
6,1.5,"('2', '2')",,,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
6,2.0,"('2', '2')","('3', '2')",,"('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
6,2.5,"('2', '2')",,,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
6,3.0,"('2', '-2')","('2', '-4')",,"('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
6,4.0,"('-2', '-2')","('-4', '5')",,"('-2', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
7,1.0,,"('5', '2')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
7,2.0,"('-2', '-2')","('2', '-2')","('1', '1')","('2', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
7,3.0,"('-2', '3')","('-2', '2')","('1', '3')","('2', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
7,3.5,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
7,4.0,,,"('3', '2')","('2', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
7,4.5,,,,"('2', '-5')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
8,1.0,"('3', '-2')",,"('2', '-4')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
8,2.0,"('-2', '1')","('2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
8,3.0,,"('-2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
8,3.5,"('1', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
8,4.0,"('-2', '2')",,,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
9,1.0,,"('-2', '5')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
9,2.0,"('2', '3')",,,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
9,3.0,"('3', '-2')","('5', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
9,4.0,"('-2', '-2')","('-2', '-2')","('5', '2')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
10,1.0,"('-2', '-2')","('-2', '-2')","('2', '-4')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
10,2.0,,"('-2', '4')","('-4', '6')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
10,3.0,,"('4', '1')","('6', '1')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
10,4.0,,"('1', '1')","('1', '1')","('1', '1')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
11,1.0,,"('1', '-2')","('1', '-2')","('1', '5')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
11,2.5,,"('-2', '3')","('-2', '2')","('5', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
11,3.0,,"('3', '-2')","('2', '-2')","('2', '-4')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
11,4.0,,"('-2', '-3')","('-2', '-2')","('-4', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
12,1.0,,"('-3', '1')","('-2', '1')","('2', '1')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
12,2.0,"('1', '1')","('1', '4')","('1', '4')","('1', '-3')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
12,4.0,"('1', '1')","('4', '1')","('4', '1')","('-3', '1')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
13,1.0,"('1', '-2')","('1', '-2')","('1', '-3')","('1', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
13,2.0,,"('-2', '1')","('-3', '2')","('2', '-3')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
13,3.0,,"('1', '1')","('2', '1')","('-3', '1')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
13,4.0,,"('1', '1')","('1', '1')","('1', '1')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
14,1.0,,"('1', '-2')","('1', '-2')","('1', '-4')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
14,2.0,,"('-2', '-2')","('-2', '-2')","('-4', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
14,3.0,,"('-2', '-2')","('-2', '-2')","('2', '5')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
14,4.0,,"('-2', '-2')","('-2', '2')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
15,1.0,,"('-2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
15,2.0,,,"('2', '-4')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
15,3.0,"('1', '1')","('2', '2')","('-4', '2')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
15,3.5,,"('2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
15,4.0,,"('2', '2')",,"('1', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
15,4.5,,"('2', '-3')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
16,1.0,"('1', '-2')","('-3', '3')","('2', '2')","('2', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
16,1.5,,"('3', '-2')",,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
16,2.0,"('-2', '-2')","('-2', '2')",,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
16,2.5,,,"('2', '2')","('2', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
16,3.0,"('-2', '-2')",,"('2', '2')","('2', '-2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
16,4.0,"('-2', '2')",,,"('-2', '1')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
17,1.0,,,,"('1', '-5')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
17,4.0,,,"('1', '1')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
18,1.5,,,"('1', '-3')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
18,2.0,,,"('-3', '3')","('1', '1')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
18,3.0,,,"('3', '-2')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
18,3.5,,,,"('1', '-3')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
18,4.0,,,"('-2', '-2')","('-3', '3')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
19,1.0,,,"('-2', '-2')","('3', '-2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
19,2.0,,,"('-2', '2')","('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
19,3.0,,,"('2', '1')","('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
19,4.0,,,"('1', '1')","('-2', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
20,1.0,,,,"('2', '1')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
20,2.0,,,"('1', '4')","('1', '1')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
20,3.0,,,"('4', '-2')","('1', '4')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
20,4.0,,,"('-2', '-2')","('4', '-2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
21,1.0,,,,"('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
21,1.5,,,"('-2', '-2')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
21,2.0,,,"('-2', '-2')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
21,2.5,,,"('-2', '2')","('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
21,3.0,,,"('2', '2')","('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
21,3.5,,,,"('-2', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
21,4.0,,,"('2', '2')","('2', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
22,1.0,,,"('2', '-3')","('2', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
22,2.0,,,"('-3', '3')","('2', '-2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
22,3.0,,,,"('-2', '-5')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
22,4.0,,,"('3', '-2')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
23,1.0,"('1', '1')","('1', '1')","('-2', '-2')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
23,2.5,"('1', '1')","('1', '1')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
23,3.0,"('1', '2')","('1', '-3')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
23,4.0,"('2', '3')","('-3', '3')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
24,1.0,"('3', '1')","('3', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
24,2.0,"('1', '-2')","('-2', '1')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
24,3.0,"('-2', '2')","('1', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
24,4.0,"('2', '-4')",,,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
25,1.0,"('-4', '2')",,,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
25,2.0,"('2', '3')",,,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
25,3.0,"('3', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
25,4.0,"('-2', '-2')","('2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
26,1.0,"('-2', '-2')","('2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
26,2.0,"('-2', '-2')","('-2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
26,3.0,"('-2', '-2')","('-2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
26,4.0,"('-2', '2')","('-2', '3')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
27,1.0,"('2', '2')",,"('1', '2')","('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
27,1.5,"('2', '-3')",,,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
27,2.0,"('-3', '2')","('3', '-5')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
27,2.5,"('2', '-2')",,"('2', '3')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
27,3.0,,,"('3', '-2')","('-2', '5')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
27,4.0,,,"('-2', '2')","('5', '-5')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
28,2.0,,,"('2', '1')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
28,3.0,"('1', '2')","('1', '2')","('1', '-5')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
28,4.0,,,"('-5', '3')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
28,4.5,"('2', '3')","('2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
29,1.0,"('3', '-2')","('-2', '-2')","('3', '-2')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
29,1.5,,"('-2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
29,2.0,"('-2', '2')","('-2', '2')","('-2', '-5')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
29,2.5,,"('2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
29,3.0,,"('-2', '-4')","('-5', '2')","('1', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
29,4.5,,,,"('2', '3')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
30,1.0,,"('-4', '1')","('2', '2')","('3', '-2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
30,1.5,,,"('2', '-3')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
30,2.0,,,"('-3', '2')","('-2', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
30,2.5,,,"('2', '-2')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
30,3.0,,"('1', '2')","('-2', '5')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
30,4.5,,"('2', '3')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
31,1.0,,"('3', '-2')","('5', '1')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
31,2.0,,"('-2', '2')","('1', '2')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
31,3.0,"('-3', '2')",,,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
31,4.0,,"('2', '-4')","('2', '3')","('-5', '3')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
32,1.0,"('2', '-2')","('-4', '-2')","('3', '-2')","('3', '-2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
32,2.0,,"('-2', '3')","('-2', '2')","('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
32,4.0,,"('3', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
33,4.0,,,"('-2', '-2')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
34,1.0,,,"('-2', '3')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
34,2.0,,,"('3', '-2')","('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
34,3.0,,,"('-2', '-2')",,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
34,4.0,,,,"('-2', '3')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
35,1.0,,,"('-2', '3')","('3', '-2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
35,2.0,,,"('3', '2')","('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
35,3.0,,,"('2', '-4')","('-2', '3')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
35,4.0,,,,"('3', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
36,1.0,,"('-2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
36,2.0,"('-2', '-2')",,,"('2', '-4')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
36,3.0,,"('-2', '3')",,"('-4', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
36,4.0,"('-2', '3')","('3', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
37,1.0,"('3', '-2')","('-2', '-2')",,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
37,1.5,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
37,2.0,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
37,2.5,,,,"('2', '-5')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
37,3.0,"('-2', '-2')","('-2', '-2')",,"('-5', '3')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
37,4.0,"('-2', '-2')","('-2', '-2')",,"('3', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
38,1.0,"('-2', '-2')","('-2', '-2')",,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
38,2.0,"('-2', '-2')","('-2', '3')",,"('2', '-4')",Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
38,3.0,,"('3', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Gloria,,,,,,
