Measure,Beat,[Superius],[Contratenor],[Tenor],[Bassus],Composer,Title,[Tenor 1],[Tenor 2],Superius,Contratenor,Tenor,Bassus
203,3.5,,"('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Credo,,,,,,
203,4.0,"('-2', '2')","('2', '2')","('-2', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Credo,,,,,,
203,4.5,,,"('2', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Credo,,,,,,
1,1.0,,,,"('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
1,3.0,,,"('2', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
1,4.0,,,,"('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
2,1.0,"('3', '2')",,,"('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
2,2.0,,,"('2', '2')","('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
2,3.0,,,"('2', '2')","('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
2,4.0,,,"('2', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
2,4.5,,,,"('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
3,1.0,,,"('2', '-2')","('2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
3,2.0,,,"('-2', '-2')","('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
3,4.0,,,"('-2', '-2')","('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
3,4.5,,,"('-2', '3')","('-2', '3')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
4,1.0,"('2', '-4')","('2', '2')","('3', '-2')","('3', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
4,3.0,,,"('-2', '-2')","('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
4,4.0,,"('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
5,1.0,,"('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
5,2.0,,,"('-2', '-2')","('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
5,3.0,,"('2', '-2')","('-2', '3')","('-2', '-4')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
6,1.0,,"('-2', '-2')","('3', '-2')","('-4', '3')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
6,2.0,,,"('-2', '-2')","('3', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
6,3.0,,"('-2', '-2')",,"('2', '-4')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
6,3.5,,,"('-2', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
6,4.0,,"('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
7,2.0,,"('-2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
7,2.5,,"('2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
7,3.0,,"('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
7,4.0,,,"('3', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
7,4.5,,"('-2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
7,4.75,,"('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
8,1.0,,"('2', '-2')","('2', '-4')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
8,2.0,,"('-2', '-2')","('-4', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
8,3.0,,"('-2', '-2')","('2', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
8,3.5,,"('-2', '-2')","('2', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
8,4.0,,"('-2', '-2')","('2', '2')","('3', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
8,4.5,,"('-2', '6')","('2', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
9,1.0,,"('6', '-2')","('-2', '-2')","('2', '-4')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
9,2.0,,"('-2', '2')","('-2', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
9,3.0,,"('2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
9,4.0,,"('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
10,1.5,,"('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
10,2.0,,"('-2', '2')",,"('1', '1')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
10,2.5,,"('2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
10,3.0,,,,"('1', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
10,4.0,,,"('1', '1')","('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
11,1.0,,,"('1', '-2')","('-2', '3')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
11,2.0,,,"('-2', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
11,3.0,,,"('-2', '3')","('3', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
11,4.0,,,"('3', '-2')","('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
12,1.0,,"('1', '1')","('-2', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
12,1.5,,,,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
12,2.0,,,"('-2', '2')","('-2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
12,2.5,,,,"('2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
12,3.0,,"('1', '-2')","('2', '-2')","('-2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
12,4.0,,"('-2', '-2')","('-2', '1')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
13,1.0,,"('-2', '3')",,"('2', '-3')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
13,1.5,,,"('1', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
13,2.0,,"('3', '-2')","('-2', '2')","('-3', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
13,3.0,,"('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
13,4.0,,"('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
13,4.5,,"('-2', '-3')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
14,1.0,"('1', '1')","('-3', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
14,2.0,,"('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
14,2.5,,"('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
14,3.0,"('1', '-2')","('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
14,3.5,,"('2', '-3')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
14,4.0,"('-2', '-2')","('-3', '2')","('-2', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
14,4.5,,"('2', '3')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
15,1.0,"('-2', '3')","('3', '-2')","('-2', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
15,2.0,"('3', '-2')","('-2', '-2')","('2', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
15,2.5,,,"('2', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
15,3.0,"('-2', '-2')","('-2', '-2')","('2', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
15,3.5,,,"('2', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
15,4.0,"('-2', '-2')",,"('2', '2')","('1', '3')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
15,4.5,"('-2', '4')","('-2', '-2')","('2', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
15,4.75,,"('-2', '6')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
16,1.0,"('4', '-2')","('6', '-2')","('-2', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
16,2.0,"('-2', '-2')","('-2', '-2')",,"('3', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
16,3.0,"('-2', '-2')",,"('-2', '-2')","('2', '-4')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
16,3.5,,"('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
16,4.0,"('-2', '2')","('-2', '2')","('-2', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
16,4.5,,"('2', '-3')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
17,1.0,,"('-3', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
17,2.0,"('2', '-8')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
17,3.0,"('-8', '2')","('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
17,4.0,"('2', '2')",,,"('1', '1')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
17,4.5,"('2', '2')","('2', '-3')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
18,1.0,"('2', '2')","('-3', '2')",,"('1', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
18,1.5,"('2', '2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
18,2.0,"('2', '2')","('2', '2')",,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
18,2.5,"('2', '2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
18,3.0,"('2', '-4')","('2', '-3')",,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
18,4.0,"('-4', '2')","('-3', '2')","('1', '1')","('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
19,1.0,"('2', '2')","('2', '2')","('1', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
19,1.5,"('2', '2')","('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
19,2.0,"('2', '2')","('2', '-3')","('-2', '-2')","('-2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
19,2.5,"('2', '2')","('-3', '2')",,"('2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
19,3.0,"('2', '2')","('2', '2')","('-2', '4')","('-2', '-3')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
19,3.5,"('2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
19,4.0,"('-2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
19,4.5,,"('2', '-3')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
20,1.0,,"('-3', '2')","('4', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
20,1.5,"('-2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
20,2.0,"('-2', '-2')",,"('-2', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
20,2.5,"('-2', '2')",,"('-2', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
20,3.0,"('2', '2')","('2', '-2')","('-2', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
20,3.5,,,"('-2', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
20,4.0,,"('-2', '-2')","('-2', '-2')","('1', '3')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
20,4.5,"('2', '2')",,"('-2', '8')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
21,1.0,"('2', '-2')",,"('8', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
21,1.5,"('-2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
21,2.0,"('-2', '-2')","('-2', '-2')","('-2', '-3')","('3', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
21,2.5,,"('-2', '3')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
21,3.0,,"('3', '-2')","('-3', '2')","('2', '-4')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
21,3.5,"('-2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
21,4.0,"('-2', '-2')","('-2', '-3')","('2', '3')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
21,4.5,"('-2', '6')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
22,1.0,"('6', '-2')","('-3', '-2')","('3', '-2')","('-4', '4')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
22,2.0,"('-2', '2')","('-2', '2')","('-2', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
22,3.0,"('2', '-2')","('2', '6')",,"('4', '-5')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
22,3.5,,,"('-2', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
22,4.0,"('-2', '-2')","('6', '-2')","('-2', '2')","('-5', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
22,4.5,,,"('2', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
23,1.0,,,"('2', '-3')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
23,1.5,"('-2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
23,2.0,"('-2', '2')",,"('-3', '-2')","('2', '-5')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
23,4.0,"('2', '-4')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
24,1.0,"('-4', '1')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
25,1.0,"('1', '3')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
25,4.0,"('3', '2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
26,1.0,"('2', '-4')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
27,1.0,,"('1', '3')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
27,4.0,"('1', '1')","('3', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
28,1.0,"('1', '-2')","('2', '-4')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
28,2.0,"('-2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
28,3.0,"('-2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
28,4.0,"('-2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
29,1.5,"('-2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
29,2.0,"('-2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
29,3.0,"('-2', '5')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
29,4.0,"('5', '-2')","('1', '1')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
30,1.0,"('-2', '2')","('1', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
30,1.5,"('2', '2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
30,2.0,"('2', '2')","('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
30,2.5,"('2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
30,3.0,"('-2', '-2')","('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
30,4.0,"('-2', '2')","('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
30,4.5,"('2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
31,1.0,"('-2', '3')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
31,2.0,"('3', '-2')","('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
31,2.5,,"('-2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
31,3.0,"('-2', '-2')","('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
31,3.5,"('-2', '-2')","('2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
31,4.0,"('-2', '2')","('-2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
31,4.5,"('2', '-2')","('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
32,1.0,"('-2', '2')","('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
32,1.5,,"('2', '-3')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
32,2.0,"('2', '2')","('-3', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
32,2.5,"('2', '-3')","('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
32,3.0,"('-3', '2')","('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
32,3.5,"('2', '2')","('2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
32,4.0,"('2', '2')","('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
32,4.5,"('2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
33,1.0,"('-2', '-2')","('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
33,2.0,"('-2', '1')","('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
33,3.5,"('1', '-2')","('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
33,4.0,"('-2', '2')","('-2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
33,4.5,,"('2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
34,2.0,"('2', '1')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
35,2.0,,"('1', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
35,4.0,,"('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
36,1.0,,"('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
36,1.5,,"('2', '-3')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
36,2.0,,"('-3', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
36,2.5,,"('2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
36,3.0,,"('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
36,4.0,"('1', '2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
36,4.5,,"('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
37,1.0,,"('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
37,2.0,"('2', '2')","('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
37,3.0,"('2', '2')","('-2', '5')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
37,3.5,"('2', '-3')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
37,4.0,"('-3', '2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
37,4.5,"('2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
38,1.0,"('-2', '-2')","('5', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
38,2.0,"('-2', '-2')","('-2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
38,3.0,,"('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
38,3.5,"('-2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
38,4.0,"('-2', '-2')","('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
38,4.5,"('-2', '-2')","('2', '-3')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
39,1.0,"('-2', '2')","('-3', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
39,1.5,,"('2', '-3')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
39,2.0,"('2', '2')","('-3', '3')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
39,2.5,"('2', '2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
39,3.0,"('2', '2')","('3', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
39,3.5,"('2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
39,4.0,"('-2', '2')","('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
39,4.5,"('2', '2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
40,1.0,"('2', '2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
40,1.5,"('2', '2')","('2', '-3')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
40,2.0,"('2', '2')","('-3', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
40,2.5,"('2', '-2')","('2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
40,3.0,"('-2', '-2')","('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
40,4.0,"('-2', '2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
41,4.0,,"('4', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
42,1.0,,"('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
42,3.0,,"('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
42,4.0,"('4', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
43,1.0,"('-2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
43,2.0,,"('-2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
43,2.5,,"('2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
43,3.0,"('-2', '-2')","('-2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
43,4.0,"('-2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
44,1.0,,"('2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
44,1.5,"('-2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
44,2.0,"('-2', '2')","('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
44,2.5,"('2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
44,3.0,"('-2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
44,4.0,"('-2', '3')","('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
45,1.0,,"('-2', '3')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
45,1.5,"('3', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
45,2.0,"('-2', '3')","('3', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
45,3.0,"('3', '-2')","('-2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
45,4.0,"('-2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
46,1.0,,"('2', '-3')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
46,1.5,"('-2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
46,2.0,"('-2', '-2')","('-3', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
46,2.5,"('-2', '2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
46,3.0,"('2', '2')","('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
46,3.5,"('2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
46,4.0,"('-2', '2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
46,4.5,"('2', '2')","('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
47,1.0,"('2', '2')","('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
47,1.5,"('2', '2')","('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
47,2.0,"('2', '2')","('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
47,2.5,"('2', '2')","('2', '-3')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
47,3.0,"('2', '-2')","('-3', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
47,4.0,"('-2', '-2')","('2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
