Measure	Beat	Offset	4_3	4_2	4_1	3_2	3_1	2_1	Composer	Title	figures	figures_combined
11	3.5	85.0	7	2	4	3	5	3	Roland de Lassus	Missa Doulce memoire: Sanctus	724	['724', '683', '572', '358', '583', '636', '853', '385', '484', '584', '583', '858']
11	4.0	86.0	6	8	3	3	5	3	Roland de Lassus	Missa Doulce memoire: Sanctus	683	['683', '572', '358', '583', '636', '853', '385', '484', '584', '583', '858', '853']
11	4.5	87.0	5	7	2	3	5	3	Roland de Lassus	Missa Doulce memoire: Sanctus	572	['572', '358', '583', '636', '853', '385', '484', '584', '583', '858', '853', '355']
12	1.0	88.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Sanctus	358	['358', '583', '636', '853', '385', '484', '584', '583', '858', '853', '355', '583']
12	2.0	90.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	583	['583', '636', '853', '385', '484', '584', '583', '858', '853', '355', '583', '835']
12	3.0	92.0	6	3	6	5	8	4	Roland de Lassus	Missa Doulce memoire: Sanctus	636	['636', '853', '385', '484', '584', '583', '858', '853', '355', '583', '835', '724']
12	4.0	94.0	8	5	3	5	3	6	Roland de Lassus	Missa Doulce memoire: Sanctus	853	['853', '385', '484', '584', '583', '858', '853', '355', '583', '835', '724', '683']
13	1.0	96.0	3	8	5	6	3	5	Roland de Lassus	Missa Doulce memoire: Sanctus	385	['385', '484', '584', '583', '858', '853', '355', '583', '835', '724', '683', '572']
13	2.0	98.0	4	8	4	5	8	4	Roland de Lassus	Missa Doulce memoire: Sanctus	484	['484', '584', '583', '858', '853', '355', '583', '835', '724', '683', '572', '358']
13	3.0	100.0	5	8	4	4	7	4	Roland de Lassus	Missa Doulce memoire: Sanctus	584	['584', '583', '858', '853', '355', '583', '835', '724', '683', '572', '358', '583']
13	4.0	102.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	583	['583', '858', '853', '355', '583', '835', '724', '683', '572', '358', '583', '636']
14	1.0	104.0	8	5	8	5	8	4	Roland de Lassus	Missa Doulce memoire: Sanctus	858	['858', '853', '355', '583', '835', '724', '683', '572', '358', '583', '636', '853']
14	2.0	106.0	8	5	3	5	3	6	Roland de Lassus	Missa Doulce memoire: Sanctus	853	['853', '355', '583', '835', '724', '683', '572', '358', '583', '636', '853', '385']
15	1.0	112.0	3	5	5	3	3	8	Roland de Lassus	Missa Doulce memoire: Sanctus	355	['355', '583', '835', '724', '683', '572', '358', '583', '636', '853', '385', '684']
15	3.0	116.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	583	['583', '835', '724', '683', '572', '358', '583', '636', '853', '385', '684', '584']
16	3.0	124.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Sanctus	835	['835', '724', '683', '572', '358', '583', '636', '853', '385', '684', '584', '583']
16	3.5	125.0	7	2	4	3	5	3	Roland de Lassus	Missa Doulce memoire: Sanctus	724	['724', '683', '572', '358', '583', '636', '853', '385', '684', '584', '583', '838']
16	4.0	126.0	6	8	3	3	5	3	Roland de Lassus	Missa Doulce memoire: Sanctus	683	['683', '572', '358', '583', '636', '853', '385', '684', '584', '583', '838', '583']
16	4.5	127.0	5	7	2	3	5	3	Roland de Lassus	Missa Doulce memoire: Sanctus	572	['572', '358', '583', '636', '853', '385', '684', '584', '583', '838', '583', '358']
17	1.0	128.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Sanctus	358	['358', '583', '636', '853', '385', '684', '584', '583', '838', '583', '358', '583']
17	2.0	130.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	583	['583', '636', '853', '385', '684', '584', '583', '838', '583', '358', '583', '472']
17	3.0	132.0	6	3	6	5	8	4	Roland de Lassus	Missa Doulce memoire: Sanctus	636	['636', '853', '385', '684', '584', '583', '838', '583', '358', '583', '472', '358']
17	4.0	134.0	8	5	3	5	3	6	Roland de Lassus	Missa Doulce memoire: Sanctus	853	['853', '385', '684', '584', '583', '838', '583', '358', '583', '472', '358', '352']
18	1.0	136.0	3	8	5	6	3	5	Roland de Lassus	Missa Doulce memoire: Sanctus	385	['385', '684', '584', '583', '838', '583', '358', '583', '472', '358', '352', '363']
18	2.0	138.0	6	8	4	3	6	4	Roland de Lassus	Missa Doulce memoire: Sanctus	684	['684', '584', '583', '838', '583', '358', '583', '472', '358', '352', '363', '583']
18	3.0	140.0	5	8	4	4	7	4	Roland de Lassus	Missa Doulce memoire: Sanctus	584	['584', '583', '838', '583', '358', '583', '472', '358', '352', '363', '583', '836']
18	4.0	142.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	583	['583', '838', '583', '358', '583', '472', '358', '352', '363', '583', '836', '355']
19	1.0	144.0	8	3	8	3	8	6	Roland de Lassus	Missa Doulce memoire: Sanctus	838	['838', '583', '358', '583', '472', '358', '352', '363', '583', '836', '355', '354']
20	1.0	152.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	583	['583', '358', '583', '472', '358', '352', '363', '583', '836', '355', '354', '353']
21	1.0	160.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Sanctus	358	['358', '583', '472', '358', '352', '363', '583', '836', '355', '354', '353', '352']
21	3.0	164.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	583	['583', '472', '358', '352', '363', '583', '836', '355', '354', '353', '352', '353']
21	4.5	167.0	4	7	2	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	472	['472', '358', '352', '363', '583', '836', '355', '354', '353', '352', '353', '363']
22	1.0	168.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Sanctus	358	['358', '352', '363', '583', '836', '355', '354', '353', '352', '353', '363', '583']
22	1.5	169.0	3	5	2	3	7	5	Roland de Lassus	Missa Doulce memoire: Sanctus	352	['352', '363', '583', '836', '355', '354', '353', '352', '353', '363', '583', '358']
22	2.0	170.0	3	6	3	4	8	5	Roland de Lassus	Missa Doulce memoire: Sanctus	363	['363', '583', '836', '355', '354', '353', '352', '353', '363', '583', '358', '583']
22	3.0	172.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	583	['583', '836', '355', '354', '353', '352', '353', '363', '583', '358', '583', '358']
22	4.0	174.0	8	3	6	3	6	4	Roland de Lassus	Missa Doulce memoire: Sanctus	836	['836', '355', '354', '353', '352', '353', '363', '583', '358', '583', '358', '373']
23	1.0	176.0	3	5	5	3	3	8	Roland de Lassus	Missa Doulce memoire: Sanctus	355	['355', '354', '353', '352', '353', '363', '583', '358', '583', '358', '373', '363']
23	1.5	177.0	3	5	4	3	2	7	Roland de Lassus	Missa Doulce memoire: Sanctus	354	['354', '353', '352', '353', '363', '583', '358', '583', '358', '373', '363', '353']
23	2.0	178.0	3	5	3	3	8	6	Roland de Lassus	Missa Doulce memoire: Sanctus	353	['353', '352', '353', '363', '583', '358', '583', '358', '373', '363', '353', '363']
23	2.5	179.0	3	5	2	3	7	5	Roland de Lassus	Missa Doulce memoire: Sanctus	352	['352', '353', '363', '583', '358', '583', '358', '373', '363', '353', '363', '583']
23	3.0	180.0	3	5	3	3	8	6	Roland de Lassus	Missa Doulce memoire: Sanctus	353	['353', '363', '583', '358', '583', '358', '373', '363', '353', '363', '583', '835']
23	4.0	182.0	3	6	3	4	8	5	Roland de Lassus	Missa Doulce memoire: Sanctus	363	['363', '583', '358', '583', '358', '373', '363', '353', '363', '583', '835', '458']
24	1.0	184.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	583	['583', '358', '583', '358', '373', '363', '353', '363', '583', '835', '458', '358']
25	1.0	200.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Sanctus	358	['358', '583', '358', '373', '363', '353', '363', '583', '835', '458', '358', '258']
26	1.0	208.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	583	['583', '358', '373', '363', '353', '363', '583', '835', '458', '358', '258', '358']
27	1.0	216.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Sanctus	358	['358', '373', '363', '353', '363', '583', '835', '458', '358', '258', '358', '835']
27	3.0	220.0	3	7	3	5	8	4	Roland de Lassus	Missa Doulce memoire: Sanctus	373	['373', '363', '353', '363', '583', '835', '458', '358', '258', '358', '835', '358']
27	4.0	222.0	3	6	3	4	8	5	Roland de Lassus	Missa Doulce memoire: Sanctus	363	['363', '353', '363', '583', '835', '458', '358', '258', '358', '835', '358', '583']
27	4.5	223.0	3	5	3	3	8	6	Roland de Lassus	Missa Doulce memoire: Sanctus	353	['353', '363', '583', '835', '458', '358', '258', '358', '835', '358', '583', '358']
28	1.0	224.0	3	6	3	4	8	5	Roland de Lassus	Missa Doulce memoire: Sanctus	363	['363', '583', '835', '458', '358', '258', '358', '835', '358', '583', '358', '583']
28	3.0	228.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	583	['583', '835', '458', '358', '258', '358', '835', '358', '583', '358', '583', '835']
29	1.0	232.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Sanctus	835	['835', '458', '358', '258', '358', '835', '358', '583', '358', '583', '835', '538']
30	1.0	240.0	4	5	8	2	5	4	Roland de Lassus	Missa Doulce memoire: Sanctus	458	['458', '358', '258', '358', '835', '358', '583', '358', '583', '835', '538', '485']
30	2.0	242.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Sanctus	358	['358', '258', '358', '835', '358', '583', '358', '583', '835', '538', '485', '385']
30	2.5	243.0	2	5	8	4	7	4	Roland de Lassus	Missa Doulce memoire: Sanctus	258	['258', '358', '835', '358', '583', '358', '583', '835', '538', '485', '385', '853']
30	3.0	244.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Sanctus	358	['358', '835', '358', '583', '358', '583', '835', '538', '485', '385', '853', '583']
31	1.0	248.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Sanctus	835	['835', '358', '583', '358', '583', '835', '538', '485', '385', '853', '583', '358']
31	2.0	250.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Sanctus	358	['358', '583', '358', '583', '835', '538', '485', '385', '853', '583', '358', '835']
31	3.5	253.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	583	['583', '358', '583', '835', '538', '485', '385', '853', '583', '358', '835', '583']
32	1.0	256.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Sanctus	358	['358', '583', '835', '538', '485', '385', '853', '583', '358', '835', '583', '684']
32	3.0	260.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	583	['583', '835', '538', '485', '385', '853', '583', '358', '835', '583', '684', '584']
32	4.0	262.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Sanctus	835	['835', '538', '485', '385', '853', '583', '358', '835', '583', '684', '584', '583']
33	1.5	265.0	5	3	8	6	4	6	Roland de Lassus	Missa Doulce memoire: Sanctus	538	['538', '485', '385', '853', '583', '358', '835', '583', '684', '584', '583', '158']
33	3.0	268.0	4	8	5	5	2	5	Roland de Lassus	Missa Doulce memoire: Sanctus	485	['485', '385', '853', '583', '358', '835', '583', '684', '584', '583', '158', '000']
33	4.0	270.0	3	8	5	6	3	5	Roland de Lassus	Missa Doulce memoire: Sanctus	385	['385', '853', '583', '358', '835', '583', '684', '584', '583', '158', '000', '003']
34	1.0	272.0	8	5	3	5	3	6	Roland de Lassus	Missa Doulce memoire: Sanctus	853	['853', '583', '358', '835', '583', '684', '584', '583', '158', '000', '003', '004']
34	2.0	274.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	583	['583', '358', '835', '583', '684', '584', '583', '158', '000', '003', '004', '005']
34	3.5	277.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Sanctus	358	['358', '835', '583', '684', '584', '583', '158', '000', '003', '004', '005', '004']
34	4.0	278.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Sanctus	835	['835', '583', '684', '584', '583', '158', '000', '003', '004', '005', '004', '003']
35	1.0	280.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	583	['583', '684', '584', '583', '158', '000', '003', '004', '005', '004', '003', '002']
35	2.0	282.0	6	8	4	3	6	4	Roland de Lassus	Missa Doulce memoire: Sanctus	684	['684', '584', '583', '158', '000', '003', '004', '005', '004', '003', '002', '008']
35	3.0	284.0	5	8	4	4	7	4	Roland de Lassus	Missa Doulce memoire: Sanctus	584	['584', '583', '158', '000', '003', '004', '005', '004', '003', '002', '008', '007']
35	4.0	286.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	583	['583', '158', '000', '003', '004', '005', '004', '003', '002', '008', '007', '005']
36	1.0	288.0	1	5	8	5	8	4	Roland de Lassus	Missa Doulce memoire: Sanctus	158	['158', '000', '003', '004', '005', '004', '003', '002', '008', '007', '005', '004']
37	1.0	304.0	0	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Sanctus	000	['000', '003', '004', '005', '004', '003', '002', '008', '007', '005', '004', '005']
38	3.0	316.0	0	0	0	0	3	0	Roland de Lassus	Missa Doulce memoire: Sanctus	003	['003', '004', '005', '004', '003', '002', '008', '007', '005', '004', '005', '006']
38	3.5	317.0	0	0	0	0	4	0	Roland de Lassus	Missa Doulce memoire: Sanctus	004	['004', '005', '004', '003', '002', '008', '007', '005', '004', '005', '006', '036']
38	4.0	318.0	0	0	0	0	5	0	Roland de Lassus	Missa Doulce memoire: Sanctus	005	['005', '004', '003', '002', '008', '007', '005', '004', '005', '006', '036', '035']
38	4.5	319.0	0	0	0	0	4	0	Roland de Lassus	Missa Doulce memoire: Sanctus	004	['004', '003', '002', '008', '007', '005', '004', '005', '006', '036', '035', '034']
39	1.0	320.0	0	0	0	0	3	0	Roland de Lassus	Missa Doulce memoire: Sanctus	003	['003', '002', '008', '007', '005', '004', '005', '006', '036', '035', '034', '035']
39	1.5	321.0	0	0	0	0	2	0	Roland de Lassus	Missa Doulce memoire: Sanctus	002	['002', '008', '007', '005', '004', '005', '006', '036', '035', '034', '035', '038']
39	2.0	322.0	0	0	0	0	8	0	Roland de Lassus	Missa Doulce memoire: Sanctus	008	['008', '007', '005', '004', '005', '006', '036', '035', '034', '035', '038', '083']
39	2.5	323.0	0	0	0	0	7	0	Roland de Lassus	Missa Doulce memoire: Sanctus	007	['007', '005', '004', '005', '006', '036', '035', '034', '035', '038', '083', '535']
39	3.0	324.0	0	0	0	0	5	0	Roland de Lassus	Missa Doulce memoire: Sanctus	005	['005', '004', '005', '006', '036', '035', '034', '035', '038', '083', '535', '583']
39	3.5	325.0	0	0	0	0	4	0	Roland de Lassus	Missa Doulce memoire: Sanctus	004	['004', '005', '006', '036', '035', '034', '035', '038', '083', '535', '583', '582']
39	4.0	326.0	0	0	0	0	5	0	Roland de Lassus	Missa Doulce memoire: Sanctus	005	['005', '006', '036', '035', '034', '035', '038', '083', '535', '583', '582', '853']
39	4.5	327.0	0	0	0	0	6	0	Roland de Lassus	Missa Doulce memoire: Sanctus	006	['006', '036', '035', '034', '035', '038', '083', '535', '583', '582', '853', '854']
40	1.0	328.0	0	0	0	3	6	4	Roland de Lassus	Missa Doulce memoire: Sanctus	036	['036', '035', '034', '035', '038', '083', '535', '583', '582', '853', '854', '385']
40	2.0	330.0	0	0	0	3	5	3	Roland de Lassus	Missa Doulce memoire: Sanctus	035	['035', '034', '035', '038', '083', '535', '583', '582', '853', '854', '385', '383']
40	2.5	331.0	0	0	0	3	4	2	Roland de Lassus	Missa Doulce memoire: Sanctus	034	['034', '035', '038', '083', '535', '583', '582', '853', '854', '385', '383', '853']
40	3.0	332.0	0	0	0	3	5	3	Roland de Lassus	Missa Doulce memoire: Sanctus	035	['035', '038', '083', '535', '583', '582', '853', '854', '385', '383', '853', '854']
40	4.0	334.0	0	0	0	3	8	6	Roland de Lassus	Missa Doulce memoire: Sanctus	038	['038', '083', '535', '583', '582', '853', '854', '385', '383', '853', '854', '835']
41	1.0	336.0	0	0	0	8	3	3	Roland de Lassus	Missa Doulce memoire: Sanctus	083	['083', '535', '583', '582', '853', '854', '385', '383', '853', '854', '835', '735']
41	3.0	340.0	5	3	5	6	8	3	Roland de Lassus	Missa Doulce memoire: Sanctus	535	['535', '583', '582', '853', '854', '385', '383', '853', '854', '835', '735', '584']
41	4.0	342.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	583	['583', '582', '853', '854', '385', '383', '853', '854', '835', '735', '584', '484']
41	4.5	343.0	5	8	2	4	5	2	Roland de Lassus	Missa Doulce memoire: Sanctus	582	['582', '853', '854', '385', '383', '853', '854', '835', '735', '584', '484', '583']
42	1.0	344.0	8	5	3	4	3	6	Roland de Lassus	Missa Doulce memoire: Sanctus	853	['853', '854', '385', '383', '853', '854', '835', '735', '584', '484', '583', '838']
42	1.5	345.0	8	5	4	4	4	7	Roland de Lassus	Missa Doulce memoire: Sanctus	854	['854', '385', '383', '853', '854', '835', '735', '584', '484', '583', '838', '848']
42	2.0	346.0	3	8	5	3	3	5	Roland de Lassus	Missa Doulce memoire: Sanctus	385	['385', '383', '853', '854', '835', '735', '584', '484', '583', '838', '848', '858']
42	2.5	347.0	3	8	3	3	1	3	Roland de Lassus	Missa Doulce memoire: Sanctus	383	['383', '853', '854', '835', '735', '584', '484', '583', '838', '848', '858', '003']
42	3.0	348.0	8	5	3	4	3	6	Roland de Lassus	Missa Doulce memoire: Sanctus	853	['853', '854', '835', '735', '584', '484', '583', '838', '848', '858', '003', '002']
42	3.5	349.0	8	5	4	4	4	7	Roland de Lassus	Missa Doulce memoire: Sanctus	854	['854', '835', '735', '584', '484', '583', '838', '848', '858', '003', '002', '083']
42	4.0	350.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Sanctus	835	['835', '735', '584', '484', '583', '838', '848', '858', '003', '002', '083', '082']
42	4.5	351.0	7	3	5	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	735	['735', '584', '484', '583', '838', '848', '858', '003', '002', '083', '082', '083']
43	1.0	352.0	5	8	4	4	7	4	Roland de Lassus	Missa Doulce memoire: Sanctus	584	['584', '484', '583', '838', '848', '858', '003', '002', '083', '082', '083', '073']
43	1.5	353.0	4	8	4	5	8	4	Roland de Lassus	Missa Doulce memoire: Sanctus	484	['484', '583', '838', '848', '858', '003', '002', '083', '082', '083', '073', '053']
43	2.0	354.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	583	['583', '838', '848', '858', '003', '002', '083', '082', '083', '073', '053', '063']
43	3.0	356.0	8	3	8	3	8	6	Roland de Lassus	Missa Doulce memoire: Sanctus	838	['838', '848', '858', '003', '002', '083', '082', '083', '073', '053', '063', '068']
43	4.0	358.0	8	4	8	4	8	5	Roland de Lassus	Missa Doulce memoire: Sanctus	848	['848', '858', '003', '002', '083', '082', '083', '073', '053', '063', '068', '058']
43	4.333333333333343	1076/3	8	5	8	5	8	4	Roland de Lassus	Missa Doulce memoire: Sanctus	858	['858', '003', '002', '083', '082', '083', '073', '053', '063', '068', '058', '057']
44	1.0	360.0	0	0	0	0	0	3	Roland de Lassus	Missa Doulce memoire: Sanctus	003	['003', '002', '083', '082', '083', '073', '053', '063', '068', '058', '057', '045']
44	1.5	361.0	0	0	0	0	0	2	Roland de Lassus	Missa Doulce memoire: Sanctus	002	['002', '083', '082', '083', '073', '053', '063', '068', '058', '057', '045', '035']
44	2.0	362.0	0	0	0	8	3	3	Roland de Lassus	Missa Doulce memoire: Sanctus	083	['083', '082', '083', '073', '053', '063', '068', '058', '057', '045', '035', '083']
44	2.5	363.0	0	0	0	8	2	2	Roland de Lassus	Missa Doulce memoire: Sanctus	082	['082', '083', '073', '053', '063', '068', '058', '057', '045', '035', '083', '035']
44	3.0	364.0	0	0	0	8	3	3	Roland de Lassus	Missa Doulce memoire: Sanctus	083	['083', '073', '053', '063', '068', '058', '057', '045', '035', '083', '035', '583']
44	3.5	365.0	0	0	0	7	3	4	Roland de Lassus	Missa Doulce memoire: Sanctus	073	['073', '053', '063', '068', '058', '057', '045', '035', '083', '035', '583', '582']
44	4.0	366.0	0	0	0	5	3	6	Roland de Lassus	Missa Doulce memoire: Sanctus	053	['053', '063', '068', '058', '057', '045', '035', '083', '035', '583', '582', '583']
44	4.5	367.0	0	0	0	6	3	5	Roland de Lassus	Missa Doulce memoire: Sanctus	063	['063', '068', '058', '057', '045', '035', '083', '035', '583', '582', '583', '484']
45	1.0	368.0	0	0	0	6	8	3	Roland de Lassus	Missa Doulce memoire: Sanctus	068	['068', '058', '057', '045', '035', '083', '035', '583', '582', '583', '484', '355']
45	2.0	370.0	0	0	0	5	8	4	Roland de Lassus	Missa Doulce memoire: Sanctus	058	['058', '057', '045', '035', '083', '035', '583', '582', '583', '484', '355', '255']
45	2.5	371.0	0	0	0	5	7	3	Roland de Lassus	Missa Doulce memoire: Sanctus	057	['057', '045', '035', '083', '035', '583', '582', '583', '484', '355', '255', '355']
45	3.0	372.0	0	0	0	4	5	2	Roland de Lassus	Missa Doulce memoire: Sanctus	045	['045', '035', '083', '035', '583', '582', '583', '484', '355', '255', '355', '583']
45	4.0	374.0	0	0	0	3	5	3	Roland de Lassus	Missa Doulce memoire: Sanctus	035	['035', '083', '035', '583', '582', '583', '484', '355', '255', '355', '583', '573']
46	1.0	376.0	0	0	0	8	3	3	Roland de Lassus	Missa Doulce memoire: Sanctus	083	['083', '035', '583', '582', '583', '484', '355', '255', '355', '583', '573', '458']
46	2.0	378.0	0	0	0	3	5	3	Roland de Lassus	Missa Doulce memoire: Sanctus	035	['035', '583', '582', '583', '484', '355', '255', '355', '583', '573', '458', '448']
46	3.0	380.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	583	['583', '582', '583', '484', '355', '255', '355', '583', '573', '458', '448', '358']
46	3.5	381.0	5	8	2	4	5	2	Roland de Lassus	Missa Doulce memoire: Sanctus	582	['582', '583', '484', '355', '255', '355', '583', '573', '458', '448', '358', '835']
46	4.0	382.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	583	['583', '484', '355', '255', '355', '583', '573', '458', '448', '358', '835', '834']
46	4.5	383.0	4	8	4	5	8	4	Roland de Lassus	Missa Doulce memoire: Sanctus	484	['484', '355', '255', '355', '583', '573', '458', '448', '358', '835', '834', '583']
47	1.0	384.0	3	5	5	3	3	8	Roland de Lassus	Missa Doulce memoire: Sanctus	355	['355', '255', '355', '583', '573', '458', '448', '358', '835', '834', '583', '035']
47	1.5	385.0	2	5	5	4	4	8	Roland de Lassus	Missa Doulce memoire: Sanctus	255	['255', '355', '583', '573', '458', '448', '358', '835', '834', '583', '035', '835']
47	2.0	386.0	3	5	5	3	3	8	Roland de Lassus	Missa Doulce memoire: Sanctus	355	['355', '583', '573', '458', '448', '358', '835', '834', '583', '035', '835', '845']
47	3.0	388.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	583	['583', '573', '458', '448', '358', '835', '834', '583', '035', '835', '845', '358']
47	4.5	391.0	5	7	3	3	6	4	Roland de Lassus	Missa Doulce memoire: Sanctus	573	['573', '458', '448', '358', '835', '834', '583', '035', '835', '845', '358', '368']
48	1.0	392.0	4	5	8	2	5	4	Roland de Lassus	Missa Doulce memoire: Sanctus	458	['458', '448', '358', '835', '834', '583', '035', '835', '845', '358', '368', '836']
48	1.5	393.0	4	4	8	1	5	5	Roland de Lassus	Missa Doulce memoire: Sanctus	448	['448', '358', '835', '834', '583', '035', '835', '845', '358', '368', '836', '835']
48	2.0	394.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Sanctus	358	['358', '835', '834', '583', '035', '835', '845', '358', '368', '836', '835', '735']
48	3.0	396.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Sanctus	835	['835', '834', '583', '035', '835', '845', '358', '368', '836', '835', '735', '584']
48	3.5	397.0	8	3	4	3	4	2	Roland de Lassus	Missa Doulce memoire: Sanctus	834	['834', '583', '035', '835', '845', '358', '368', '836', '835', '735', '584', '583']
48	4.0	398.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	583	['583', '035', '835', '845', '358', '368', '836', '835', '735', '584', '583', '358']
49	1.0	400.0	0	0	0	3	5	3	Roland de Lassus	Missa Doulce memoire: Sanctus	035	['035', '835', '845', '358', '368', '836', '835', '735', '584', '583', '358', '352']
49	2.0	402.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Sanctus	835	['835', '845', '358', '368', '836', '835', '735', '584', '583', '358', '352', '583']
49	2.5	403.0	8	4	5	4	5	2	Roland de Lassus	Missa Doulce memoire: Sanctus	845	['845', '358', '368', '836', '835', '735', '584', '583', '358', '352', '583', '522']
49	3.0	404.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Sanctus	358	['358', '368', '836', '835', '735', '584', '583', '358', '352', '583', '522', '538']
49	4.0	406.0	3	6	8	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	368	['368', '836', '835', '735', '584', '583', '358', '352', '583', '522', '538', '527']
50	1.0	408.0	8	3	6	3	6	4	Roland de Lassus	Missa Doulce memoire: Sanctus	836	['836', '835', '735', '584', '583', '358', '352', '583', '522', '538', '527', '386']
50	2.0	410.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Sanctus	835	['835', '735', '584', '583', '358', '352', '583', '522', '538', '527', '386', '375']
50	2.5	411.0	7	3	5	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	735	['735', '584', '583', '358', '352', '583', '522', '538', '527', '386', '375', '853']
50	3.0	412.0	5	8	4	4	7	4	Roland de Lassus	Missa Doulce memoire: Sanctus	584	['584', '583', '358', '352', '583', '522', '538', '527', '386', '375', '853', '854']
50	4.0	414.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	583	['583', '358', '352', '583', '522', '538', '527', '386', '375', '853', '854', '835']
51	1.0	416.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Sanctus	358	['358', '352', '583', '522', '538', '527', '386', '375', '853', '854', '835', '735']
51	1.5	417.0	3	5	2	3	7	5	Roland de Lassus	Missa Doulce memoire: Sanctus	352	['352', '583', '522', '538', '527', '386', '375', '853', '854', '835', '735', '584']
51	2.0	418.0	5	8	3	5	6	3	Roland de Lassus	Missa Doulce memoire: Sanctus	583	['583', '522', '538', '527', '386', '375', '853', '854', '835', '735', '584', '583']
51	2.5	419.0	5	2	2	4	5	8	Roland de Lassus	Missa Doulce memoire: Sanctus	522	['522', '538', '527', '386', '375', '853', '854', '835', '735', '584', '583', '158']
51	3.0	420.0	5	3	8	3	4	6	Roland de Lassus	Missa Doulce memoire: Sanctus	538	['538', '527', '386', '375', '853', '854', '835', '735', '584', '583', '158', '000']
51	3.5	421.0	5	2	7	4	3	6	Roland de Lassus	Missa Doulce memoire: Sanctus	527	['527', '386', '375', '853', '854', '835', '735', '584', '583', '158', '000', '005']
51	4.0	422.0	3	8	6	3	4	6	Roland de Lassus	Missa Doulce memoire: Sanctus	386	['386', '375', '853', '854', '835', '735', '584', '583', '158', '000', '005', '006']
51	4.5	423.0	3	7	5	4	3	6	Roland de Lassus	Missa Doulce memoire: Sanctus	375	['375', '853', '854', '835', '735', '584', '583', '158', '000', '005', '006', '005']
52	1.0	424.0	8	5	3	4	3	6	Roland de Lassus	Missa Doulce memoire: Sanctus	853	['853', '854', '835', '735', '584', '583', '158', '000', '005', '006', '005', '003']
