Measure,Beat,[Cantus],[Altus],[Quintus],[Tenor],[Bassus],Composer,Title,Ténor
69,4.0,,"('2', '-4', '3')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
70,1.0,,"('-4', '3', '1')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
71,1.0,,"('3', '1', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
71,3.0,,"('1', '2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
71,4.0,,"('2', '2', '1')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
72,2.0,,"('2', '1', '-5')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
72,3.0,,"('1', '-5', '6')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
72,4.5,,"('-5', '6', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
73,1.0,,"('6', '-2', '-2')","('3', '1', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
73,2.0,,"('-2', '-2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
73,3.0,,,"('1', '2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
73,3.5,,"('-2', '-2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
73,3.75,,"('-2', '2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
73,4.0,,"('2', '-2', '3')","('2', '2', '1')",,,Claudio Merulo,Missa Susanne un jour: Credo,
74,1.0,,"('-2', '3', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
74,2.0,,,"('2', '1', '-5')",,,Claudio Merulo,Missa Susanne un jour: Credo,
74,3.0,,"('3', '2', '-2')","('1', '-5', '3')",,,Claudio Merulo,Missa Susanne un jour: Credo,
74,4.0,,"('2', '-2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
74,4.5,,,"('-5', '3', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
75,1.0,,"('-2', '-2', '-2')","('3', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
75,2.0,,,"('-2', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
75,2.5,,"('-2', '-2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
75,2.75,,"('-2', '2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
75,3.0,,"('2', '2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
75,3.5,,"('2', '2', '2')","('-2', '-2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
75,3.75,,,"('-2', '2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
75,4.0,,"('2', '2', '-2')","('2', '2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
75,4.5,,"('2', '-2', '-2')","('2', '2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
76,1.0,,"('-2', '-2', '-2')","('2', '2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
76,1.5,,,"('2', '-2', '-3')",,,Claudio Merulo,Missa Susanne un jour: Credo,
76,2.0,,,"('-2', '-3', '3')",,,Claudio Merulo,Missa Susanne un jour: Credo,
76,2.5,,"('-2', '-2', '3')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
76,3.0,,"('-2', '3', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
76,3.5,,"('3', '-2', '-2')","('-3', '3', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
76,4.0,,"('-2', '-2', '-2')","('3', '2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
77,1.0,,,"('2', '2', '3')",,,Claudio Merulo,Missa Susanne un jour: Credo,
77,2.0,,"('-2', '-2', '-3')","('2', '3', '-3')",,,Claudio Merulo,Missa Susanne un jour: Credo,
77,2.5,,"('-2', '-3', '1')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
77,3.0,,"('-3', '1', '2')","('3', '-3', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
77,4.0,,"('1', '2', '2')","('-3', '-2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
78,1.0,,"('2', '2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
78,1.5,,"('2', '2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
78,2.0,,"('2', '2', '2')","('-2', '2', '-5')",,,Claudio Merulo,Missa Susanne un jour: Credo,
78,2.5,,"('2', '2', '-3')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
78,3.0,,"('2', '-3', '-2')","('2', '-5', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
78,4.0,,"('-3', '-2', '2')","('-5', '2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
79,1.0,,,"('2', '2', '-3')",,,Claudio Merulo,Missa Susanne un jour: Credo,
79,1.5,,,"('2', '-3', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
79,2.0,,,"('-3', '2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
79,2.5,,,"('2', '-2', '1')",,,Claudio Merulo,Missa Susanne un jour: Credo,
79,3.0,,,"('-2', '1', '3')",,,Claudio Merulo,Missa Susanne un jour: Credo,
80,1.0,,,"('1', '3', '1')",,,Claudio Merulo,Missa Susanne un jour: Credo,
80,2.0,,,"('3', '1', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
80,3.0,,,"('1', '-2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
80,4.0,,"('3', '1', '2')","('-2', '2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
81,1.0,,"('1', '2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
81,2.0,,"('2', '2', '2')","('2', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
81,3.0,,,"('-2', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
81,4.0,,"('2', '2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
81,4.5,,,"('-2', '-2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
81,4.75,,,"('-2', '2', '5')",,,Claudio Merulo,Missa Susanne un jour: Credo,
82,1.0,,"('2', '-2', '-5')","('2', '5', '3')",,,Claudio Merulo,Missa Susanne un jour: Credo,
82,2.0,,"('-2', '-5', '3')","('5', '3', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
82,3.0,,"('-5', '3', '1')","('3', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
82,4.0,,"('3', '1', '2')","('-2', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
83,1.0,,"('1', '2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
83,1.5,,,"('-2', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
83,2.0,,"('2', '2', '-2')","('-2', '-2', '1')",,,Claudio Merulo,Missa Susanne un jour: Credo,
83,2.5,,,"('-2', '1', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
83,3.0,,,"('1', '-2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
83,4.0,,"('2', '-2', '-2')","('-2', '2', '3')",,,Claudio Merulo,Missa Susanne un jour: Credo,
84,1.0,,"('-2', '-2', '-2')","('2', '3', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
84,1.5,,"('-2', '-2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
84,2.0,,"('-2', '-2', '3')","('3', '-2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
84,2.5,,"('-2', '3', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
85,2.0,"('1', '1', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
85,3.0,"('1', '2', '-2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
85,4.0,"('2', '-2', '3')","('3', '2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
86,1.0,"('-2', '3', '-2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
86,2.0,,"('2', '2', '3')","('1', '2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
86,3.0,"('3', '-2', '-2')",,"('2', '2', '-3')",,,Claudio Merulo,Missa Susanne un jour: Credo,
86,4.0,"('-2', '-2', '-2')","('2', '3', '-2')","('2', '-3', '1')",,,Claudio Merulo,Missa Susanne un jour: Credo,
87,1.0,,"('3', '-2', '-2')","('-3', '1', '1')",,,Claudio Merulo,Missa Susanne un jour: Credo,
87,1.5,"('-2', '-2', '-2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
87,2.0,"('-2', '-2', '1')","('-2', '-2', '-3')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
87,2.5,"('-2', '1', '4')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
87,3.0,"('1', '4', '-2')","('-2', '-3', '-2')","('1', '1', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
87,4.0,,"('-3', '-2', '-2')","('1', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
87,4.5,"('4', '-2', '-2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
88,1.0,"('-2', '-2', '-2')","('-2', '-2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
88,1.5,,,"('-2', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
88,2.0,"('-2', '-2', '2')","('-2', '2', '2')","('-2', '-2', '4')",,,Claudio Merulo,Missa Susanne un jour: Credo,
88,3.0,,"('2', '2', '-2')","('-2', '4', '-4')",,,Claudio Merulo,Missa Susanne un jour: Credo,
88,3.5,"('-2', '2', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
88,3.75,"('2', '2', '1')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
88,4.0,"('2', '1', '3')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
89,1.0,"('1', '3', '-5')","('2', '-2', '-2')","('4', '-4', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
89,2.0,"('3', '-5', '2')","('-2', '-2', '2')","('-4', '2', '-3')",,,Claudio Merulo,Missa Susanne un jour: Credo,
89,3.0,"('-5', '2', '-2')",,"('2', '-3', '3')",,,Claudio Merulo,Missa Susanne un jour: Credo,
89,4.0,,"('-2', '2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
90,1.0,"('2', '-2', '-2')","('2', '-2', '1')","('-3', '3', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
90,2.0,"('-2', '-2', '-2')","('-2', '1', '-2')","('3', '-2', '4')",,,Claudio Merulo,Missa Susanne un jour: Credo,
90,3.0,"('-2', '-2', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
90,3.5,,"('1', '-2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
90,4.0,"('-2', '2', '-2')","('-2', '-2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
90,4.5,"('2', '-2', '5')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
91,1.0,"('-2', '5', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
91,1.5,,"('-2', '2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
91,3.0,"('5', '2', '1')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
91,4.0,"('2', '1', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
92,1.0,"('1', '2', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
92,2.0,"('2', '2', '3')","('4', '1', '-2')","('6', '-4', '3')",,,Claudio Merulo,Missa Susanne un jour: Credo,
92,3.0,,"('1', '-2', '4')","('-4', '3', '1')",,,Claudio Merulo,Missa Susanne un jour: Credo,
92,4.0,"('2', '3', '-2')","('-2', '4', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
93,1.0,"('3', '-2', '-2')",,"('3', '1', '4')",,,Claudio Merulo,Missa Susanne un jour: Credo,
93,1.5,,"('4', '-2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
93,2.0,,"('-2', '2', '1')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
93,3.0,"('-2', '-2', '-2')",,"('1', '4', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
93,4.0,,"('2', '1', '-2')","('4', '-2', '-5')",,,Claudio Merulo,Missa Susanne un jour: Credo,
93,4.5,"('-2', '-2', '-2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
94,1.0,"('-2', '-2', '2')","('1', '-2', '-2')","('-2', '-5', '1')",,,Claudio Merulo,Missa Susanne un jour: Credo,
94,2.0,"('-2', '2', '2')","('-2', '-2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
94,2.5,"('2', '2', '1')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
94,3.0,"('2', '1', '1')",,"('-5', '1', '-4')",,,Claudio Merulo,Missa Susanne un jour: Credo,
94,3.5,,"('-2', '2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
94,3.75,,"('2', '2', '-4')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
94,4.0,,"('2', '-4', '4')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
95,1.0,"('1', '1', '-2')","('-4', '4', '-2')","('1', '-4', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
95,2.0,"('1', '-2', '-2')","('4', '-2', '-2')","('-4', '2', '5')",,,Claudio Merulo,Missa Susanne un jour: Credo,
95,3.0,"('-2', '-2', '-2')","('-2', '-2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
95,4.0,"('-2', '-2', '2')","('-2', '-2', '2')","('2', '5', '-5')",,,Claudio Merulo,Missa Susanne un jour: Credo,
96,1.0,"('-2', '2', '2')","('-2', '2', '2')","('5', '-5', '4')",,,Claudio Merulo,Missa Susanne un jour: Credo,
96,2.0,"('2', '2', '-2')","('2', '2', '-2')","('-5', '4', '3')",,,Claudio Merulo,Missa Susanne un jour: Credo,
96,3.0,"('2', '-2', '1')","('2', '-2', '1')","('4', '3', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
96,4.0,"('-2', '1', '-2')","('-2', '1', '-2')","('3', '-2', '-5')",,,Claudio Merulo,Missa Susanne un jour: Credo,
97,1.0,,,"('-2', '-5', '5')",,,Claudio Merulo,Missa Susanne un jour: Credo,
97,1.5,"('1', '-2', '-2')","('1', '-2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
97,2.0,"('-2', '-2', '2')","('-2', '-2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
97,2.5,"('-2', '2', '-2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
97,3.0,,,"('-5', '5', '1')",,,Claudio Merulo,Missa Susanne un jour: Credo,
97,3.5,,"('-2', '2', '1')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
98,1.0,,,"('5', '1', '1')",,,Claudio Merulo,Missa Susanne un jour: Credo,
99,1.0,,,"('1', '1', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
99,3.0,,,"('1', '2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
99,4.0,,,"('2', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
100,1.0,,,"('-2', '-2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
100,2.0,,,"('-2', '2', '-4')",,,Claudio Merulo,Missa Susanne un jour: Credo,
100,3.0,,"('1', '1', '2')","('2', '-4', '4')",,,Claudio Merulo,Missa Susanne un jour: Credo,
100,4.0,,,"('-4', '4', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
101,1.0,,"('1', '2', '-2')","('4', '2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
101,2.0,,"('2', '-2', '-2')","('2', '2', '-3')",,,Claudio Merulo,Missa Susanne un jour: Credo,
101,3.0,,"('-2', '-2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
101,3.5,,,"('2', '-3', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
101,4.0,,"('-2', '-2', '-2')","('-3', '2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
101,4.5,,,"('2', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
102,1.0,,"('-2', '-2', '2')","('-2', '-2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
102,2.0,,"('-2', '2', '1')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
102,3.0,,"('2', '1', '-3')",,"('1', '1', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
103,1.0,,"('1', '-3', '-2')",,"('1', '2', '-2')","('1', '1', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
103,2.0,,"('-3', '-2', '-2')",,"('2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
103,3.0,,,,"('-2', '-2', '-2')","('1', '2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
103,4.0,,"('-2', '-2', '4')",,"('-2', '-2', '2')","('2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
104,1.0,,"('-2', '4', '-2')",,"('-2', '2', '3')","('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
104,2.0,,"('4', '-2', '-2')",,"('2', '3', '1')","('-2', '-2', '4')",Claudio Merulo,Missa Susanne un jour: Credo,
104,3.0,,"('-2', '-2', '-2')",,"('3', '1', '-3')","('-2', '4', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
104,4.0,,"('-2', '-2', '2')",,"('1', '-3', '-2')","('4', '1', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
105,1.0,,,,,"('1', '-2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
105,1.5,,"('-2', '2', '4')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
105,1.75,,"('2', '4', '-3')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
105,2.0,,"('4', '-3', '-2')",,,"('-2', '2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
105,3.0,,"('-3', '-2', '4')","('1', '1', '2')",,"('2', '2', '-3')",Claudio Merulo,Missa Susanne un jour: Credo,
105,4.0,,"('-2', '4', '-3')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
105,4.5,,,,,"('2', '-3', '4')",Claudio Merulo,Missa Susanne un jour: Credo,
106,1.0,,,"('1', '2', '-2')",,"('-3', '4', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
106,1.5,,"('4', '-3', '3')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
106,2.0,,"('-3', '3', '-5')","('2', '-2', '-2')","('1', '1', '2')","('4', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
106,3.0,,"('3', '-5', '5')","('-2', '-2', '-2')","('1', '2', '-2')","('-2', '-2', '-4')",Claudio Merulo,Missa Susanne un jour: Credo,
106,4.0,,"('-5', '5', '1')","('-2', '-2', '3')","('2', '-2', '-2')","('-2', '-4', '5')",Claudio Merulo,Missa Susanne un jour: Credo,
107,1.0,,,"('-2', '3', '4')","('-2', '-2', '-2')","('-4', '5', '-3')",Claudio Merulo,Missa Susanne un jour: Credo,
107,2.0,,,"('3', '4', '3')","('-2', '-2', '-2')","('5', '-3', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
107,3.0,,,"('4', '3', '1')","('-2', '-2', '4')","('-3', '2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
107,4.0,,,"('3', '1', '-2')","('-2', '4', '-2')","('2', '2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
108,1.0,,,"('1', '-2', '2')","('4', '-2', '-5')",,Claudio Merulo,Missa Susanne un jour: Credo,
108,1.5,,,,,"('2', '2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
108,2.0,,"('1', '2', '-2')","('-2', '2', '1')","('-2', '-5', '4')","('2', '2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
108,2.5,,,,,"('2', '2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
108,3.0,,,"('2', '1', '-3')","('-5', '4', '-4')","('2', '2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
108,3.5,,,,,"('2', '2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
108,4.0,,"('2', '-2', '-2')","('1', '-3', '2')","('4', '-4', '2')","('2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
109,1.0,,"('-2', '-2', '-2')",,"('-4', '2', '5')","('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
109,2.0,,"('-2', '-2', '3')","('-3', '2', '2')","('2', '5', '-2')","('-2', '-2', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
109,3.0,,"('-2', '3', '3')","('2', '2', '-2')","('5', '-2', '4')","('-2', '1', '-3')",Claudio Merulo,Missa Susanne un jour: Credo,
109,4.0,,"('3', '3', '-2')",,"('-2', '4', '1')",,Claudio Merulo,Missa Susanne un jour: Credo,
109,4.5,,,"('2', '-2', '4')",,,Claudio Merulo,Missa Susanne un jour: Credo,
110,1.0,,"('3', '-2', '-2')","('-2', '4', '-3')",,"('1', '-3', '-3')",Claudio Merulo,Missa Susanne un jour: Credo,
110,2.0,,"('-2', '-2', '2')","('4', '-3', '-3')","('4', '1', '-3')",,Claudio Merulo,Missa Susanne un jour: Credo,
110,2.5,,,,,"('-3', '-3', '8')",Claudio Merulo,Missa Susanne un jour: Credo,
110,3.0,,,"('-3', '-3', '3')","('1', '-3', '1')","('-3', '8', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
110,4.0,,"('-2', '2', '-2')",,,"('8', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
110,4.5,,"('2', '-2', '1')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
111,1.0,,"('-2', '1', '-2')","('-3', '3', '-2')","('-3', '1', '1')","('-2', '-2', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
111,1.5,,"('1', '-2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
111,2.0,,,,"('1', '1', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
111,2.5,,,,,"('-2', '1', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
111,4.0,,,"('3', '-2', '-3')",,,Claudio Merulo,Missa Susanne un jour: Credo,
112,4.0,,,,"('1', '1', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
113,1.0,,,,"('1', '2', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
113,2.0,,,,"('2', '-2', '-2')","('1', '1', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
113,3.0,,,,"('-2', '-2', '-2')","('1', '2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
113,4.0,,,,"('-2', '-2', '4')","('2', '-2', '-5')",Claudio Merulo,Missa Susanne un jour: Credo,
114,1.0,,,,"('-2', '4', '-2')","('-2', '-5', '3')",Claudio Merulo,Missa Susanne un jour: Credo,
114,2.0,,"('1', '1', '2')",,"('4', '-2', '-2')","('-5', '3', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
114,3.0,,"('1', '2', '-2')",,"('-2', '-2', '-2')","('3', '2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
114,4.0,,"('2', '-2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
114,4.5,,,,"('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
115,1.0,,"('-2', '-2', '-2')",,"('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
115,2.0,,"('-2', '-2', '3')","('1', '1', '3')",,,Claudio Merulo,Missa Susanne un jour: Credo,
115,3.0,,"('-2', '3', '-3')","('1', '3', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
115,4.0,,,"('3', '-2', '-2')",,"('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
116,1.0,,,"('-2', '-2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
116,2.0,,,"('-2', '2', '2')",,"('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
116,3.0,,,"('2', '2', '2')",,"('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
116,3.5,,,"('2', '2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
116,4.0,,,"('2', '2', '-2')","('1', '1', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
116,4.5,,,"('2', '-2', '1')",,"('-2', '-2', '-3')",Claudio Merulo,Missa Susanne un jour: Credo,
116,4.75,,,,,"('-2', '-3', '4')",Claudio Merulo,Missa Susanne un jour: Credo,
117,1.0,,,"('-2', '1', '-2')","('1', '2', '-2')","('-3', '4', '-5')",Claudio Merulo,Missa Susanne un jour: Credo,
117,1.5,,,,,"('4', '-5', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
117,2.0,,"('2', '-2', '-2')",,"('2', '-2', '-2')","('-5', '2', '3')",Claudio Merulo,Missa Susanne un jour: Credo,
117,3.0,,"('-2', '-2', '-2')",,"('-2', '-2', '-2')","('2', '3', '-5')",Claudio Merulo,Missa Susanne un jour: Credo,
117,4.0,,"('-2', '-2', '2')",,"('-2', '-2', '3')","('3', '-5', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
118,1.0,,,,"('-2', '3', '1')","('-5', '1', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
118,1.5,,"('-2', '2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
118,1.75,,"('2', '2', '-4')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
118,2.0,,"('2', '-4', '1')","('1', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
118,3.0,,"('-4', '1', '2')","('-2', '-2', '-2')","('3', '1', '-2')","('1', '2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
118,4.0,,"('1', '2', '2')",,"('1', '-2', '-2')","('2', '2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
118,4.5,,,"('-2', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
119,1.0,,"('2', '2', '2')","('-2', '-2', '-2')","('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
119,1.5,,,"('-2', '-2', '5')",,"('2', '2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
119,2.0,,,"('-2', '5', '2')",,"('2', '2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
119,2.5,,"('2', '2', '2')",,,"('2', '2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
119,3.0,,"('2', '2', '-3')","('5', '2', '-3')","('-2', '-2', '-2')","('2', '2', '-3')",Claudio Merulo,Missa Susanne un jour: Credo,
119,3.5,,"('2', '-3', '-2')",,,"('2', '-3', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
119,4.0,,"('-3', '-2', '-2')","('2', '-3', '1')",,"('-3', '2', '-4')",Claudio Merulo,Missa Susanne un jour: Credo,
120,1.0,,"('-2', '-2', '-2')","('-3', '1', '1')",,"('2', '-4', '4')",Claudio Merulo,Missa Susanne un jour: Credo,
120,2.0,,"('-2', '-2', '2')","('1', '1', '1')","('-2', '-2', '2')","('-4', '4', '-4')",Claudio Merulo,Missa Susanne un jour: Credo,
120,3.0,,,"('1', '1', '1')","('-2', '2', '1')","('4', '-4', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
120,3.5,,"('-2', '2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
120,3.75,,"('2', '2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
