,Composer,Title,First_Offset,Measures_Beats,Melodic_Entry_Intervals,Offsets,Soggetti,Time_Entry_Intervals,Voices,Presentation_Type,Number_Entries,Flexed_Entries,Parallel_Entries,Parallel_Voice,Count_Non_Overlaps
3,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,16.0,"['3/1.0', '4/4.0', '7/1.0', '8/3.0', '9/2.0', '9/3.5', '12/1.0', '13/2.5', '14/1.0', '16/1.5', '16/2.0', '16/4.0', '17/3.0', '20/3.0', '21/1.0', '22/4.0', '24/4.0', '26/3.0', '28/1.5', '30/4.0', '36/2.0', '37/3.0', '43/4.0', '44/4.0', '47/4.0', '48/4.0', '50/2.0', '52/4.0', '53/4.5']","['M-3', 'm-6', 'P1', 'P1', 'm6', 'm-6', 'M-2', 'm3', 'm-3', 'm3', 'A4', 'M-6', 'P-4', 'P8', 'P1', 'P4', 'M-6', 'm-3', 'P5', 'm6', 'P-11', 'P8', 'M3', 'M-7', 'M7', 'M-10', 'M-2', 'P5']","[16.0, 30.0, 48.0, 60.0, 66.0, 69.0, 88.0, 99.0, 104.0, 121.0, 122.0, 126.0, 132.0, 156.0, 160.0, 174.0, 190.0, 204.0, 217.0, 238.0, 282.0, 292.0, 342.0, 350.0, 374.0, 382.0, 394.0, 414.0, 423.0]","[('-2', '-2', '-2', '2'), ('2', '-2', '-2', '2'), ('4', '-2', '-2', '2'), ('3', '-2', '-2', '2'), ('-3', '-2', '-2', '2'), ('5', '-2', '-2', '2'), ('6', '-2', '-2', '2')]","[14.0, 18.0, 12.0, 6.0, 3.0, 19.0, 11.0, 5.0, 17.0, 1.0, 4.0, 6.0, 24.0, 4.0, 14.0, 16.0, 14.0, 13.0, 21.0, 44.0, 10.0, 50.0, 8.0, 24.0, 8.0, 12.0, 20.0, 9.0]","['C', 'C', 'A', 'A', 'Q', 'C', 'T', 'T', 'A', 'T', 'Q', 'A', 'Q', 'B', 'A', 'A', 'C', 'Q', 'T', 'T', 'C', 'B', 'A', 'C', 'Q', 'C', 'T', 'B', 'Q']",FUGA,29,True,1.0,A,25
4,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,22.0,"['3/4.0', '8/2.5', '8/3.0', '11/4.0', '15/3.0', '20/2.0']","['m-7', 'P-4', 'P8', 'M-3', 'd-5']","[22.0, 59.0, 60.0, 86.0, 116.0, 154.0]","[('-3', '4', '-2', '-2'), ('2', '4', '-2', '-2'), ('-2', '4', '-2', '-2'), ('-4', '4', '-2', '-2'), ('-5', '4', '-2', '-2'), ('4', '4', '-2', '-2'), ('3', '4', '-2', '-2')]","[37.0, 1.0, 26.0, 30.0, 38.0]","['C', 'A', 'Q', 'A', 'Q', 'B']",FUGA,6,True,0.0,,5
5,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,32.0,"['5/1.0', '6/3.0', '8/4.0', '9/3.0', '9/4.0', '14/4.0', '16/2.0', '17/1.0', '18/2.5', '19/3.0']","['m2', 'm-3', 'P-5', 'P8', 'M-9', 'P1', 'M6', 'P-8', 'P1']","[32.0, 44.0, 62.0, 68.0, 70.0, 110.0, 122.0, 128.0, 139.0, 148.0]","[('-2', '-2', '2', '2'), ('2', '-2', '2', '2'), ('5', '-2', '2', '2'), ('3', '-2', '2', '2'), ('-3', '-2', '2', '2')]","[12.0, 18.0, 6.0, 2.0, 40.0, 12.0, 6.0, 11.0, 9.0]","['C', 'C', 'A', 'Q', 'C', 'T', 'T', 'A', 'Q', 'T']",FUGA,10,True,1.0,B,6
6,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,34.0,"['5/2.0', '5/4.0', '9/1.0', '9/2.0', '10/2.0', '18/3.0', '24/1.0', '29/1.0', '29/3.0', '30/1.0', '30/2.0', '31/4.0', '32/4.0', '33/1.0', '33/2.0', '39/3.0', '39/4.0', '40/2.0', '43/3.0', '44/1.0', '46/2.0', '46/2.5', '51/2.0', '51/2.5', '51/3.0']","['m-2', 'd5', 'P-5', 'P4', 'm-9', 'm2', 'M7', 'M-3', 'P-11', 'P4', 'm7', 'm-3', 'P5', 'P-5', 'P-5', 'P5', 'M2', 'P1', 'P-5', 'M9', 'M-2', 'P-4', 'M-2', 'M2']","[34.0, 38.0, 64.0, 66.0, 74.0, 140.0, 184.0, 224.0, 228.0, 232.0, 234.0, 246.0, 254.0, 256.0, 258.0, 308.0, 310.0, 314.0, 340.0, 344.0, 362.0, 363.0, 402.0, 403.0, 404.0]","[('-2', '2', '2', '2'), ('2', '2', '2', '2'), ('-5', '2', '2', '2'), ('-3', '2', '2', '2'), ('-4', '2', '2', '2'), ('4', '2', '2', '2'), ('5', '2', '2', '2'), ('-8', '2', '2', '2'), ('3', '2', '2', '2')]","[4.0, 26.0, 2.0, 8.0, 66.0, 44.0, 40.0, 4.0, 4.0, 2.0, 12.0, 8.0, 2.0, 2.0, 50.0, 2.0, 4.0, 26.0, 4.0, 18.0, 1.0, 39.0, 1.0, 1.0]","['C', 'C', 'C', 'C', 'C', 'Q', 'T', 'A', 'A', 'B', 'B', 'T', 'A', 'Q', 'Q', 'Q', 'Q', 'T', 'T', 'T', 'C', 'C', 'T', 'T', 'T']",FUGA,25,True,1.0,Q,22
7,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,40.0,"['6/1.0', '9/2.5', '14/1.0', '15/1.0', '20/1.0', '22/4.0', '23/4.0', '27/3.0', '33/3.5', '34/1.0', '35/4.0']","['P1', 'P-5', 'P1', 'M2', 'm9', 'm-2', 'P-8', 'P1', 'P8', 'M-3']","[40.0, 67.0, 104.0, 112.0, 152.0, 174.0, 182.0, 212.0, 261.0, 264.0, 278.0]","[('2', '2', '2', '-2'), ('-5', '2', '2', '-2'), ('-2', '2', '2', '-2'), ('-3', '2', '2', '-2'), ('-4', '2', '2', '-2'), ('3', '2', '2', '-2')]","[27.0, 37.0, 8.0, 40.0, 22.0, 8.0, 30.0, 49.0, 3.0, 14.0]","['C', 'C', 'B', 'T', 'T', 'C', 'C', 'T', 'Q', 'C', 'A']",FUGA,11,True,1.0,Q,10
8,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,43.0,"['6/2.5', '14/1.0', '14/2.0', '18/2.0']","['M-6', 'P-5', 'M3']","[43.0, 104.0, 106.0, 138.0]","[('2', '2', '-2', '2'), ('-2', '2', '-2', '2'), ('3', '2', '-2', '2'), ('-4', '2', '-2', '2')]","[61.0, 2.0, 32.0]","['C', 'T', 'B', 'Q']",FUGA,4,True,0.0,,2
9,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,44.0,"['6/3.0', '14/4.0', '18/2.5', '19/3.0']","['P-8', 'm-3', 'P1']","[44.0, 110.0, 139.0, 148.0]","[('2', '-2', '2', '2'), ('5', '-2', '2', '2'), ('3', '-2', '2', '2'), ('8', '-2', '2', '2')]","[66.0, 29.0, 9.0]","['C', 'T', 'Q', 'T']",FUGA,4,True,1.0,B,3
10,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,45.0,"['6/3.5', '9/4.5']",['M-9'],"[45.0, 71.0]","[('-2', '2', '2', '-5'), ('-8', '2', '2', '-5'), ('2', '2', '2', '-5'), ('3', '2', '2', '-5'), ('-3', '2', '2', '-5'), ('-4', '2', '2', '-5')]",[26.0],"['C', 'Q']",FUGA,2,True,0.0,,1
11,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,52.0,"['7/3.0', '7/4.0']",['m-3'],"[52.0, 54.0]","[('-2', '-2', '2', '4'), ('-3', '-2', '2', '4'), ('2', '-2', '2', '4')]",[2.0],"['A', 'Q']",FUGA,2,True,0.0,,0
12,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,58.0,"['8/2.0', '13/2.0']",['P-8'],"[58.0, 98.0]","[('-2', '2', '-5', '2'), ('2', '2', '-5', '2'), ('-3', '2', '-5', '2')]",[40.0],"['C', 'B']",FUGA,2,True,0.0,,1
13,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,62.0,"['8/4.0', '13/4.0']",['P-8'],"[62.0, 102.0]","[('2', '-5', '2', '2'), ('4', '-5', '2', '2'), ('-2', '-5', '2', '2')]",[40.0],"['C', 'B']",FUGA,2,True,0.0,,1
14,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,91.0,"['12/2.5', '20/4.0', '28/2.0', '35/1.0']","['P5', 'M2', 'm7']","[91.0, 158.0, 218.0, 272.0]","[('-2', '-2', '2', '-3'), ('2', '-2', '2', '-3'), ('4', '-2', '2', '-3'), ('5', '-2', '2', '-3'), ('-3', '-2', '2', '-3'), ('3', '-2', '2', '-3')]","[67.0, 60.0, 54.0]","['B', 'B', 'T', 'C']",FUGA,4,True,0.0,,3
15,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,96.0,"['13/1.0', '17/1.0']",['M-6'],"[96.0, 128.0]","[('-4', '8', '-2', '-2'), ('-2', '8', '-2', '-2'), ('-5', '8', '-2', '-2')]",[32.0],"['Q', 'B']",FUGA,2,True,0.0,,1
16,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,112.0,"['15/1.0', '16/2.5']",['A1'],"[112.0, 123.0]","[('-2', '2', '2', '-3'), ('2', '2', '2', '-3'), ('3', '2', '2', '-3'), ('4', '2', '2', '-3'), ('-4', '2', '2', '-3'), ('-3', '2', '2', '-3')]",[11.0],"['B', 'T']",FUGA,2,True,0.0,,1
17,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,115.0,"['15/2.5', '20/1.0', '24/3.0']","['M-2', 'M3']","[115.0, 152.0, 188.0]","[('3', '-2', '4', '-2'), ('-2', '-2', '4', '-2'), ('2', '-2', '4', '-2')]","[37.0, 36.0]","['Q', 'B', 'Q']",FUGA,3,True,0.0,,2
18,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,142.0,"['18/4.0', '19/2.0']",['P8'],"[142.0, 146.0]","[('-2', '-2', '-2', '5'), ('2', '-2', '-2', '5')]",[4.0],"['T', 'C']",FUGA,2,True,0.0,,1
19,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,152.0,"['20/1.0', '25/4.0', '26/1.0']","['P-8', 'm6']","[152.0, 198.0, 200.0]","[('5', '3', '-2', '-3'), ('4', '3', '-2', '-3'), ('3', '3', '-2', '-3'), ('-3', '3', '-2', '-3'), ('-2', '3', '-2', '-3'), ('2', '3', '-2', '-3'), ('-5', '3', '-2', '-3'), ('-4', '3', '-2', '-3')]","[46.0, 2.0]","['C', 'T', 'A']",FUGA,3,True,0.0,,2
20,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,162.0,"['21/2.0', '23/1.0', '23/2.0', '25/1.0', '26/1.0', '26/3.0', '31/3.0', '33/3.0', '36/3.0', '39/3.5']","['M-6', 'M6', 'P-8', 'M-2', 'P5', 'P4', 'P-4', 'M2', 'M-6']","[162.0, 176.0, 178.0, 192.0, 200.0, 204.0, 244.0, 260.0, 284.0, 309.0]","[('3', '-2', '-3', '2'), ('-3', '-2', '-3', '2'), ('2', '-2', '-3', '2'), ('4', '-2', '-3', '2'), ('-2', '-2', '-3', '2'), ('5', '-2', '-3', '2')]","[14.0, 2.0, 14.0, 8.0, 4.0, 40.0, 16.0, 24.0, 25.0]","['C', 'T', 'C', 'A', 'T', 'A', 'C', 'A', 'A', 'T']",FUGA,10,True,0.0,,8
21,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,168.0,"['22/1.0', '24/2.0', '31/4.0', '40/2.0', '42/4.0']","['P-5', 'P4', 'M2', 'P-5']","[168.0, 186.0, 246.0, 314.0, 334.0]","[('-2', '2', '2', '-5'), ('-8', '2', '2', '-5'), ('2', '2', '2', '-5'), ('3', '2', '2', '-5'), ('-3', '2', '2', '-5'), ('-4', '2', '2', '-5')]","[18.0, 60.0, 68.0, 20.0]","['B', 'T', 'Q', 'Q', 'T']",FUGA,5,True,0.0,,4
22,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,170.0,"['22/2.0', '25/2.0']",['m2'],"[170.0, 194.0]","[('4', '-2', '-3', '-2'), ('3', '-2', '-3', '-2'), ('-2', '-2', '-3', '-2')]",[24.0],"['T', 'Q']",FUGA,2,True,0.0,,1
23,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,176.0,"['23/1.0', '23/2.0']",['P-4'],"[176.0, 178.0]","[('2', '2', '-2', '-3'), ('-2', '2', '-2', '-3'), ('3', '2', '-2', '-3')]",[2.0],"['C', 'A']",FUGA,2,True,0.0,,1
24,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,180.0,"['23/3.0', '27/1.0']",['P4'],"[180.0, 208.0]","[('5', '2', '-2', '3'), ('-2', '2', '-2', '3'), ('2', '2', '-2', '3'), ('-3', '2', '-2', '3'), ('-5', '2', '-2', '3'), ('-4', '2', '-2', '3')]",[28.0],"['Q', 'Q']",FUGA,2,True,0.0,,1
25,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,182.0,"['23/4.0', '27/1.5']",['M-3'],"[182.0, 209.0]","[('-2', '-2', '3', '-2'), ('2', '-2', '3', '-2'), ('4', '-2', '3', '-2'), ('-3', '-2', '3', '-2'), ('3', '-2', '3', '-2')]",[27.0],"['Q', 'Q']",FUGA,2,True,0.0,,1
26,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,186.0,"['24/2.0', '31/4.0', '40/2.0', '42/4.0']","['P4', 'M2', 'P-5']","[186.0, 246.0, 314.0, 334.0]","[('-2', '2', '2', '-5'), ('2', '2', '2', '-5'), ('3', '2', '2', '-5'), ('-3', '2', '2', '-5'), ('-4', '2', '2', '-5')]","[60.0, 68.0, 20.0]","['T', 'Q', 'Q', 'T']",FUGA,4,True,0.0,,3
27,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,190.0,"['24/4.0', '33/2.5']",['P1'],"[190.0, 259.0]","[('-3', '4', '-2', '-3'), ('-2', '4', '-2', '-3'), ('2', '4', '-2', '-3')]",[69.0],"['A', 'A']",FUGA,2,True,1.0,Q,1
28,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,198.0,"['25/4.0', '26/1.0']",['m6'],"[198.0, 200.0]","[('4', '3', '-2', '-3'), ('3', '3', '-2', '-3'), ('-3', '3', '-2', '-3'), ('-2', '3', '-2', '-3'), ('2', '3', '-2', '-3'), ('-5', '3', '-2', '-3'), ('-4', '3', '-2', '-3')]",[2.0],"['T', 'A']",FUGA,2,True,0.0,,1
29,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,219.0,"['28/2.5', '30/1.0']",['M6'],"[219.0, 232.0]","[('2', '2', '2', '-4'), ('3', '2', '2', '-4'), ('-2', '2', '2', '-4'), ('-4', '2', '2', '-4')]",[13.0],"['Q', 'A']",FUGA,2,True,0.0,,1
30,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,228.0,"['29/3.0', '33/2.0']",['d5'],"[228.0, 258.0]","[('-2', '2', '4', '-2'), ('3', '2', '4', '-2'), ('2', '2', '4', '-2'), ('-3', '2', '4', '-2')]",[30.0],"['T', 'A']",FUGA,2,True,0.0,,1
31,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,232.0,"['30/1.0', '36/1.0']",['M9'],"[232.0, 280.0]","[('-3', '4', '-2', '-2'), ('2', '4', '-2', '-2'), ('-2', '4', '-2', '-2'), ('-4', '4', '-2', '-2'), ('-5', '4', '-2', '-2'), ('4', '4', '-2', '-2'), ('3', '4', '-2', '-2')]",[48.0],"['T', 'C']",FUGA,2,True,0.0,,1
32,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,236.0,"['30/3.0', '36/1.5', '36/4.0', '37/2.0', '38/1.5', '38/4.0', '43/3.0', '47/1.0', '48/3.0', '51/2.0', '51/3.0', '52/1.0', '53/3.0']","['m6', 'm-6', 'P-4', 'M-3', 'm7', 'M3', 'P-8', 'P11', 'P-5', 'M2', 'P-12', 'P8']","[236.0, 281.0, 286.0, 290.0, 297.0, 302.0, 340.0, 368.0, 380.0, 402.0, 404.0, 408.0, 420.0]","[('5', '-2', '-2', '-2'), ('4', '-2', '-2', '-2'), ('-2', '-2', '-2', '-2'), ('2', '-2', '-2', '-2'), ('8', '-2', '-2', '-2'), ('6', '-2', '-2', '-2'), ('3', '-2', '-2', '-2')]","[45.0, 5.0, 4.0, 7.0, 5.0, 38.0, 28.0, 12.0, 22.0, 2.0, 4.0, 12.0]","['T', 'C', 'Q', 'B', 'B', 'T', 'A', 'Q', 'C', 'A', 'A', 'B', 'Q']",FUGA,13,True,1.0,A,10
33,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,238.0,"['30/4.0', '31/4.5', '40/2.0', '42/3.0']","['P5', 'P-5', 'P1']","[238.0, 247.0, 314.0, 332.0]","[('2', '2', '2', '-8'), ('3', '2', '2', '-8')]","[9.0, 67.0, 18.0]","['B', 'T', 'B', 'B']",FUGA,4,True,0.0,,2
34,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,241.0,"['31/1.5', '36/4.0', '45/3.0', '48/2.0', '50/3.0', '53/2.0', '60/2.0', '63/2.0', '65/3.0', '67/2.0', '68/1.0', '71/4.0', '79/1.0']","['M6', 'M-3', 'm-6', 'm2', 'm-6', 'm3', 'P4', 'M2', 'P8', 'P-4', 'm-7', 'P1']","[241.0, 286.0, 356.0, 378.0, 396.0, 418.0, 474.0, 498.0, 516.0, 530.0, 536.0, 566.0, 624.0]","[('-2', '-2', '2', '2'), ('2', '-2', '2', '2'), ('5', '-2', '2', '2'), ('3', '-2', '2', '2'), ('-3', '-2', '2', '2')]","[45.0, 70.0, 22.0, 18.0, 22.0, 56.0, 24.0, 18.0, 14.0, 6.0, 30.0, 58.0]","['T', 'C', 'C', 'Q', 'T', 'B', 'T', 'Q', 'A', 'C', 'A', 'Q', 'A']",FUGA,13,True,0.0,,11
35,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,255.0,"['32/4.5', '35/3.0', '43/2.5']","['m-3', 'M-2']","[255.0, 276.0, 339.0]","[('2', '-5', '2', '2'), ('4', '-5', '2', '2'), ('-2', '-5', '2', '2')]","[21.0, 63.0]","['Q', 'Q', 'T']",FUGA,3,True,0.0,,2
36,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,262.0,"['33/4.0', '36/2.0']",['M3'],"[262.0, 282.0]","[('2', '2', '-2', '-3'), ('-2', '2', '-2', '-3'), ('3', '2', '-2', '-3')]",[20.0],"['Q', 'A']",FUGA,2,True,0.0,,1
37,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,264.0,"['34/1.0', '35/3.0']",['M3'],"[264.0, 276.0]","[('-2', '2', '-3', '4'), ('-3', '2', '-3', '4'), ('2', '2', '-3', '4'), ('4', '2', '-3', '4')]",[12.0],"['A', 'C']",FUGA,2,True,0.0,,1
38,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,296.0,"['38/1.0', '39/3.0']",['M3'],"[296.0, 308.0]","[('5', '3', '-2', '-3'), ('4', '3', '-2', '-3'), ('3', '3', '-2', '-3'), ('-3', '3', '-2', '-3'), ('-2', '3', '-2', '-3'), ('2', '3', '-2', '-3'), ('-5', '3', '-2', '-3'), ('-4', '3', '-2', '-3')]",[12.0],"['Q', 'T']",FUGA,2,True,0.0,,1
39,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,307.0,"['39/2.5', '40/4.0']",['A4'],"[307.0, 318.0]","[('-2', '-2', '3', '-2'), ('2', '-2', '3', '-2'), ('4', '-2', '3', '-2'), ('-3', '-2', '3', '-2'), ('3', '-2', '3', '-2')]",[11.0],"['T', 'C']",FUGA,2,True,0.0,,1
40,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,328.0,"['42/1.0', '42/2.0', '42/3.0']","['P12', 'P-4']","[328.0, 330.0, 332.0]","[('-2', '3', '2', '2'), ('5', '3', '2', '2'), ('-8', '3', '2', '2'), ('-5', '3', '2', '2'), ('2', '3', '2', '2'), ('-4', '3', '2', '2')]","[2.0, 2.0]","['B', 'T', 'Q']",PEN,3,True,0.0,,0
41,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,330.0,"['42/2.0', '42/3.0']",['P-4'],"[330.0, 332.0]","[('-2', '3', '2', '2'), ('-8', '3', '2', '2'), ('-5', '3', '2', '2'), ('2', '3', '2', '2'), ('-4', '3', '2', '2')]",[2.0],"['T', 'Q']",FUGA,2,True,0.0,,0
42,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,338.0,"['43/2.0', '48/2.0', '53/2.0']","['m3', 'P-5']","[338.0, 378.0, 418.0]","[('-2', '3', '-2', '-2'), ('4', '3', '-2', '-2'), ('2', '3', '-2', '-2'), ('-5', '3', '-2', '-2'), ('3', '3', '-2', '-2'), ('-4', '3', '-2', '-2'), ('-3', '3', '-2', '-2')]","[40.0, 40.0]","['A', 'A', 'Q']",PEN,3,True,0.0,,2
43,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,354.0,"['45/2.0', '50/1.0']",['P-5'],"[354.0, 392.0]","[('-3', '4', '-2', '-5'), ('-2', '4', '-2', '-5')]",[38.0],"['Q', 'B']",FUGA,2,True,0.0,,1
44,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,358.0,"['45/4.0', '51/1.0', '54/2.0']","['P-5', 'P1']","[358.0, 400.0, 426.0]","[('-2', '2', '-4', '4'), ('-4', '2', '-4', '4'), ('2', '2', '-4', '4')]","[42.0, 26.0]","['A', 'Q', 'Q']",FUGA,3,True,0.0,,2
45,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,360.0,"['46/1.0', '51/1.0']",['P-5'],"[360.0, 400.0]","[('-2', '-5', '6', '-2')]",[40.0],"['Q', 'B']",FUGA,2,False,0.0,,1
46,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,364.0,"['46/3.0', '50/1.0', '52/1.0']","['M-2', 'M-3']","[364.0, 392.0, 408.0]","[('2', '2', '2', '-2'), ('-5', '2', '2', '-2'), ('-2', '2', '2', '-2'), ('-3', '2', '2', '-2'), ('-4', '2', '2', '-2'), ('3', '2', '2', '-2')]","[28.0, 16.0]","['C', 'A', 'T']",FUGA,3,True,0.0,,2
47,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,366.0,"['46/4.0', '51/4.0']",['P-5'],"[366.0, 406.0]","[('2', '-4', '4', '-2'), ('4', '-4', '4', '-2')]",[40.0],"['A', 'Q']",FUGA,2,True,0.0,,1
48,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,368.0,"['47/1.0', '52/1.0']",['P-5'],"[368.0, 408.0]","[('-5', '4', '-2', '2'), ('-4', '4', '-2', '2'), ('-3', '4', '-2', '2'), ('-2', '4', '-2', '2'), ('5', '4', '-2', '2')]",[40.0],"['A', 'Q']",FUGA,2,True,0.0,,1
49,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,370.0,"['47/2.0', '52/2.0']",['P-5'],"[370.0, 410.0]","[('4', '-2', '2', '3'), ('2', '-2', '2', '3'), ('-2', '-2', '2', '3'), ('-3', '-2', '2', '3')]",[40.0],"['A', 'Q']",FUGA,2,True,0.0,,1
50,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,372.0,"['47/3.0', '52/3.0']",['P-5'],"[372.0, 412.0]","[('-2', '2', '3', '-2'), ('-4', '2', '3', '-2'), ('-3', '2', '3', '-2')]",[40.0],"['A', 'Q']",FUGA,2,True,0.0,,1
51,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,378.0,"['48/2.0', '53/2.0']",['P-5'],"[378.0, 418.0]","[('-2', '3', '-2', '-2'), ('2', '3', '-2', '-2'), ('-5', '3', '-2', '-2'), ('3', '3', '-2', '-2'), ('-4', '3', '-2', '-2'), ('-3', '3', '-2', '-2')]",[40.0],"['A', 'Q']",FUGA,2,True,0.0,,1
52,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,398.0,"['50/4.0', '54/1.0']",['P5'],"[398.0, 424.0]","[('-2', '-2', '2', '-4'), ('4', '-2', '2', '-4'), ('5', '-2', '2', '-4')]",[26.0],"['Q', 'Q']",FUGA,2,True,0.0,,1
53,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,420.0,"['53/3.0', '53/4.0']",['m-2'],"[420.0, 422.0]","[('3', '-2', '-3', '2'), ('-3', '-2', '-3', '2'), ('2', '-2', '-3', '2'), ('4', '-2', '-3', '2'), ('-2', '-2', '-3', '2'), ('5', '-2', '-3', '2')]",[2.0],"['A', 'T']",FUGA,2,True,0.0,,1
54,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,428.0,"['54/3.0', '55/1.0']",['P4'],"[428.0, 432.0]","[('-5', '4', '-3', '4'), ('-4', '4', '-3', '4')]",[4.0],"['B', 'Q']",FUGA,2,True,0.0,,1
55,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,432.0,"['55/1.0', '55/3.0']",['P5'],"[432.0, 436.0]","[('-2', '-3', '4', '-5'), ('4', '-3', '4', '-5'), ('5', '-3', '4', '-5')]",[4.0],"['B', 'Q']",FUGA,2,True,0.0,,0
56,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,456.0,"['58/1.0', '65/1.0']",['m-6'],"[456.0, 512.0]","[('-3', '3', '-2', '2'), ('-2', '3', '-2', '2'), ('2', '3', '-2', '2'), ('-4', '3', '-2', '2')]",[56.0],"['C', 'A']",FUGA,2,True,0.0,,0
57,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,462.0,"['58/4.0', '60/2.0', '61/2.0', '67/1.0']","['M-10', 'M9', 'A4']","[462.0, 474.0, 482.0, 528.0]","[('-2', '-2', '2', '-3'), ('2', '-2', '2', '-3'), ('4', '-2', '2', '-3'), ('5', '-2', '2', '-3'), ('-3', '-2', '2', '-3'), ('3', '-2', '2', '-3')]","[12.0, 8.0, 46.0]","['Q', 'B', 'Q', 'A']",FUGA,4,True,0.0,,3
58,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,474.0,"['60/2.0', '65/3.0']",['P5'],"[474.0, 516.0]","[('2', '-2', '2', '2'), ('5', '-2', '2', '2'), ('3', '-2', '2', '2'), ('8', '-2', '2', '2')]",[42.0],"['T', 'A']",FUGA,2,True,0.0,,1
59,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,475.0,"['60/2.5', '66/4.5']",['A4'],"[475.0, 527.0]","[('2', '2', '-2', '2'), ('-2', '2', '-2', '2'), ('3', '2', '-2', '2'), ('-4', '2', '-2', '2')]",[52.0],"['Q', 'A']",FUGA,2,True,0.0,,1
60,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo,476.0,"['60/3.0', '66/1.0', '67/2.5', '70/4.0', '71/3.0', '74/4.0', '75/1.0', '75/2.0', '75/3.0', '79/2.0', '79/3.0', '80/1.0']","['m6', 'P5', 'm-7', 'P-5', 'm-3', 'P4', 'P1', 'm-3', 'm3', 'M-2', 'M2']","[476.0, 520.0, 531.0, 558.0, 564.0, 590.0, 592.0, 594.0, 596.0, 626.0, 628.0, 632.0]","[('-2', '2', '2', '2'), ('2', '2', '2', '2'), ('-5', '2', '2', '2'), ('-3', '2', '2', '2'), ('-4', '2', '2', '2'), ('4', '2', '2', '2'), ('5', '2', '2', '2'), ('-8', '2', '2', '2'), ('3', '2', '2', '2')]","[44.0, 11.0, 27.0, 6.0, 26.0, 2.0, 2.0, 2.0, 30.0, 2.0, 4.0]","['T', 'A', 'C', 'T', 'T', 'Q', 'T', 'Q', 'T', 'A', 'A', 'A']",FUGA,12,True,1.0,T,8
