,CadType,Evaded,LeadingTones,Low,RelLow,Tone,RelTone,TSig,Measure,Beat,Progress,SinceLast,ToNext,Composer,Title
4507,Authentic,False,0.0,A2,-P8,A,P1,4/2,96,4.0,0.7040441176470589,158.0,10.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria"
4508,Clausula Vera,True,-1.0,C3,-M6,,,4/2,98,1.0,0.7132352941176471,10.0,10.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria"
4509,Clausula Vera,False,1.0,G3,-M2,G,-M2,4/2,99,2.0,0.7224264705882353,10.0,34.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria"
4510,Authentic,False,1.0,A3,P1,A,P1,4/2,103,3.0,0.7536764705882353,34.0,20.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria"
4511,Clausula Vera,True,-1.0,G2,-M9,,,4/2,106,1.0,0.7720588235294118,20.0,72.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria"
4512,Clausula Vera,True,-1.0,G2,-M9,,,4/2,115,1.0,0.8382352941176471,72.0,8.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria"
4513,Authentic,False,1.0,C4,m3,C,-M6,3/1,116,1.0,0.8455882352941176,8.0,96.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria"
4514,Clausula Vera,True,1.0,C3,-M6,C,-M6,3/1,124,1.0,0.9338235294117647,96.0,24.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria"
4515,Authentic,False,1.0,A2,-P8,A,P1,3/1,126,1.0,0.9558823529411765,24.0,24.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria"
4516,Authentic,False,1.0,A3,P1,A,P1,4/2,128,1.0,0.9779411764705882,24.0,40.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria"
4517,Clausula Vera,True,1.0,A3,P1,A,P1,4/2,8,2.0,0.03258426966292135,58.0,4.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4518,Authentic,False,1.0,A3,P1,A,P1,4/2,8,4.0,0.0348314606741573,4.0,10.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4519,Clausula Vera,True,1.0,D3,-P5,D,-P5,4/2,10,1.0,0.04044943820224719,10.0,40.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4520,Authentic,True,1.0,A3,P1,C,-M6,4/2,15,1.0,0.06292134831460675,40.0,8.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4521,Clausula Vera,True,1.0,A3,P1,A,P1,4/2,16,1.0,0.06741573033707865,8.0,56.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4522,Authentic,False,1.0,A2,-P8,A,P1,4/2,23,1.0,0.09887640449438202,56.0,16.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4523,Authentic,False,1.0,A3,P1,A,P1,4/2,25,1.0,0.10786516853932585,16.0,20.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4524,Phrygian,False,1.0,A3,P1,A,P1,4/2,27,3.0,0.11910112359550562,20.0,20.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4525,Phrygian,False,1.0,A2,-P8,A,P1,4/2,30,1.0,0.1303370786516854,20.0,68.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4526,Authentic,False,1.0,C4,m3,C,-M6,4/2,38,3.0,0.16853932584269662,68.0,24.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4527,Clausula Vera,True,1.0,C4,m3,C,-M6,4/2,41,3.0,0.18202247191011237,24.0,12.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4528,Clausula Vera,False,1.0,A2,-P8,A,P1,4/2,43,1.0,0.18876404494382024,12.0,16.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4529,Authentic,False,1.0,A2,-P8,A,P1,4/2,45,1.0,0.19775280898876405,16.0,72.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4530,Clausula Vera,True,1.0,A2,-P8,A,P1,4/2,54,1.0,0.23820224719101124,72.0,6.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4531,Authentic,True,-1.0,E4,P5,,,4/2,54,4.0,0.24157303370786518,6.0,18.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4532,Clausula Vera,False,0.0,A2,-P8,A,P1,4/2,57,1.0,0.251685393258427,18.0,83.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4533,Clausula Vera,True,-1.0,B2,-m7,,,4/2,67,2.5,0.298314606741573,83.0,5.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4534,,,,E3,-P4,,,4/2,68,1.0,0.30112359550561796,5.0,128.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4535,Clausula Vera,False,1.0,A3,P1,C,-M6,4/2,84,1.0,0.37303370786516854,128.0,52.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4536,,,,E3,-P4,,,4/2,90,3.0,0.40224719101123596,52.0,132.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4537,Clausula Vera,False,1.0,A3,P1,A,P1,4/2,107,1.0,0.4764044943820225,132.0,28.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4538,Clausula Vera,False,1.0,G3,-M2,G,-M2,4/2,110,3.0,0.49213483146067416,28.0,36.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4539,Authentic,False,1.0,C3,-M6,C,-M6,4/2,115,1.0,0.5123595505617977,36.0,42.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4540,,,,C3,-M6,E,-P4,4/2,120,2.0,0.5359550561797752,42.0,12.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4541,Clausula Vera,False,1.0,A3,P1,A,P1,4/2,121,4.0,0.5426966292134832,12.0,16.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4542,Clausula Vera,False,1.0,F3,-M3,D,-P5,4/2,123,4.0,0.5516853932584269,16.0,4.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4543,Clausula Vera,False,1.0,D3,-P5,D,-P5,4/2,124,2.0,0.553932584269663,4.0,4.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4544,Clausula Vera,True,1.0,D3,-P5,D,-P5,4/2,124,4.0,0.5561797752808989,4.0,6.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4545,Authentic,False,0.0,D3,-P5,D,-P5,4/2,125,3.0,0.5595505617977528,6.0,36.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4546,Clausula Vera,True,1.0,F4,m6,F,-M3,4/2,130,1.0,0.5797752808988764,36.0,52.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4547,Clausula Vera,True,1.0,C4,m3,C,-M6,4/2,136,3.0,0.6089887640449438,52.0,16.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4548,Authentic,True,-1.0,A3,P1,,,4/2,138,3.0,0.6179775280898876,16.0,76.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4549,Authentic,False,1.0,A3,P1,A,P1,4/2,148,1.0,0.6606741573033708,76.0,192.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4550,Authentic,False,1.0,A2,-P8,A,P1,4/2,172,1.0,0.7685393258426966,192.0,20.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4551,Clausula Vera,False,1.0,A3,P1,A,P1,4/2,174,3.0,0.7797752808988764,20.0,8.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4552,Authentic,False,1.0,A2,-P8,A,P1,4/2,175,3.0,0.7842696629213484,8.0,32.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4553,Authentic,False,1.0,C3,-M6,C,-M6,4/2,179,3.0,0.802247191011236,32.0,8.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4554,Authentic,False,1.0,C4,m3,C,-M6,4/2,180,3.0,0.8067415730337079,8.0,8.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4555,Authentic,False,1.0,A2,-P8,A,P1,4/2,181,3.0,0.8112359550561797,8.0,140.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4556,Clausula Vera,False,1.0,C4,m3,C,-M6,3/1,199,1.0,0.8898876404494382,140.0,48.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4557,Phrygian,False,1.0,E3,-P4,E,-P4,3/1,203,1.0,0.9168539325842696,48.0,72.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4558,Clausula Vera,False,1.0,C3,-M6,C,-M6,3/1,209,1.0,0.9573033707865168,72.0,24.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4559,Authentic,False,1.0,A2,-P8,A,P1,3/1,211,1.0,0.9707865168539326,24.0,24.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4560,Authentic,False,1.0,A3,P1,A,P1,4/2,213,1.0,0.9842696629213483,24.0,44.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo"
4561,Phrygian,False,1.0,E3,P5,E,-P4,4/2,7,3.0,0.05508474576271186,52.0,4.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus"
4562,Authentic,False,1.0,A2,P1,A,P1,4/2,8,1.0,0.059322033898305086,4.0,24.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus"
4563,Phrygian,False,1.0,E3,P5,E,-P4,4/2,11,1.0,0.0847457627118644,24.0,24.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus"
4564,Authentic,False,1.0,A2,P1,A,P1,4/2,14,1.0,0.11016949152542373,24.0,12.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus"
4565,Phrygian,False,1.0,E3,P5,E,-P4,4/2,15,3.0,0.1228813559322034,12.0,60.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus"
4566,Clausula Vera,True,1.0,A3,P8,A,P1,4/2,23,1.0,0.1864406779661017,60.0,88.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus"
4567,Authentic,False,1.0,C3,m3,C,-M6,4/2,34,1.0,0.2796610169491525,88.0,12.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus"
4568,Clausula Vera,False,1.0,G2,-M2,G,-M2,4/2,35,3.0,0.2923728813559322,12.0,12.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus"
4569,Clausula Vera,False,1.0,A2,P1,A,P1,4/2,37,1.0,0.3050847457627119,12.0,12.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus"
4570,Clausula Vera,True,1.0,D3,P4,D,-P5,4/2,38,3.0,0.3177966101694915,12.0,84.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus"
4571,,,,E4,P12,E,-P4,4/2,49,1.0,0.4067796610169492,84.0,96.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus"
4572,Clausula Vera,False,1.0,A3,P8,A,P1,4/2,61,1.0,0.5084745762711864,96.0,116.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus"
4573,Clausula Vera,True,1.0,A3,P8,A,P1,3/1,71,1.0,0.6313559322033898,116.0,32.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus"
4574,,,,E4,P12,,,3/1,73,3.0,0.6652542372881356,32.0,124.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus"
4575,Authentic,True,-1.0,C3,m3,,,3/1,84,1.0,0.7966101694915254,124.0,36.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus"
4576,Authentic,False,1.0,C3,m3,C,-M6,3/1,87,1.0,0.8347457627118644,36.0,48.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus"
4577,Clausula Vera,True,1.0,C3,m3,E,-P4,3/1,91,1.0,0.885593220338983,48.0,48.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus"
4578,Authentic,False,1.0,A2,P1,A,P1,3/1,95,1.0,0.9364406779661016,48.0,84.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus"
4579,Authentic,False,1.0,A2,P1,A,P1,4/2,16,1.0,0.16853932584269662,120.0,40.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei"
4580,Authentic,False,1.0,A2,P1,A,P1,4/2,21,1.0,0.2247191011235955,40.0,40.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei"
4581,Authentic,False,1.0,A2,P1,A,P1,4/2,26,1.0,0.2808988764044944,40.0,78.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei"
4582,,,,E3,P5,,,4/2,35,4.0,0.3904494382022472,78.0,2.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei"
4583,Authentic,False,1.0,A2,P1,A,P1,4/2,36,1.0,0.39325842696629215,2.0,24.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei"
4584,Authentic,False,1.0,D3,P4,D,-P5,4/2,39,1.0,0.42696629213483145,24.0,24.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei"
4585,Authentic,False,1.0,G2,-M2,G,-M2,4/2,42,1.0,0.4606741573033708,24.0,104.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei"
4586,Authentic,False,1.0,C3,m3,C,-M6,4/2,55,1.0,0.6067415730337079,104.0,16.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei"
4587,Authentic,False,1.0,C4,m10,C,-M6,3/1,57,1.0,0.6292134831460674,16.0,48.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei"
4588,Clausula Vera,False,1.0,G2,-M2,G,-M2,3/1,61,1.0,0.6966292134831461,48.0,48.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei"
4589,Clausula Vera,False,1.0,G3,m7,G,-M2,3/1,65,1.0,0.7640449438202247,48.0,48.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei"
4590,Clausula Vera,True,1.0,C3,m3,C,-M6,3/1,69,1.0,0.8314606741573034,48.0,36.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei"
4591,Authentic,False,1.0,C3,m3,C,-M6,3/1,72,1.0,0.8820224719101124,36.0,36.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei"
4592,Authentic,False,1.0,A2,P1,A,P1,3/1,75,1.0,0.9325842696629213,36.0,48.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei"
4593,Authentic,False,1.0,A2,P1,A,P1,3/1,79,1.0,1.0,48.0,24.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei"
4594,Phrygian,False,1.0,D3,P5,A,P5,4/2,6,1.0,0.043859649122807015,40.0,32.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4595,Clausula Vera,False,1.0,D3,P5,D,P1,4/2,10,1.0,0.07894736842105263,32.0,8.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4596,Authentic,False,1.0,G3,P8,G,P4,4/2,11,1.0,0.08771929824561403,8.0,12.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4597,Clausula Vera,False,1.0,D3,P5,D,P1,4/2,12,3.0,0.10087719298245613,12.0,12.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4598,Authentic,False,0.0,D3,P5,D,P1,4/2,14,1.0,0.11403508771929824,12.0,24.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4599,Clausula Vera,False,1.0,G2,P1,G,P4,4/2,17,1.0,0.14035087719298245,24.0,8.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4600,Authentic,False,1.0,G2,P1,G,P4,4/2,18,1.0,0.14912280701754385,8.0,32.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4601,Phrygian,False,1.0,D3,P5,A,P5,4/2,22,1.0,0.18421052631578946,32.0,24.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4602,Phrygian,False,1.0,A2,M2,A,P5,4/2,25,1.0,0.21052631578947367,24.0,12.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4603,Clausula Vera,True,-1.0,D3,P5,,,4/2,26,3.0,0.2236842105263158,12.0,20.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4604,Authentic,False,1.0,D3,P5,D,P1,4/2,29,1.0,0.24561403508771928,20.0,12.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4605,Clausula Vera,True,-1.0,G2,P1,,,4/2,30,3.0,0.25877192982456143,12.0,60.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4606,Authentic,True,-1.0,G2,P1,,,4/2,38,1.0,0.32456140350877194,60.0,8.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4607,Authentic,False,1.0,G2,P1,G,P4,4/2,39,1.0,0.3333333333333333,8.0,80.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4608,Clausula Vera,False,1.0,B-2,m3,B-,m6,4/2,49,1.0,0.42105263157894735,80.0,32.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4609,Authentic,False,1.0,G2,P1,G,P4,4/2,53,1.0,0.45614035087719296,32.0,72.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4610,Authentic,True,1.0,B-3,m10,D,P1,4/2,62,1.0,0.5350877192982456,72.0,24.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4611,Clausula Vera,False,1.0,D3,P5,D,P1,4/2,65,1.0,0.5614035087719298,24.0,56.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4612,Phrygian,False,1.0,A2,M2,A,P5,4/2,72,1.0,0.6228070175438597,56.0,48.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4613,Clausula Vera,True,1.0,D4,P12,D,P1,4/2,78,1.0,0.6754385964912281,48.0,20.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4614,Clausula Vera,True,1.0,D3,P5,D,P1,4/2,80,3.0,0.6973684210526315,20.0,36.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4615,Authentic,False,1.0,G2,P1,G,P4,4/2,85,1.0,0.7368421052631579,36.0,28.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4616,Clausula Vera,False,1.0,F3,m7,F,m3,4/2,88,3.0,0.7675438596491229,28.0,4.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4617,Authentic,False,1.0,B-2,m3,B-,m6,4/2,89,1.0,0.7719298245614035,4.0,16.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4618,Authentic,False,1.0,G2,P1,G,P4,4/2,91,1.0,0.7894736842105263,16.0,60.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4619,Phrygian,False,1.0,D3,P5,D,P1,4/2,98,3.0,0.8552631578947368,60.0,41.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4620,Clausula Vera,True,-1.0,A2,M2,,,4/2,103,3.5,0.9002192982456141,41.0,27.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4621,Clausula Vera,False,1.0,D3,P5,F,m3,4/2,107,1.0,0.9298245614035088,27.0,40.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4622,Authentic,False,1.0,G2,P1,G,P4,4/2,112,1.0,0.9736842105263158,40.0,24.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4623,Plagal,False,1.0,G2,P1,D,P1,4/2,115,1.0,1.0,24.0,16.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie
4624,Phrygian,False,1.0,D3,P5,A,M2,4/2,9,1.0,0.0440771349862259,64.0,48.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4625,Clausula Vera,False,1.0,G2,P1,G,P1,4/2,15,1.0,0.07713498622589532,48.0,172.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4626,,,,G2,P1,D,-P4,4/2,36,3.0,0.19559228650137742,172.0,36.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4627,Phrygian,False,1.0,A2,M2,A,M2,4/2,41,1.0,0.22038567493112948,36.0,48.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4628,Authentic,False,1.0,D3,P5,D,-P4,4/2,47,1.0,0.2534435261707989,48.0,40.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4629,Authentic,False,1.0,G2,P1,G,P1,4/2,52,1.0,0.2809917355371901,40.0,96.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4630,,,,D3,P5,D,-P4,4/2,64,1.0,0.34710743801652894,96.0,88.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4631,Clausula Vera,False,1.0,G2,P1,G,P1,4/2,75,1.0,0.40771349862258954,88.0,32.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4632,Authentic,False,1.0,G2,P1,G,P1,4/2,79,1.0,0.4297520661157025,32.0,40.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4633,Clausula Vera,False,1.0,B-2,m3,B-,m3,4/2,84,1.0,0.4573002754820937,40.0,32.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4634,Double Leading Tone,False,1.0,B-2,m3,B-,m3,4/2,88,1.0,0.4793388429752066,32.0,16.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4635,Authentic,True,0.0,A3,M9,C,-P5,4/2,90,1.0,0.4903581267217631,16.0,16.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4636,Clausula Vera,False,1.0,G2,P1,G,P1,4/2,92,1.0,0.5013774104683195,16.0,16.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4637,Authentic,True,0.0,A2,M2,C,-P5,4/2,94,1.0,0.512396694214876,16.0,16.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4638,Authentic,False,1.0,G2,P1,G,P1,4/2,96,1.0,0.5234159779614325,16.0,32.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4639,Phrygian,False,1.0,D3,P5,A,M2,4/2,100,1.0,0.5454545454545454,32.0,24.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4640,Phrygian,False,1.0,A2,M2,A,M2,4/2,103,1.0,0.5619834710743802,24.0,8.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4641,Clausula Vera,False,1.0,D3,P5,D,-P4,4/2,104,1.0,0.5674931129476584,8.0,4.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4642,Clausula Vera,True,-1.0,D3,P5,,,4/2,104,3.0,0.5702479338842975,4.0,12.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4643,Phrygian,False,1.0,D3,P5,D,-P4,4/2,106,1.0,0.5785123966942148,12.0,8.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4644,Clausula Vera,True,1.0,D3,P5,D,-P4,4/2,107,1.0,0.5840220385674931,8.0,12.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4645,Clausula Vera,True,-1.0,G2,P1,,,4/2,108,3.0,0.5922865013774105,12.0,12.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4646,Clausula Vera,False,1.0,G2,P1,G,P1,4/2,110,1.0,0.6005509641873278,12.0,24.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4647,Clausula Vera,False,1.0,G2,P1,G,P1,4/2,113,1.0,0.6170798898071626,24.0,24.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4648,Phrygian,False,1.0,D3,P5,D,-P4,4/2,116,1.0,0.6336088154269972,24.0,32.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4649,Authentic,True,1.0,G2,P1,G,P1,4/2,120,1.0,0.6556473829201102,32.0,40.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4650,Authentic,False,1.0,B-2,m3,B-,m3,4/2,125,1.0,0.6831955922865014,40.0,8.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4651,Clausula Vera,False,1.0,F3,m7,F,-M2,4/2,126,1.0,0.6887052341597796,8.0,32.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4652,Clausula Vera,False,1.0,D3,P5,D,-P4,4/2,130,1.0,0.7107438016528925,32.0,8.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4653,Clausula Vera,True,-1.0,A3,M9,,,4/2,131,1.0,0.7162534435261708,8.0,60.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4654,Phrygian,False,1.0,D3,P5,D,-P4,4/2,138,3.0,0.7575757575757576,60.0,8.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4655,,,,C3,P4,,,4/2,139,3.0,0.7630853994490359,8.0,44.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4656,Authentic,False,1.0,G2,P1,G,P1,4/2,145,1.0,0.7933884297520661,44.0,114.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4657,,,,F#2,-m2,,,4/2,159,2.0,0.871900826446281,114.0,6.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4658,Phrygian,False,1.0,D3,P5,A,M2,4/2,160,1.0,0.8760330578512396,6.0,20.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4659,,,,B-2,m3,D,-P4,4/2,162,3.0,0.8898071625344353,20.0,20.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4660,Authentic,True,1.0,B-2,m3,D,-P4,4/2,165,1.0,0.9035812672176309,20.0,48.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4661,Authentic,False,1.0,G2,P1,G,P1,4/2,171,1.0,0.9366391184573003,48.0,36.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4662,Clausula Vera,True,-1.0,D3,P5,,,4/2,175,3.0,0.9614325068870524,36.0,10.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4663,,,,C3,P4,,,4/2,176,4.0,0.9683195592286501,10.0,10.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4664,Authentic,False,1.0,G2,P1,G,P1,4/2,178,1.0,0.9752066115702479,10.0,52.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria
4665,Clausula Vera,False,1.0,D3,P5,D,P1,4/2,6,1.0,0.018148820326678767,40.0,24.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo
4666,Authentic,True,1.0,E3,M6,G,P4,4/2,9,1.0,0.029038112522686024,24.0,40.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo
4667,Clausula Vera,False,1.0,G3,P8,G,P4,4/2,14,1.0,0.047186932849364795,40.0,12.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo
4668,Phrygian,False,1.0,D3,P5,D,P1,4/2,15,3.0,0.05263157894736842,12.0,30.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo
4669,Clausula Vera,True,-1.0,D3,P5,,,4/2,19,2.0,0.0662431941923775,30.0,10.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Credo
