,CadType,Evaded,LeadingTones,Low,RelLow,Tone,RelTone,TSig,Measure,Beat,Progress,SinceLast,ToNext,Composer,Title
1387,,,,G3,-m3,G,P1,4/2,68,1.0,0.29385964912280704,12.0,24.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1388,Phrygian,False,1.0,D4,M3,D,-P4,4/2,71,1.0,0.30701754385964913,24.0,26.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1389,Clausula Vera,True,-1.0,D3,-m6,,,4/2,74,2.0,0.32127192982456143,26.0,42.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1390,Phrygian,False,1.0,D3,-m6,D,-P4,4/2,79,3.0,0.3442982456140351,42.0,36.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1391,Clausula Vera,False,1.0,G3,-m3,G,P1,4/2,84,1.0,0.36403508771929827,36.0,112.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1392,,,,F3,-P4,,,4/2,97,1.0,0.42543859649122806,112.0,80.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1393,Clausula Vera,False,1.0,G3,-m3,G,P1,8/2,107,1.0,0.4692982456140351,80.0,76.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1394,Clausula Vera,True,1.0,G4,M6,G,P1,4/2,115,3.0,0.5109649122807017,76.0,132.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1395,Clausula Vera,False,1.0,G3,-m3,G,P1,8/2,132,1.0,0.5833333333333334,132.0,56.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1396,Clausula Vera,False,1.0,D3,-m6,D,-P4,4/2,138,1.0,0.6140350877192983,56.0,36.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1397,Phrygian,False,1.0,A3,-m2,A,M2,4/2,142,3.0,0.6337719298245614,36.0,12.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1398,Clausula Vera,False,1.0,D4,M3,D,-P4,4/2,144,1.0,0.6403508771929824,12.0,36.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1399,Clausula Vera,False,1.0,B-3,P1,B-,m3,4/2,148,3.0,0.6600877192982456,36.0,52.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1400,Authentic,False,1.0,G3,-m3,G,P1,4/2,153,1.0,0.6885964912280702,52.0,40.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1401,Clausula Vera,True,1.0,G3,-m3,G,P1,4/2,158,1.0,0.7105263157894737,40.0,76.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1402,Phrygian,False,1.0,F3,-P4,A,M2,4/2,167,3.0,0.7521929824561403,76.0,20.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1403,Clausula Vera,False,0.0,D3,-m6,D,-P4,4/2,170,1.0,0.7631578947368421,20.0,18.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1404,Authentic,True,-1.0,G3,-m3,,,4/2,172,2.0,0.7730263157894737,18.0,62.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1405,Clausula Vera,False,1.0,D3,-m6,D,-P4,4/2,180,1.0,0.8070175438596491,62.0,100.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1406,,,,F3,-P4,D,-P4,4/2,192,3.0,0.8618421052631579,100.0,2.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1407,Clausula Vera,True,-1.0,E3,-d5,,,4/2,192,4.0,0.8629385964912281,2.0,18.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1408,,,,G3,-m3,A,M2,4/2,195,1.0,0.8728070175438597,18.0,4.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1409,,,,G3,-m3,G,P1,4/2,195,3.0,0.875,4.0,8.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1410,Phrygian,False,1.0,A3,-m2,A,M2,4/2,196,3.0,0.8793859649122807,8.0,10.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1411,,,,A3,-m2,C,-P5,4/2,197,4.0,0.8848684210526315,10.0,6.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1412,Altizans Only,False,0.0,F3,-P4,C,-P5,4/2,198,3.0,0.8881578947368421,6.0,16.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1413,Clausula Vera,False,1.0,B-3,P1,B-,m3,4/2,200,3.0,0.8969298245614035,16.0,32.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1414,Authentic,True,1.0,G3,-m3,G,P1,4/2,204,3.0,0.9144736842105263,32.0,44.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1415,Clausula Vera,True,1.0,G3,-m3,G,P1,4/2,210,1.0,0.9385964912280702,44.0,24.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1416,Clausula Vera,False,0.0,D3,-m6,D,-P4,4/2,213,1.0,0.9517543859649122,24.0,76.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1417,Clausula Vera,True,1.0,B-3,P1,G,P1,4/2,222,3.0,0.993421052631579,76.0,28.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1418,Clausula Vera,True,-1.0,A3,-m3,,,4/2,4,4.0,0.024752475247524754,30.0,30.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Sanctus
1419,,,,G3,-P4,G,P5,4/2,8,3.0,0.04950495049504951,30.0,16.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Sanctus
1420,Clausula Vera,True,-1.0,A3,-m3,,,4/2,10,3.0,0.0627062706270627,16.0,4.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Sanctus
1421,Clausula Vera,False,1.0,G3,-P4,G,P5,4/2,11,1.0,0.066006600660066,4.0,20.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Sanctus
1422,Clausula Vera,True,1.0,G3,-P4,G,P5,4/2,13,3.0,0.08250825082508251,20.0,4.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Sanctus
1423,Authentic,True,0.0,E3,-m6,C,P1,4/2,14,1.0,0.0858085808580858,4.0,12.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Sanctus
1424,Authentic,True,-1.0,C4,P1,,,4/2,15,3.0,0.09570957095709572,12.0,32.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Sanctus
1425,Authentic,False,0.0,G3,-P4,G,P5,4/2,19,3.0,0.12211221122112212,32.0,48.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Sanctus
1426,Authentic,False,0.0,G3,-P4,G,P5,4/2,25,3.0,0.1617161716171617,48.0,4.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Sanctus
1427,Authentic,True,0.0,C4,P1,A,M6,4/2,26,1.0,0.16501650165016502,4.0,72.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Sanctus
1428,Authentic,False,1.0,G3,-P4,G,P5,8/2,35,1.0,0.22442244224422442,72.0,52.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Sanctus
1429,,,,D3,-m7,,,4/2,40,3.0,0.26732673267326734,52.0,164.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Sanctus
1430,Clausula Vera,False,1.0,G3,-P4,G,P5,4/2,61,1.0,0.40264026402640263,164.0,328.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Sanctus
1431,Clausula Vera,True,-1.0,E3,-m6,,,3/1,89,1.0,0.6732673267326733,328.0,68.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Sanctus
1432,Clausula Vera,True,1.0,G3,-P4,E,M3,3/1,95,1.0,0.7293729372937293,68.0,44.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Sanctus
1433,Clausula Vera,False,1.0,G3,-P4,G,P5,8/2,99,1.0,0.7656765676567657,44.0,76.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Sanctus
1434,,,,B-3,-M2,E,M3,4/2,107,1.0,0.8283828382838284,76.0,24.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Sanctus
1435,Clausula Vera,True,1.0,A3,-m3,D,M2,4/2,110,1.0,0.8481848184818482,24.0,24.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Sanctus
1436,Authentic,True,0.0,C4,P1,A,M6,4/2,113,1.0,0.8679867986798679,24.0,44.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Sanctus
1437,Phrygian,False,1.0,A3,-m3,A,M6,4/2,119,1.0,0.9042904290429042,44.0,76.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Sanctus
1438,Authentic,False,0.0,C4,P1,C,P1,4/2,128,1.0,0.966996699669967,76.0,56.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Sanctus
1439,Clausula Vera,False,0.0,C4,P4,C,-P5,4/2,6,2.0,0.058333333333333334,42.0,18.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Agnus Dei
1440,,,,G3,P1,G,P1,4/2,8,3.0,0.08333333333333333,18.0,36.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Agnus Dei
1441,Clausula Vera,False,0.0,E3,-m3,G,P1,4/2,13,1.0,0.13333333333333333,36.0,34.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Agnus Dei
1442,Clausula Vera,True,1.0,F3,-M2,A,M2,4/2,17,2.0,0.18055555555555555,34.0,54.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Agnus Dei
1443,Clausula Vera,True,-1.0,G3,P1,,,4/2,24,1.0,0.25555555555555554,54.0,8.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Agnus Dei
1444,Authentic,False,0.0,D3,-P4,D,-P4,4/2,25,1.0,0.26666666666666666,8.0,44.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Agnus Dei
1445,Clausula Vera,False,0.0,D3,-P4,D,-P4,4/2,30,3.0,0.3277777777777778,44.0,24.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Agnus Dei
1446,Authentic,True,-1.0,C4,P4,,,4/2,33,3.0,0.3611111111111111,24.0,8.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Agnus Dei
1447,Authentic,True,0.0,B-3,m3,D,-P4,4/2,34,3.0,0.37222222222222223,8.0,16.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Agnus Dei
1448,Authentic,False,0.0,D3,-P4,D,-P4,4/2,36,3.0,0.39444444444444443,16.0,12.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Agnus Dei
1449,Authentic,False,1.0,G3,P1,G,P1,8/2,38,1.0,0.4111111111111111,12.0,56.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Agnus Dei
1450,Authentic,True,0.0,B-3,m3,G,P1,4/2,44,1.0,0.4888888888888889,56.0,8.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Agnus Dei
1451,Authentic,False,0.0,G3,P1,G,P1,4/2,45,1.0,0.5,8.0,68.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Agnus Dei
1452,Authentic,False,0.0,B-3,m3,D,-P4,4/2,53,3.0,0.5944444444444444,68.0,36.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Agnus Dei
1453,Authentic,False,0.0,G3,P1,G,P1,4/2,58,1.0,0.6444444444444445,36.0,8.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Agnus Dei
1454,Clausula Vera,False,0.0,C4,P4,D,-P4,4/2,59,1.0,0.6555555555555556,8.0,4.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Agnus Dei
1455,Clausula Vera,True,-1.0,A3,M2,,,4/2,59,3.0,0.6611111111111111,4.0,8.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Agnus Dei
1456,,,,C3,-P5,A,M2,4/2,60,3.0,0.6722222222222223,8.0,8.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Agnus Dei
1457,Authentic,False,1.0,G3,P1,G,P1,4/2,61,3.0,0.6833333333333333,8.0,128.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Agnus Dei
1458,Clausula Vera,False,0.0,G3,P1,G,P1,4/2,77,3.0,0.8611111111111112,128.0,46.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Agnus Dei
1459,,,,F3,-M2,,,4/2,83,2.0,0.925,46.0,6.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Agnus Dei
1460,Clausula Vera,False,0.0,D3,-P4,D,-P4,4/2,84,1.0,0.9333333333333333,6.0,24.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Agnus Dei
1461,Clausula Vera,False,1.0,G3,P1,G,P1,4/2,87,1.0,0.9666666666666667,24.0,40.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Agnus Dei
1462,Clausula Vera,False,1.0,G3,P1,G,P1,4/2,11,1.0,0.08849557522123894,80.0,64.0,Antoine de Févin,Missa Mente tota: Kyrie
1463,Phrygian,False,1.0,D3,-P4,A,M2,4/2,19,1.0,0.1592920353982301,64.0,40.0,Antoine de Févin,Missa Mente tota: Kyrie
1464,Phrygian,False,1.0,A3,M2,A,M2,4/2,24,1.0,0.20353982300884957,40.0,28.0,Antoine de Févin,Missa Mente tota: Kyrie
1465,Clausula Vera,False,1.0,D3,-P4,D,-P4,4/2,27,3.0,0.2345132743362832,28.0,28.0,Antoine de Févin,Missa Mente tota: Kyrie
1466,Authentic,False,1.0,D3,-P4,D,-P4,4/2,31,1.0,0.26548672566371684,28.0,44.0,Antoine de Févin,Missa Mente tota: Kyrie
1467,Clausula Vera,False,0.0,D3,-P4,D,-P4,4/2,36,3.0,0.3141592920353982,44.0,4.0,Antoine de Févin,Missa Mente tota: Kyrie
1468,Authentic,False,1.0,G3,P1,G,P1,4/2,37,1.0,0.3185840707964602,4.0,76.0,Antoine de Févin,Missa Mente tota: Kyrie
1469,Authentic,True,0.0,G3,P1,E,-m3,4/2,45,3.0,0.4026548672566372,76.0,20.0,Antoine de Févin,Missa Mente tota: Kyrie
1470,Clausula Vera,False,1.0,D3,-P4,D,-P4,4/2,48,1.0,0.4247787610619469,20.0,48.0,Antoine de Févin,Missa Mente tota: Kyrie
1471,Clausula Vera,False,1.0,D4,P5,D,-P4,4/2,54,1.0,0.4778761061946903,48.0,24.0,Antoine de Févin,Missa Mente tota: Kyrie
1472,Clausula Vera,False,1.0,G3,P1,G,P1,4/2,57,1.0,0.504424778761062,24.0,24.0,Antoine de Févin,Missa Mente tota: Kyrie
1473,Clausula Vera,False,1.0,G4,P8,G,P1,4/2,60,1.0,0.5309734513274337,24.0,24.0,Antoine de Févin,Missa Mente tota: Kyrie
1474,Clausula Vera,False,1.0,C3,-P5,C,-P5,4/2,63,1.0,0.5575221238938053,24.0,24.0,Antoine de Févin,Missa Mente tota: Kyrie
1475,Authentic,True,1.0,A3,M2,C,-P5,4/2,66,1.0,0.584070796460177,24.0,16.0,Antoine de Févin,Missa Mente tota: Kyrie
1476,Authentic,False,0.0,D3,-P4,D,-P4,4/2,68,1.0,0.6017699115044248,16.0,24.0,Antoine de Févin,Missa Mente tota: Kyrie
1477,Clausula Vera,False,1.0,G3,P1,G,P1,4/2,71,1.0,0.6283185840707964,24.0,76.0,Antoine de Févin,Missa Mente tota: Kyrie
1478,Clausula Vera,False,1.0,G3,P1,G,P1,4/2,79,3.0,0.7123893805309734,76.0,52.0,Antoine de Févin,Missa Mente tota: Kyrie
1479,Clausula Vera,False,1.0,D4,P5,D,-P4,4/2,86,1.0,0.7699115044247787,52.0,12.0,Antoine de Févin,Missa Mente tota: Kyrie
1480,Clausula Vera,False,1.0,D4,P5,D,-P4,4/2,87,3.0,0.7831858407079646,12.0,48.0,Antoine de Févin,Missa Mente tota: Kyrie
1481,Clausula Vera,False,1.0,D3,-P4,D,-P4,4/2,93,3.0,0.8362831858407079,48.0,56.0,Antoine de Févin,Missa Mente tota: Kyrie
1482,Clausula Vera,False,1.0,G3,P1,G,P1,4/2,100,3.0,0.8982300884955752,56.0,16.0,Antoine de Févin,Missa Mente tota: Kyrie
1483,Clausula Vera,False,1.0,G3,P1,G,P1,4/2,102,3.0,0.915929203539823,16.0,68.0,Antoine de Févin,Missa Mente tota: Kyrie
1484,Authentic,False,1.0,G3,P1,G,P1,4/2,111,1.0,0.9911504424778761,68.0,24.0,Antoine de Févin,Missa Mente tota: Kyrie
1485,Clausula Vera,False,1.0,G3,P1,G,P1,4/2,13,1.0,0.07692307692307693,96.0,56.0,Antoine de Févin,Missa Mente tota: Gloria
1486,Phrygian,False,1.0,F3,-M2,A,M2,4/2,20,1.0,0.12179487179487179,56.0,16.0,Antoine de Févin,Missa Mente tota: Gloria
1487,Authentic,False,1.0,D3,-P4,D,-P4,4/2,22,1.0,0.1346153846153846,16.0,56.0,Antoine de Févin,Missa Mente tota: Gloria
1488,Authentic,False,1.0,G3,P1,G,P1,4/2,29,1.0,0.1794871794871795,56.0,48.0,Antoine de Févin,Missa Mente tota: Gloria
1489,Clausula Vera,False,1.0,D3,-P4,D,-P4,4/2,35,1.0,0.21794871794871795,48.0,48.0,Antoine de Févin,Missa Mente tota: Gloria
1490,Clausula Vera,False,1.0,B-3,m3,B-,m3,4/2,41,1.0,0.2564102564102564,48.0,40.0,Antoine de Févin,Missa Mente tota: Gloria
1491,Clausula Vera,False,1.0,B-3,m3,B-,m3,4/2,46,1.0,0.28846153846153844,40.0,40.0,Antoine de Févin,Missa Mente tota: Gloria
1492,Authentic,False,1.0,G3,P1,G,P1,4/2,51,1.0,0.32051282051282054,40.0,24.0,Antoine de Févin,Missa Mente tota: Gloria
1493,,,,F3,-M2,,,4/2,54,1.0,0.33974358974358976,24.0,12.0,Antoine de Févin,Missa Mente tota: Gloria
1494,Clausula Vera,False,0.0,D3,-P4,D,-P4,4/2,55,3.0,0.34935897435897434,12.0,20.0,Antoine de Févin,Missa Mente tota: Gloria
1495,Authentic,False,1.0,B-2,-M6,B-,m3,4/2,58,1.0,0.36538461538461536,20.0,24.0,Antoine de Févin,Missa Mente tota: Gloria
1496,Phrygian,False,1.0,D3,-P4,D,-P4,4/2,61,1.0,0.38461538461538464,24.0,24.0,Antoine de Févin,Missa Mente tota: Gloria
1497,Clausula Vera,False,1.0,E3,-m3,G,P1,4/2,64,1.0,0.40384615384615385,24.0,12.0,Antoine de Févin,Missa Mente tota: Gloria
1498,Clausula Vera,False,1.0,D3,-P4,D,-P4,4/2,65,3.0,0.41346153846153844,12.0,12.0,Antoine de Févin,Missa Mente tota: Gloria
1499,Clausula Vera,False,1.0,E3,-m3,G,P1,4/2,67,1.0,0.4230769230769231,12.0,12.0,Antoine de Févin,Missa Mente tota: Gloria
1500,Clausula Vera,False,1.0,D3,-P4,D,-P4,4/2,68,3.0,0.4326923076923077,12.0,24.0,Antoine de Févin,Missa Mente tota: Gloria
1501,,,,D3,-P4,F,-M2,4/2,71,3.0,0.4519230769230769,24.0,12.0,Antoine de Févin,Missa Mente tota: Gloria
1502,Authentic,False,1.0,G3,P1,G,P1,10/2,73,1.0,0.46153846153846156,12.0,84.0,Antoine de Févin,Missa Mente tota: Gloria
1503,Clausula Vera,False,1.0,F3,-M2,F,-M2,4/2,82,1.0,0.5288461538461539,84.0,64.0,Antoine de Févin,Missa Mente tota: Gloria
1504,Clausula Vera,False,1.0,D3,-P4,D,-P4,4/2,90,1.0,0.5801282051282052,64.0,32.0,Antoine de Févin,Missa Mente tota: Gloria
1505,Phrygian,False,1.0,F3,-M2,A,M2,4/2,94,1.0,0.6057692307692307,32.0,24.0,Antoine de Févin,Missa Mente tota: Gloria
1506,Phrygian,False,1.0,F3,-M2,A,M2,4/2,97,1.0,0.625,24.0,36.0,Antoine de Févin,Missa Mente tota: Gloria
1507,Authentic,False,1.0,B-2,-M6,B-,m3,4/2,101,3.0,0.6538461538461539,36.0,16.0,Antoine de Févin,Missa Mente tota: Gloria
1508,Phrygian,False,1.0,D3,-P4,D,-P4,4/2,103,3.0,0.6666666666666666,16.0,36.0,Antoine de Févin,Missa Mente tota: Gloria
1509,Authentic,False,1.0,G3,P1,G,P1,4/2,108,1.0,0.6955128205128205,36.0,48.0,Antoine de Févin,Missa Mente tota: Gloria
1510,Clausula Vera,False,1.0,D4,P5,D,-P4,4/2,114,1.0,0.7339743589743589,48.0,32.0,Antoine de Févin,Missa Mente tota: Gloria
1511,Clausula Vera,False,1.0,G3,P1,G,P1,4/2,118,1.0,0.7596153846153846,32.0,44.0,Antoine de Févin,Missa Mente tota: Gloria
1512,Clausula Vera,False,1.0,D3,-P4,D,-P4,4/2,123,3.0,0.7948717948717948,44.0,104.0,Antoine de Févin,Missa Mente tota: Gloria
1513,Authentic,False,1.0,F3,-M2,F,-M2,4/2,135,1.0,0.8782051282051282,104.0,32.0,Antoine de Févin,Missa Mente tota: Gloria
1514,Clausula Vera,False,1.0,G3,P1,D,-P4,4/2,139,1.0,0.9038461538461539,32.0,24.0,Antoine de Févin,Missa Mente tota: Gloria
1515,Clausula Vera,False,1.0,D3,-P4,D,-P4,4/2,142,1.0,0.9230769230769231,24.0,40.0,Antoine de Févin,Missa Mente tota: Gloria
1516,Authentic,False,0.0,E-3,-M3,G,P1,4/2,147,1.0,0.9551282051282052,40.0,8.0,Antoine de Févin,Missa Mente tota: Gloria
1517,Authentic,False,1.0,G3,P1,G,P1,4/2,148,1.0,0.9615384615384616,8.0,40.0,Antoine de Févin,Missa Mente tota: Gloria
1518,Authentic,False,0.0,E-3,-M3,G,P1,4/2,153,1.0,0.9935897435897436,40.0,8.0,Antoine de Févin,Missa Mente tota: Gloria
1519,Authentic,False,1.0,G3,P1,G,P1,8/2,154,1.0,1.0,8.0,16.0,Antoine de Févin,Missa Mente tota: Gloria
1520,Clausula Vera,False,1.0,G3,P1,G,P1,4/2,22,1.0,0.07130730050933787,168.0,64.0,Antoine de Févin,Missa Mente tota: Credo
1521,Clausula Vera,False,1.0,D3,-P4,D,-P4,4/2,30,1.0,0.09847198641765705,64.0,72.0,Antoine de Févin,Missa Mente tota: Credo
1522,Clausula Vera,False,1.0,G3,P1,G,P1,4/2,39,1.0,0.12903225806451613,72.0,96.0,Antoine de Févin,Missa Mente tota: Credo
1523,Phrygian,False,1.0,D3,-P4,A,M2,4/2,51,1.0,0.1697792869269949,96.0,40.0,Antoine de Févin,Missa Mente tota: Credo
1524,Phrygian,False,1.0,A3,M2,A,M2,4/2,56,1.0,0.1867572156196944,40.0,32.0,Antoine de Févin,Missa Mente tota: Credo
1525,Phrygian,False,1.0,D3,-P4,D,-P4,4/2,60,1.0,0.200339558573854,32.0,8.0,Antoine de Févin,Missa Mente tota: Credo
1526,Phrygian,False,1.0,G3,P1,A,M2,4/2,61,1.0,0.2037351443123939,8.0,4.0,Antoine de Févin,Missa Mente tota: Credo
1527,,,,G3,P1,G,P1,4/2,61,3.0,0.20543293718166383,4.0,8.0,Antoine de Févin,Missa Mente tota: Credo
1528,,,,G3,P1,G,P1,4/2,62,3.0,0.20882852292020374,8.0,8.0,Antoine de Févin,Missa Mente tota: Credo
1529,Clausula Vera,False,0.0,C4,P4,D,-P4,4/2,63,3.0,0.21222410865874364,8.0,4.0,Antoine de Févin,Missa Mente tota: Credo
1530,,,,C4,P4,C,-P5,4/2,64,1.0,0.21392190152801357,4.0,16.0,Antoine de Févin,Missa Mente tota: Credo
1531,,,,B-3,m3,D,-P4,4/2,66,1.0,0.22071307300509338,16.0,16.0,Antoine de Févin,Missa Mente tota: Credo
1532,Phrygian,False,1.0,D3,-P4,D,-P4,4/2,68,1.0,0.22750424448217318,16.0,24.0,Antoine de Févin,Missa Mente tota: Credo
1533,Authentic,False,1.0,G3,P1,G,P1,4/2,71,1.0,0.23769100169779286,24.0,76.0,Antoine de Févin,Missa Mente tota: Credo
1534,Clausula Vera,False,1.0,D4,P5,D,-P4,4/2,80,3.0,0.2699490662139219,76.0,64.0,Antoine de Févin,Missa Mente tota: Credo
1535,Clausula Vera,False,1.0,D3,-P4,D,-P4,4/2,88,3.0,0.29711375212224106,64.0,68.0,Antoine de Févin,Missa Mente tota: Credo
1536,Clausula Vera,False,1.0,G3,P1,G,P1,4/2,97,1.0,0.32597623089983024,68.0,24.0,Antoine de Févin,Missa Mente tota: Credo
1537,Authentic,False,1.0,G3,P1,G,P1,4/2,100,1.0,0.3361629881154499,24.0,108.0,Antoine de Févin,Missa Mente tota: Credo
1538,Authentic,False,1.0,G3,P1,G,P1,8/2,112,1.0,0.38200339558573854,108.0,88.0,Antoine de Févin,Missa Mente tota: Credo
1539,Clausula Vera,False,1.0,D3,-P4,D,-P4,4/2,122,1.0,0.41935483870967744,88.0,40.0,Antoine de Févin,Missa Mente tota: Credo
1540,Clausula Vera,False,1.0,B-2,-M6,B-,m3,4/2,127,1.0,0.4363327674023769,40.0,48.0,Antoine de Févin,Missa Mente tota: Credo
1541,Phrygian,False,1.0,D3,-P4,D,-P4,4/2,133,1.0,0.4567062818336163,48.0,48.0,Antoine de Févin,Missa Mente tota: Credo
1542,Clausula Vera,False,1.0,G4,P8,G,P1,4/2,138,1.0,0.4770797962648557,48.0,36.0,Antoine de Févin,Missa Mente tota: Credo
1543,Authentic,True,0.0,E-4,m6,C,-P5,4/2,142,3.0,0.4923599320882852,36.0,60.0,Antoine de Févin,Missa Mente tota: Credo
1544,Clausula Vera,False,1.0,B-3,m3,B-,m3,4/2,150,1.0,0.5178268251273345,60.0,28.0,Antoine de Févin,Missa Mente tota: Credo
1545,Clausula Vera,False,1.0,G4,P8,G,P1,4/2,153,3.0,0.5297113752122241,28.0,28.0,Antoine de Févin,Missa Mente tota: Credo
1546,Phrygian,False,1.0,A3,M2,A,M2,4/2,157,1.0,0.5415959252971138,28.0,52.0,Antoine de Févin,Missa Mente tota: Credo
1547,Phrygian,False,1.0,D3,-P4,D,-P4,4/2,163,3.0,0.5636672325976231,52.0,4.0,Antoine de Févin,Missa Mente tota: Credo
1548,Authentic,False,1.0,G3,P1,G,P1,4/2,164,1.0,0.565365025466893,4.0,72.0,Antoine de Févin,Missa Mente tota: Credo
1549,Clausula Vera,False,1.0,B-3,m3,B-,m3,4/2,173,1.0,0.5959252971137521,72.0,52.0,Antoine de Févin,Missa Mente tota: Credo
1550,Clausula Vera,False,1.0,D3,-P4,D,-P4,4/2,179,3.0,0.6179966044142614,52.0,36.0,Antoine de Févin,Missa Mente tota: Credo
1551,Clausula Vera,False,1.0,B-2,-M6,B-,m3,4/2,184,1.0,0.633276740237691,36.0,36.0,Antoine de Févin,Missa Mente tota: Credo
1552,,,,C3,-P5,,,4/2,188,3.0,0.6485568760611206,36.0,8.0,Antoine de Févin,Missa Mente tota: Credo
1553,,,,F3,-M2,,,4/2,189,3.0,0.6519524617996605,8.0,30.0,Antoine de Févin,Missa Mente tota: Credo
1554,Clausula Vera,True,-1.0,E-3,-M3,,,4/2,193,2.0,0.6646859083191851,30.0,6.0,Antoine de Févin,Missa Mente tota: Credo
1555,Phrygian,False,1.0,D3,-P4,D,-P4,4/2,194,1.0,0.66723259762309,6.0,60.0,Antoine de Févin,Missa Mente tota: Credo
1556,,,,F3,-M2,,,4/2,200,3.0,0.6926994906621392,60.0,32.0,Antoine de Févin,Missa Mente tota: Credo
1557,,,,C4,P4,,,4/2,204,3.0,0.7062818336162988,32.0,36.0,Antoine de Févin,Missa Mente tota: Credo
