PIECE ID,PHRASE ID,Phrase Start,Phrase Stop,Text,Rhyme,Column7,Column8,Column9,Column10,Column11,Column12
DC0701,1,,,"Or sus pas je ne veulx refaire,",,,,,,,
DC0701,2,,,"A ceste heure que m'en priez,",,,,,,,
DC0701,3,,,"Estre vous fault de tel affaire,",,,,,,,
DC0701,4,,,"Aultrement vous vous mocqueriez,",,,,,,,
DC0701,5,,,"Vous souvient il que vous riez,",,,,,,,
DC0701,6,,,"Ne niant que j’en eusse envie,",,,,,,,
DC0701,7,,,"Quand recommencer je vous prie,",,,,,,,
DC0701,8,,,A ce joli jeu que sçavez,,,,,,,
DC0701,9,,,"Aussi j'ay fluz, et si l'envie,",,,,,,,
DC0701,10,,,Advisez quel jeu vous avez.,,,,,,,
DC0702,1,,,"Je suis bien aise, qu'elle est belle,",,,,,,,
DC0702,2,,,"Car pour moy seul, est sa beaulté,",,,,,,,
DC0702,3,,,"Et si ay peine, à la voir telle,",,,,,,,
DC0702,4,,,"Craignant l'envie, au bien que j'ay,",,,,,,,
DC0702,5,,,"Non que par ma legiereté,",,,,,,,
DC0702,6,,,Qui me face deffier d'elle :,,,,,,,
DC0702,7,,,"Mais des yeulx de ma damoyselle,",,,,,,,
DC0702,8,,,Ny a Dieu qui n'en fut tenté.,,,,,,,
DC0703,1,,,"Un bon vieillard qui n'avoit que le bec,",,,,,,,
DC0703,2,,,"Se trouvant court près d'une jeune dame,",,,,,,,
DC0703,3,,,"De desir prou : mais de cela à sec,",,,,,,,
DC0703,4,,,"Ne suis-je pas (ce dict il) bien infame,",,,,,,,
DC0703,5,,,"Pour tout payement luy chante ceste game,",,,,,,,
DC0703,6,,,"Il taste, il monte assez pour l'escacher,",,,,,,,
DC0703,7,,,"Plus de cent fois et ne peult deslascher,",,,,,,,
DC0703,8,,,"Dont se moquant dict la dame faschée,",,,,,,,
DC0703,9,,,"L'esprit est prompt : mais infirme est la chair,",,,,,,,
DC0703,10,,,Nostre curé souvent m'en a preschée.,,,,,,,
DC0704,1,,,"Mon amy est en grace si perfaict,",,,,,,,
DC0704,2,,,"Que d'un chascun à soy le cœur il tire,",,,,,,,
DC0704,3,,,Helas voyla tout ce qui tant me faict,,,,,,,
DC0704,4,,,"Estre doubteuse, et en si grand martyre,",,,,,,,
DC0704,5,,,Car comme moy un chascun le desire,,,,,,,
DC0704,6,,,"Avoir pour soy, ô conqueste excellente,",,,,,,,
DC0704,7,,,Las si j'osois a moy seule te dire,,,,,,,
DC0704,8,,,Plus que les dieux m'estimerois contente.,,,,,,,
DC0705,1,,,"Soleil qui tout voit par ma foy,",,,,,,,
DC0705,2,,,"Il ne fault ja que te le nie,",,,,,,,
DC0705,3,,,"Je suis quasi jaloux de toy,",,,,,,,
DC0705,4,,,"Pourquoy regarde-tu m'amye,",,,,,,,
DC0705,5,,,Si d'Endimion print envie,,,,,,,
DC0705,6,,,"La lune, et en laissa les cieulx,",,,,,,,
DC0705,7,,,"Je crains qu'en son amour te lie,",,,,,,,
DC0705,8,,,Car un soleil mérite et mieulx.,,,,,,,
DC0706,1,,,"Si me voyez face triste, et dolente,",a,,,,,,
DC0706,2,,,"Un tainct passé ou mor, pour dire mieulx,",b,,,,,,
DC0706,3,,,"Dictes pour seur sa maistresse est absente, ",a,,,,,,
DC0706,4,,,Cela le faict ainsi devenir vieulx,b,,,,,,
DC0706,5,,,"Car ma vie est aux rayons de ses yeulx, ",b,,,,,,
DC0706,6,,,"Le seul soleil qu'en ce monde revere,",c,,,,,,
DC0706,7,,,Comme des rays de phoebus gratieux,b,,,,,,
DC0706,8,,,"Se passent fleurs, durant la primevere, ",c,,,,,,
DC0707,1,,,"Or suis-je bien (sur tous) le miserable,",,,,,,,
DC0707,2,,,"Que devant toy mercy trouver ne puis,",,,,,,,
DC0707,3,,,"Plus suis aymant, et moins suis aggreable,",,,,,,,
DC0707,4,,,"Et as plaisir ce semble en mes ennuys,",,,,,,,
DC0707,5,,,"Car je te cerche, et en tous lieux te suis,",,,,,,,
DC0707,6,,,"Et rien ne quiers, qu'avoir ta bonne grace,",,,,,,,
DC0707,7,,,"Toy au contraire (ha bon Dieu) tu me fuis,",,,,,,,
DC0707,8,,,Et pres mon feu es plus froide que glace.,,,,,,,
DC0708,1,,,"Qui la vous faict tant regarder,",a,,,,,,
DC0708,2,,,"De mon bien poures envieux,",b,,,,,,
DC0708,3,,,"Chascun de vous se doibt garder,",a,,,,,,
DC0708,4,,,"De l'esclat qui sort de ses yeulx,",b,,,,,,
DC0708,5,,,"Aultant vous vauldroit semidieux,",b,,,,,,
DC0708,6,,,"Rencontrer ce serpent qui tue, ",c,,,,,,
DC0708,7,,,"Le poure passant de sa veue,",c,,,,,,
DC0708,8,,,"Que femme comme_elle perfaicte,",d,,,,,,
DC0708,9,,,Qui pour tous navrer est pourveue:,c,,,,,,
DC0708,10,,,"Mais pour moy seul guarir est faicte,",d,,,,,,
DC0709,1,,,"Je lis au coeur de m'amye,",,,,,,,
DC0709,2,,,Une envie,,,,,,,
DC0709,3,,,"De me voir, Et ce pendant",,,,,,,
DC0709,4,,,"Je sçay bien, qu'en m'attendant",,,,,,,
DC0709,5,,,On s'ennuye.,,,,,,,
DC0710,1,,,"Quelqu'un me disoit l'aultre jour,",,,,,,,
DC0710,2,,,"Que ce moys est melancolique,",,,,,,,
DC0710,3,,,"Ce moys dedié à l'amour,",,,,,,,
DC0710,4,,,"A noz plaisirs (ce croy-je) a picque,",,,,,,,
DC0710,5,,,"Le rossignol taist sa musique,",,,,,,,
DC0710,6,,,"Aux champs n'apparoist nulle fleur,",,,,,,,
DC0710,7,,,"Le soleil cache sa lueur,",,,,,,,
DC0710,8,,,"Il semble brief que tout lamente,",,,,,,,
DC0710,9,,,"Je luy respondz m'amye absente,",,,,,,,
DC0710,10,,,En ce pais tout est en pleur.,,,,,,,
DC0711,1,,,"Petit jardin à Venus consacré,",a,,,,,,
DC0711,2,,,"Secret tesmoing du plus grand de mes heurs,",b,,,,,,
DC0711,3,,,Ou j'ay receu de m'amye_à mon gré.,a,,,,,,
DC0711,4,,,"Le perfaict bien, out tendent serteurs,",b,,,,,,
DC0711,5,,,"Pour recompense, ayez tousjours fruictz meurs,",b,,,,,,
DC0711,6,,,"Yver, esté, ny seiche la verdure,",c,,,,,,
DC0711,7,,,"Et qu'on y voye habondance de fleurs,",b,,,,,,
DC0711,8,,,"Ne plus ne moins, comme quand le verd dure.",c,,,,,,
DC0712,1,,,"Si je cognois que l'on ayme m'amye,",a,,,,,,
DC0712,2,,,"Et que chascun la vueille_avoir pour soy,",b,,,,,,
DC0712,3,,,"Doibtzje pourtant entrer en jalouzie,",a,,,,,,
DC0712,4,,,"Non, je sçay bien qu'elle_est toute pour moy,",b,,,,,,
DC0712,5,,,"Trop m'est cogneu, et son cœur, et sa foy,",b,,,,,,
DC0712,6,,,"Pour en doubter, sus donc fascheux presaige.",c,,,,,,
DC0712,7,,,"Devant fauldroit qu'il ny eust Dieu, ny loy,",b,,,,,,
DC0712,8,,,Pourveu me sentz d'une_amye trop saige.,c,,,,,,
DC0713,1,,,"Las si tu veulx en aultre part aymer,",,,,,,,
DC0713,2,,,"Ne tourne plus devers moy tes beaulx yeulx,",,,,,,,
DC0713,3,,,"Ta bouche aussi je te suppli fermer,",,,,,,,
DC0713,4,,,"Dont j'ay ouy maintz propos gratieux,",,,,,,,
DC0713,5,,,"Plus rouge elle est que courail precieux,",,,,,,,
DC0713,6,,,"Et à baiser elle donne tant d'aise,",,,,,,,
DC0713,7,,,Qu'il ne te fault point trouver ennuyeux,,,,,,,
DC0713,8,,,"S'il me desplaist, quand un aultre te baise.",,,,,,,
DC0714,9,,,"De ceans jusques chez m'amye,",,,,,,,
DC0714,1,,,"Bien sçay combien y a de pas,",,,,,,,
DC0714,2,,,Cent fois les ay faictz en ma vie :,,,,,,,
DC0714,3,,,"Mais oncques jours je n'en fuz las,",,,,,,,
DC0714,4,,,"Pleuve, vente il ne m'en chault pas,",,,,,,,
DC0714,5,,,"En tout temps la voye m'est belle,",,,,,,,
DC0714,6,,,Et vole comme une arrondelle.,,,,,,,
DC0715,1,,,"Or perdz-je celle en qui gist tout mon bien,",,,,,,,
DC0715,2,,,"Et sans laquelle, ha je disfi du monde,",,,,,,,
DC0715,3,,,"Car ayant tout sans elle je n'ay rien,",,,,,,,
DC0715,4,,,"Et l'ayant seule en moy le tout habonde,",,,,,,,
DC0715,5,,,"Un poinct y a, ou mon salut je fonde,",,,,,,,
DC0715,6,,,"C'est que sans elle, icy je ne puis vivre.",,,,,,,
DC0715,7,,,"Prendz donc confort en ta douleur profonde,",,,,,,,
DC0715,8,,,"La mort est pres, qui t'en rendra delivre.",,,,,,,
DC0716,1,,,"En ce verd moys temps opportun,",,,,,,,
DC0716,2,,,"Pour prendre plaisir je vouldroye,",,,,,,,
DC0716,3,,,"Tenir m'amye nue a nud,",,,,,,,
DC0716,4,,,"Au joly bois soubz la couldroye,",,,,,,,
DC0716,5,,,"La à gogo la serviroye,",,,,,,,
DC0716,6,,,De quel metz mot ny en quel nombre :,,,,,,,
DC0716,7,,,"Mais beau luyre auroit le souleil,",,,,,,,
DC0716,8,,,"S'elle trouvoit bon mon conseil,",,,,,,,
DC0716,9,,,Si je ne la mettois à l'umbre.,,,,,,,
DC0717,1,,,"Petite damoyselle,",,,,,,,
DC0717,2,,,"A amour donne lieu,",,,,,,,
DC0717,3,,,"Que sert d'estre rebelle,",,,,,,,
DC0717,4,,,A un si puissant Dieu.,,,,,,,
DC0717,5,,,"Il fault craindre son ire,",,,,,,,
DC0717,6,,,"Et feras beaucoup mieulx,",,,,,,,
DC0717,7,,,"De ne plus contredire,",,,,,,,
DC0717,8,,,Veu qu'il commande aux dieux.,,,,,,,
DC0718,1,,,"Petit jardin à Venus consacré,",a,,,,,,
DC0718,2,,,"Secret tesmoing du plus grand de mes heurs,",b,,,,,,
DC0718,3,,,Ou j'ay receu de m'amye_à mon gré.,a,,,,,,
DC0718,4,,,"Le perfaict bien, out tendent serteurs,",b,,,,,,
DC0718,5,,,"Pour recompense, ayez tousjours fruictz meurs,",b,,,,,,
DC0718,6,,,"Yver, esté, ny seiche la verdure,",c,,,,,,
DC0718,7,,,"Et qu'on y voye habondance de fleurs,",b,,,,,,
DC0718,8,,,"Ne plus ne moins, comme quand le verd dure.",c,,,,,,
DC0719,1,,,"Je me veulx tant à son vouloir offrir,",,,,,,,
DC0719,2,,,"Que ne requiers remede à ma langueur,",,,,,,,
DC0719,3,,,"Sçachant qu'elle a plaisir me veoir souffrir,",,,,,,,
DC0719,4,,,"Souffrir m'est doulx, et mon mal j'estime heur.",,,,,,,
DC0720,5,,,"O qui aura sur mon heur advantage,",,,,,,,
DC0720,1,,,"O qui pourra en lieu si hault attaindre,",,,,,,,
DC0720,2,,,"Que d'estre amy d'une dame tant saige,",,,,,,,
DC0720,3,,,Et de beauté qu'Appelles n'eust sçeu paindre :,,,,,,,
DC0720,4,,,"Perfaicte assez elle est pour deux contraindre,",,,,,,,
DC0720,5,,,"En son amour d'un seul traict de ses yeulx,",,,,,,,
DC0720,6,,,"Et qu'il me faict leur jalouzie craindre,",,,,,,,
DC0720,7,,,Confesser lors qu'ay à moy trop plus qu'eulx.,,,,,,,
DC0721,1,,,"J'ay baisé m'amye à mon aise,",,,,,,,
DC0721,2,,,"Et tenu nue à ma mercy,",,,,,,,
DC0721,3,,,"Mais quoy cela, mon coeur n'appaise,",,,,,,,
DC0721,4,,,"Qui plus est en croist mon soucy,",,,,,,,
DC0721,5,,,"Pour me contenter, reste un si,",,,,,,,
DC0721,6,,,"Et que c'est, je ne diray point,",,,,,,,
DC0721,7,,,Il ne se doibt point dire aussi :,,,,,,,
DC0721,8,,,Mais prendre s'on se trouve a poinct.,,,,,,,
DC0722,,,,MISSING,,,,,,,
DC0723,1,,,"Avant que partiez de ce lieu,",,,,,,,
DC0723,2,,,"Amye que tant je desire,",,,,,,,
DC0723,3,,,De loing je vous mande un adieu.,,,,,,,
DC0723,4,,,"Ne pouvant aller ou j'aspire,",,,,,,,
DC0723,5,,,"Et vous veulx contre lettre escripre,",,,,,,,
DC0723,6,,,"Affin que mais que je vous voye,",,,,,,,
DC0723,7,,,Alors j'aye plus à vous dire,,,,,,,
DC0723,8,,,A le compter a plus de joye.,,,,,,,
DC0724,1,,,"Qu'est ce qu'amour l'un dict que c'est un Dieu,",,,,,,,
DC0724,2,,,L'aultre au contraire amour quoy que l'on die:,,,,,,,
DC0724,3,,,"C'est un tourment pire que nest un feu,",,,,,,,
DC0724,4,,,Chascun en dict selon sa fantasie:,,,,,,,
DC0724,5,,,Mais veulx tu bien sçavoir comment il lye.,,,,,,,
DC0724,6,,,"Et si il est aux siens doulx, ou amer,",,,,,,,
DC0724,7,,,"Demander fault qu'il en semble à m'amye,",,,,,,,
DC0724,8,,,Elle sur tous sçait que vault bien aymer. ,,,,,,,
DC0725,1,,,"Ce qu'il me faict si aisement jaloux,",,,,,,,
DC0725,2,,,"Sçais tu que cest c'est ta grace m'amye,",,,,,,,
DC0725,3,,,"Et que me voy avoir par dessus tous,",,,,,,,
DC0725,4,,,"Acquis un but, ou chascun porte_envie,",,,,,,,
DC0725,5,,,"O mon seul bien, et d'ou despend ma vie,",,,,,,,
DC0725,6,,,"Ne vueilles poinct pour aultant te fascher,",,,,,,,
DC0725,7,,,Cela ne vient qu'a toy bien ne me fie:,,,,,,,
DC0725,8,,,Mais las on crainct tousjours ce qu'on tient cher.,,,,,,,
DC0726,1,,,"Robin couché à mesme terre,",,,,,,,
DC0726,2,,,"Dessus l'herbette pres s'amye,",,,,,,,
DC0726,3,,,"Il crainct ce dict il le caterre,",,,,,,,
DC0726,4,,,A elle le souleil ennuye :,,,,,,,
DC0726,5,,,"Mais sotte ne se monstra mye,",,,,,,,
DC0726,6,,,"Luy disant en face riante,",,,,,,,
DC0726,7,,,"Mectz toy sur moy je suis contente,",,,,,,,
DC0726,8,,,"De te servir pour matheras,",,,,,,,
DC0726,9,,,"Et tu seras en lieu de tente,",,,,,,,
DC0726,10,,,Car umbre au soleil me feras.,,,,,,,
DC0727,1,,,"Quand tant me mectz devant mes yeulx,",,,,,,,
DC0727,2,,,"De graces en m'amye, ",,,,,,,
DC0727,3,,,"Qui me voirroit jaloux des dieux,",,,,,,,
DC0727,4,,,Me blasmeroit on mye:,,,,,,,
DC0727,5,,,"Mais si n'ayje peur ny demie,",,,,,,,
DC0727,6,,,"Pour tout asseuré,",,,,,,,
DC0727,7,,,"Qu'elle nourrist grace et beaulté en paix,",,,,,,,
DC0727,8,,,"Avec foy à peine jamais,",,,,,,,
DC0727,9,,,En un lieu sans querelle. ,,,,,,,
DC0728,1,,,"Malade si fut ma mignonne,",,,,,,,
DC0728,2,,,"Quelque jour, et je luy disoye,",,,,,,,
DC0728,3,,,"Que vous sert ce qu'on vous ordonne,",,,,,,,
DC0728,4,,,"Fault que vostre medecin soye,",,,,,,,
DC0728,5,,,Si vous enseigneray la voye ,,,,,,,
DC0728,6,,,"Pour tost guarir sans grand mistere,",,,,,,,
DC0728,7,,,"Il ne vous fault qu'un bon clistere,",,,,,,,
DC0728,8,,,"Tel que le vous prepareray,",,,,,,,
DC0728,9,,,"Et si seray l'apothicaire,",,,,,,,
DC0728,10,,,"Car moy mesme le bailleray,",,,,,,,
DC0729,1,,,"Pourquoy fais-tu à aultre chere,",,,,,,,
DC0729,2,,,"Tant seulement du clin de l'oeil,",,,,,,,
DC0729,3,,,"Ta bonne grace m'est si chere,",,,,,,,
DC0729,4,,,"Que tout aussi tost j'en ay dueil,",,,,,,,
DC0729,5,,,"Que n'ay-je d'elle tel accueil,",,,,,,,
DC0729,6,,,"Dis-je alors et si l'on te baise,",,,,,,,
DC0729,7,,,"Pleust aux Dieux le veoir au sarcueil,",,,,,,,
DC0729,8,,,Cest usurpateur de mon ayse.,,,,,,,
DC0801,1,,,"Comment mon cœur es-tu donc dispensé,",,,,,,,
DC0801,2,,,"De te donner sans de moy conger prendre,",,,,,,,
DC0801,3,,,"Et vous mes yeulx, vous avez commencé,",,,,,,,
DC0801,4,,,"Sans vous pouvoir aulcunement defendre,",,,,,,,
DC0801,5,,,Par voz fins tours me contraingnez d'apprendre,,,,,,,
DC0801,6,,,"Que cest d'aymer, sans espoir d'avoir mieulx,",,,,,,,
DC0801,7,,,"O cœur lassif, ô impudicques yeulx,",,,,,,,
DC0801,8,,,"Qui tant courez, et estes tant volages,",,,,,,,
DC0801,9,,,"C'est bien raison que soyez douloureux,",,,,,,,
DC0801,10,,,Puis qu'avez faict vous mesme le message.,,,,,,,
DC0802,1,,,"Esleu m'avez pour vostre seul plaisir,",,,,,,,
DC0802,2,,,"Je vous avois pour ma joye choisie,",,,,,,,
DC0802,3,,,"Mais vous souffrez un tiers m'en dessaisir,",,,,,,,
DC0802,4,,,"Et triumphez de ma proye ravie, ",,,,,,,
DC0802,5,,,"Ce non obstant il ne me prent envie,",,,,,,,
DC0802,6,,,"Soit perte ou gain, d'estre de rien moins vostre,",,,,,,,
DC0802,7,,,"Car j'ayme mieulx estre toute ma vie,",,,,,,,
DC0802,8,,,Vostre en langueur qu'en plaisir à un aultre. ,,,,,,,
DC0803,1,,,"Tant de beaulté n'a elle pas,",,,,,,,
DC0803,2,,,Au moins pour en faire une helaine:,,,,,,,
DC0803,3,,,"Mais ha dont l'on faict plus grand cas,",,,,,,,
DC0803,4,,,"Et si n'en est point plus haultaine,",,,,,,,
DC0803,5,,,"Elle est doulce, elle est humaine,",,,,,,,
DC0803,6,,,"Elle_ha tant bons partis en soy,",,,,,,,
DC0803,7,,,"Brief m'amye ha je ne sçay quoy, ",,,,,,,
DC0803,8,,,"Que je ne cognois en nul aultre,",,,,,,,
DC0803,9,,,"Dont chascun se met en esmoy,",,,,,,,
DC0803,10,,,Pour luy dire que je sois vostre.,,,,,,,
DC0804,1,,,"Las je ne sçay de quel nom te nommer,",,,,,,,
DC0804,2,,,"Le nom d'amy, ne seroit veritable,",,,,,,,
DC0804,3,,,"Car je voy bien, que ne veulx plus aymer,",,,,,,,
DC0804,4,,,Celle qui tant t'a esté aggeable.,,,,,,,
DC0804,5,,,"Helas mon Dieu, fault il que variable ",,,,,,,
DC0804,6,,,"Tu sois nommé, au lieu du nom d'amy,",,,,,,,
DC0804,7,,,"Ou qu'a present je t'appelle_ennemy,",,,,,,,
DC0804,8,,,"O noms fascheux, et plus que ne puis dire,",,,,,,,
DC0804,9,,,"Las je ne puis les nommer qu'a demy,",,,,,,,
DC0804,10,,,"Le seul penser, me fera mourir d'ire.",,,,,,,
DC0805,1,,,"De ceans jusques chez m'amye,",,,,,,,
DC0805,2,,,"Bien sçay combien ya de pas,",,,,,,,
DC0805,3,,,Cent fois les ay faictz en ma vie :,,,,,,,
DC0805,4,,,"Mais oncques jours je n'en fuz las,",,,,,,,
DC0805,5,,,"Pleuve, vente, il ne m'en chault pas,",,,,,,,
DC0805,6,,,"En tout temps la voye m'est belle,",,,,,,,
DC0805,7,,,Et vole comme une arrondelle.,,,,,,,
DC0806,1,,,"Au moins mon Dieu ne m'abandonne point,",,,,,,,
DC0806,2,,,Puisque je suis tombé dans le malheur.,,,,,,,
DC0806,3,,,"D'adversité, qui tant me picque, et point, ",,,,,,,
DC0806,4,,,"Que je n'ay plus ne force, ne valeur ",,,,,,,
DC0806,5,,,"Mon cœur est mort, mon corps est sans couleur,",,,,,,,
DC0806,6,,,"Et de salut mon ame_est destournée,",,,,,,,
DC0806,7,,,"Pour m'eslever de tant griefve douleur,",,,,,,,
DC0806,8,,,Helas mon Dieu ton ire soit tournée.,,,,,,,
DC0807,1,,,"Si je n'avois de fermeté,",,,,,,,
DC0807,2,,,"Non plus que j'ay de bonne grace,",,,,,,,
DC0807,3,,,"Vostre heur seroit mal arresté,",,,,,,,
DC0807,4,,,"Car d'aymer bien tost serois lasse, ",,,,,,,
DC0807,5,,,Mais ne fault point que doubte en face ,,,,,,,
DC0807,6,,,"Amy perfaict, plus que les dieux,",,,,,,,
DC0807,7,,,"Que nostre_amour par moy se passe,",,,,,,,
DC0807,8,,,Dont nous serons plus contentz qu'eulx.,,,,,,,
DC0808,1,,,"D'un seul soleil vient toute ma lumiere,",,,,,,,
DC0808,2,,,"Et sans ses rays elle ne se peult voir,",,,,,,,
DC0808,3,,,"Et touteffois sa clerté toute entiere,",,,,,,,
DC0808,4,,,"M'offusque, et faict ma lueur disparoir,",,,,,,,
DC0808,5,,,Car luy present ne puis rien apparoir :,,,,,,,
DC0808,6,,,"Mais au contraire aussi tost qu'il s'absente,",,,,,,,
DC0808,7,,,"Mon teinct ternist, et ma face excellente",,,,,,,
DC0808,8,,,"Font eclipser, dueil, et obscurité,",,,,,,,
DC0808,9,,,"Que fauldroit il, pour me rendre contente,",,,,,,,
DC0808,10,,,Que son cler ciel feust de moy habité.,,,,,,,
DC0809,1,,,"Ce disoit une jeune dame,",,,,,,,
DC0809,2,,,"A un viellard vous my faschez,",,,,,,,
DC0809,3,,,"Et vous tuez le corps, et l'ame, ",,,,,,,
DC0809,4,,,"Pour neant à ce que taschez,",,,,,,,
DC0809,5,,,"Allez faire_ailleurs vos marchez,",,,,,,,
DC0809,6,,,"Mal vous siet ceste mignotise,",,,,,,,
DC0809,7,,,"Quand est de moy je suis promise,",,,,,,,
DC0809,8,,,"Pas ny voyez cler à demi,",,,,,,,
DC0809,9,,,"Ja ni leveray ma chemise,",,,,,,,
DC0809,10,,,Cela se garde pour l'amy. ,,,,,,,
DC0810,1,,,"Ceste amour est par nous, et faict unie,",,,,,,,
DC0810,2,,,"Et pense qu'un chascun tel parti loue,",,,,,,,
DC0810,3,,,Quand l'amy dict de bien bon gré t'advoue ,,,,,,,
DC0810,4,,,De luy qu'assez il ha d'une à la vie. ,,,,,,,
DC0811,1,,,"Que vous donnez, et que je prenne,",,,,,,,
DC0811,2,,,"Du plaisir d'amour recompense,",,,,,,,
DC0811,3,,,"Plus de merveille ne vous vienne,",,,,,,,
DC0811,4,,,"Amour de ce faire dispense,",,,,,,,
DC0811,5,,,"Bonne est la besongne je pense,",,,,,,,
