PIECE ID,PHRASE ID,Phrase Start,Phrase Stop,Text,Rhyme,Column7,Column8,Column9,Column10,Column11,Column12
DC1209,4,,,Mal aisé est à deux aymans complaire.,,,,,,,
DC1210,1,,,"Sçais tu pas bien que je suis ta maistresse,",,,,,,,
DC1210,2,,,Pourquoy veux tu encore autre servir ?,,,,,,,
DC1210,3,,,"Sçais tu pas bien que n'ay pris hardiesse,",,,,,,,
DC1210,4,,,"D’autre servant, service poursuivir ?",,,,,,,
DC1210,5,,,Pense que tu ne sçaurois desservir,,,,,,,
DC1210,6,,,"Tant de travail, que tu veux entreprendre,",,,,,,,
DC1210,7,,,"Il vaut trop mieux une seule servir,",,,,,,,
DC1210,8,,,"Qu'en servant deux, mauvais service rendre.",,,,,,,
DC1211,1,,,"J'ay mis mon cueur en place si très haute,",,,,,,,
DC1211,2,,,Que j'ay grand peur de bientolt ma fin voir.,,,,,,,
DC1211,3,,,"Helas, Amour, toi qui as fait la faute,",,,,,,,
DC1211,4,,,"Fay mon excuse yssu de bon vouloir,",,,,,,,
DC1211,5,,,"En récompense de l'amoureux devoir,",,,,,,,
DC1211,6,,,"Fay tost cesser ma peine qui trop dure,",,,,,,,
DC1211,7,,,Et que je puisse par ton moyen avoir,,,,,,,
DC1211,8,,,Quelque repos du tourment que j'endure.,,,,,,,
DC1212,1,,,"Tant seulement ton amour je demande,",,,,,,,
DC1212,2,,,En suppliant que ta bonté commande,,,,,,,
DC1212,3,,,"Au cueur de moy comme à ton serviteur,",,,,,,,
DC1212,4,,,"Car voluntiers il seroit de ta bande,",,,,,,,
DC1212,5,,,S'il te plaisoit luy faire cest honneur.,,,,,,,
DC1213,1,,,"Tant seulement ton repos je désire,",,,,,,,
DC1213,2,,,"T'advertissant puisqu'il le te faut dire,",,,,,,,
DC1213,3,,,"Que je ne suis disposé à t'aymer,",,,,,,,
DC1213,4,,,"Brief tu ne fais qu'augmenter ton martyre,",,,,,,,
DC1213,5,,,Et si ne veux serviteur te nommer.,,,,,,,
DC1214,1,,,Mon Dieu pourquoy n'est-il permis,,,,,,,
DC1214,2,,,"D'oster son cueur, d'ou on l'a mis,",,,,,,,
DC1214,3,,,Aussi bien qu'on luy a peu mettre ?,,,,,,,
DC1214,4,,,"Faut-il donc toujours,",,,,,,,
DC1214,5,,,Que ce Dieu d'amours,,,,,,,
DC1214,6,,,En soit le seul maistre.,,,,,,,
DC1215,1,,,"Pareille au feu de nom, et crauté,",,,,,,,
DC1215,2,,,"Pareille et plus, que Venus en beauté,",,,,,,,
DC1215,3,,,"Esteins mon feu, je ne suis Salmandre,",,,,,,,
DC1215,4,,,"Pour vivre au feu, qui tant m'a tourmenté,",,,,,,,
DC1215,5,,,S'il ne te plaist sur moy ta grace estendre.,,,,,,,
DC1216,1,,,"Helas amy ta loyauté,",,,,,,,
DC1216,2,,,"Point ne merite cruauté,",,,,,,,
DC1216,3,,,"Je voudrois bien ton feu esteindre,",,,,,,,
DC1216,4,,,"Ce que ne puis en verité,",,,,,,,
DC1216,5,,,Si n'esteins le mien qui est moindre.,,,,,,,
DC1217,1,,,Amour a faict ce qu'il ne peut deffaire,,,,,,,
DC1217,2,,,Quand il a fait de nos cueurs union,,,,,,,
DC1217,3,,,C'est maintenant à Dieu à le parfaire,,,,,,,
DC1217,4,,,En les gardant de séparation.,,,,,,,
DC1218,1,,,"Si c'est Amour de mourir en soy mesmes,",,,,,,,
DC1218,2,,,"Pour vivre ailleurs en peine et en souci,",,,,,,,
DC1218,3,,,"Si c'est Amour de se submettre aux femmes,",,,,,,,
DC1218,4,,,"Pour s'oublier, et demeurer transi.",,,,,,,
DC1218,5,,,Si c'est Amour de vivre en la merci,,,,,,,
DC1218,6,,,"D'un cueur qui n'a de nul compassion,",,,,,,,
DC1218,7,,,"Je ne sçeu onc, ne veux sçavoir aussi,",,,,,,,
DC1218,8,,,"Que c'est Amour, n'y de sa passion.",,,,,,,
DC1219,1,,,"A vous parler je ne puis mon amy,",,,,,,,
DC1219,2,,,"Car maintenant je suis en grand souffrance,",,,,,,,
DC1219,3,,,"Par mesdisans je suis de vous bani,",,,,,,,
DC1219,4,,,Un jour viendra que j'en auray vengeance.,,,,,,,
DC1220,1,,,"Tu m'as, cruel, sans cause delaissée,",a,,,,,,
DC1220,2,,,"Ce que de toy ne puis, n'y voudrois faire,",b,,,,,,
DC1220,3,,,"Mais pour sortir du mal dont suis blessée,",a,,,,,,
DC1220,4,,,Fin à mes jours mettras par mort amere.,b,,,,,,
DC1220,5,,,"Un regret ay, lequel je ne puis taire,",b,,,,,,
DC1220,6,,,"Que si du temps qu'estois ton amoureuse,",c,,,,,,
DC1220,7,,,"Dieu eust voulu à mourir me complaire,",b,,,,,,
DC1220,8,,,Oncques ne fut une mort tant heureuse.,c,,,,,,
DC1221,1,,,"Quelqu'un voulant plaisanter un petit,",,,,,,,
DC1221,2,,,"Disait un jour à une non sotarde,",,,,,,,
DC1221,3,,,"De vous baiser j'ay un grand appetit,",,,,,,,
DC1221,4,,,Mais votre nés (qui est si long) m'égarde.,,,,,,,
DC1221,5,,,"La dame alors vivement le regarde,",,,,,,,
DC1221,6,,,"En luy disant (monsieur) pour si peu ne tenés,",,,,,,,
DC1221,7,,,"Car si cela seulement vous retarde,",,,,,,,
DC1221,8,,,J'ay bien pour vous un visaige sans nés.,,,,,,,
DC1222,1,,,"Madame voulés vous du noir,",,,,,,,
DC1222,2,,,Et en revoulés vous du bon.,,,,,,,
DC1222,3,,,"Du sureluribon, du bon,",,,,,,,
DC1222,4,,,Et à noirci de ce bon noir.,,,,,,,
DC1222,5,,,"Je vous demande en demandant,",,,,,,,
DC1222,6,,,"Si femme noire a le cul blanc,",,,,,,,
DC1222,7,,,Je vous respons (sans aller voir),,,,,,,
DC1222,8,,,Que femme blanche a le cul noir.,,,,,,,
DC1222,9,,,"Et à noirci du noir,",,,,,,,
DC1222,10,,,Et en revoulés vous du bon,,,,,,,
DC1222,11,,,du sureluribon,,,,,,,
DC1222,12,,,du bon de ce bon noir.,,,,,,,
DC1222,13,,,La chamberiere du molinet,,,,,,,
DC1222,14,,,"Entra un jour au cabinet,",,,,,,,
DC1222,15,,,"D'un jeune galland sans souci,",,,,,,,
DC1222,16,,,Pour avoir du noir à noirci.,,,,,,,
DC1222,17,,,"Le compagnon prompt,& habille,",,,,,,,
DC1222,18,,,Trois fois luy emplit sa coquille,,,,,,,
DC1222,19,,,De ce gentil noir à noirci.,,,,,,,
DC1222,20,,,Et en revoulés vous de ce bon noir…,,,,,,,
DC1223,1,,,L'autr'hier mi cheminoye,,,,,,,
DC1223,2,,,"Mon chemin à Laval,",,,,,,,
DC1223,3,,,"Trouvay jeune fillette,",,,,,,,
DC1223,4,,,"Qui au marché s'en va,",,,,,,,
DC1223,5,,,Helas que le bobo m'y fait mal.,,,,,,,
DC1223,6,,,La priay d'amourette,,,,,,,
DC1223,7,,,"Elle si accorda,",,,,,,,
DC1223,8,,,"La jettay sur l'herbette,",,,,,,,
DC1223,9,,,Trois fois luy fis cela.,,,,,,,
DC1223,10,,,Helas que le bobo m'y fait mal.,,,,,,,
DC1224,1,,,"Le petit peton madame,",,,,,,,
DC1224,2,,,Le petit pied m'y fait mal.,,,,,,,
DC1224,3,,,"L'autre jour en ceste ville,",,,,,,,
DC1224,4,,,"Un gentil homme arriva,",,,,,,,
DC1224,5,,,"Rencontre une jeune fille,",,,,,,,
DC1224,6,,,D'amourettes la prisa.,,,,,,,
DC1224,7,,,"Le petit peton madame,",,,,,,,
DC1224,8,,,Le petit pied m'y fait mal.,,,,,,,
DC1224,9,,,"La galland luy fit la guerre,",,,,,,,
DC1224,10,,,"Sur l'herbette la jetta,",,,,,,,
DC1224,11,,,"Pucelle la mist par terre,",,,,,,,
DC1224,12,,,Mais grossette la leva.,,,,,,,
DC1224,13,,,"Le petit peton madame,",,,,,,,
DC1224,14,,,Le petit pied m'y fait mal.,,,,,,,
DC1225,1,,,"Dedans ton cueur est clos le mien transi,",,,,,,,
DC1225,2,,,"Par ton amour, dont s'il me faut mourir,",,,,,,,
DC1225,3,,,"Tu en mourras parfaitement aussi,",,,,,,,
DC1225,4,,,Car le cueur mort fera le vif pourrir.,,,,,,,
DC1301,1,,,"Si vous eussiés seulement dit ouy,",,,,,,,
DC1301,2,,,"J’eusse baisé ceste bouche friande,",,,,,,,
DC1301,3,,,"Incontinent je m’en fusse fuy,",,,,,,,
DC1301,4,,,"De peur d’avoir une envie plus grande,",,,,,,,
DC1301,5,,,"Car sans mentir vostre bouche demande,",,,,,,,
DC1301,6,,,"Et si semond qu’on soit d’elle amoureux,",,,,,,,
DC1301,7,,,"Et d’advantaige elle veux, et commande,",,,,,,,
DC1301,8,,,En la baisant qu’on desire avoir mieux.,,,,,,,
DC1302,1,,,"A un Cafart de haute gresse,",,,,,,,
DC1302,2,,,"Une dame se confessoit ,",,,,,,,
DC1302,3,,,"Lequel d’une malice expresse,",,,,,,,
DC1302,4,,,Assés hautement la tensoit.,,,,,,,
DC1302,5,,,"Or voyant qu’il se couroussoit,",,,,,,,
DC1302,6,,,La dame dit (sans s’effrayer),,,,,,,
DC1302,7,,,Beau pere je veux vous prier,,,,,,,
DC1302,8,,,"Me despescher ou parler bas,",,,,,,,
DC1302,9,,,"Car il semble à vous voir crier,",,,,,,,
DC1302,10,,,Que j’aye fait quelque grand cas.,,,,,,,
DC1303,1,,,"Par un matin quelque fille escoutoit,",,,,,,,
DC1303,2,,,"Un cordelier, qui descrotoit sa mere,",,,,,,,
DC1303,3,,,"La descrotant si fort la tourmentoit,",,,,,,,
DC1303,4,,,Que la fillette en eut pitié amere :,,,,,,,
DC1303,5,,,"Lors s’escria hola, hola, beau pere,",,,,,,,
DC1303,6,,,Que faittes vous ? la voulés vous tuer ?,,,,,,,
DC1303,7,,,"Làs je vous prie autant qu’on peut prier,",,,,,,,
DC1303,8,,,"Que pour ce coup vostre ire se deporte,",,,,,,,
DC1303,9,,,"Car quand j’entends ma mere ainsi crier,",,,,,,,
DC1303,10,,,Souffrir voudrois la douleur qu’elle porte.,,,,,,,
DC1304,1,,,"Elle voulu de moy se separer,",,,,,,,
DC1304,2,,,"Pour autre aymer, et de moy congé prendre,",,,,,,,
DC1304,3,,,"Je n’ay voulu pour cela la blasmer,",,,,,,,
DC1304,4,,,Sous un espoir que ne devois attendre.,,,,,,,
DC1304,5,,,"Car je la voy à celuy tousjours tendre,",,,,,,,
DC1304,6,,,"Me delaissant, et faignant de m’aymer,",,,,,,,
DC1304,7,,,"Dont dire faut que fol suis d’y pretendre,",,,,,,,
DC1304,8,,,Veu qu’à bon droit je m’en puis retirer.,,,,,,,
DC1305,1,,,"Ne te voyant, je languis tristesse,",,,,,,,
DC1305,2,,,"Et ne reçoy si non peine, et tourment",,,,,,,
DC1305,3,,,"En te voyant, je sens telle liesse,",,,,,,,
DC1305,4,,,Qu’imposible est que je sois plus content.,,,,,,,
DC1305,5,,,"Puis donc qu’en toy gist mon contentement,",,,,,,,
DC1305,6,,,"Le mal aussi qui si fort me tourmente,",,,,,,,
DC1305,7,,,"Ne choisis pas, par mescontentement,",,,,,,,
DC1305,8,,,Que la douleur que j’ay plus fort n’augmente.,,,,,,,
DC1306,1,,,"Comme au malade en fievre languissant,",,,,,,,
DC1306,2,,,L’eau froide un peu sa grand’ ardeur appaise :,,,,,,,
DC1306,3,,,"Puis tout soudain rend son mal plus puissant,",,,,,,,
DC1306,4,,,Ainsi le mien tousjours s’en va croissant.,,,,,,,
DC1306,5,,,"Quand le corail de ses levres je baise,",,,,,,,
DC1306,6,,,"L’eau goutte à goutte embrase la fournaise,",,,,,,,
DC1306,7,,,"Et la peut bien desamortir contraindre,",,,,,,,
DC1306,8,,,Si on la jecte à grands flocs sur la braise :,,,,,,,
DC1306,9,,,"Essaiés donc, pour me rendre à mon aise,",,,,,,,
DC1306,10,,,Si par baiser mon feu se peut estaindre.,,,,,,,
DC1307,1,,,"[I.] Je me plains, et lamente,",,,,,,,
DC1307,2,,,"Contre tant ennemys,",,,,,,,
DC1307,3,,,Qui sans cesse tourmente,,,,,,,
DC1307,4,,,"C’il, qui s’est du tout mis",,,,,,,
DC1307,5,,,"Au reng d’un serviteur,",,,,,,,
DC1307,6,,,Dont tu es le seigneur.,,,,,,,
DC1307,7,,,[II.] Si mon esp’rit desire,,,,,,,
DC1307,8,,,"Dame de si haut pris,",,,,,,,
DC1307,9,,,Ce n’est luy qui aspire,,,,,,,
DC1307,10,,,Au lieu qui la surpris :,,,,,,,
DC1307,11,,,"Mais vous, qui sans effort,",,,,,,,
DC1307,12,,,Pouves vaincre le fort.,,,,,,,
DC1308,1,,,"O Fortune, ô que tu m’es malheureuse,",,,,,,,
DC1308,2,,,"O que me fais de tourment recevoir,",,,,,,,
DC1308,3,,,De m’avoir fait estre si amoureuse,,,,,,,
DC1308,4,,,"Du plus parfait, dont l’on se peut pourvoir.",,,,,,,
DC1308,5,,,"Je dis tourment, car je ne le puis voir,",,,,,,,
DC1308,6,,,"Quand je le veux, ô Fortune ennemye !",,,,,,,
DC1308,7,,,"Ou sont les biens que nous soulions avoir,",,,,,,,
DC1308,8,,,Au temps premier de nostre heureuse vie.,,,,,,,
DC1309,1,,,"Sus, sus, sus, qu’on la reveille",,,,,,,
DC1309,2,,,"La bouteille,",,,,,,,
DC1309,3,,,"Il n’est pas temps qu’on sommeille,",,,,,,,
DC1309,4,,,Et boire il faut.,,,,,,,
DC1309,5,,,Je voudrois qu’il m’eust cousté,,,,,,,
DC1309,6,,,"Ma robe et mon chapperon,",,,,,,,
DC1309,7,,,Et que j’eusse rencontré,,,,,,,
DC1309,8,,,"Quelque gentil compaignon,",,,,,,,
DC1309,9,,,"Qui voulust vendanger ma treille,",,,,,,,
DC1309,10,,,Sans corbeille,,,,,,,
DC1309,11,,,Je burois à luy de haut,,,,,,,
DC1309,12,,,D’un plain saut.,,,,,,,
DC1310,1,,,"Ton depart (mon amy) tres fort me blesse,",,,,,,,
DC1310,2,,,"Veu que privée seray de ta presence,",,,,,,,
DC1310,3,,,"Deuil me viendra à baissant ma liesse,",,,,,,,
DC1310,4,,,Quand sentiray de toy la dure absence :,,,,,,,
DC1310,5,,,"Mais mon amy, et ma seule esperance,",,,,,,,
DC1310,6,,,"Puis qu’ainsi est qu’il te faut departir,",,,,,,,
DC1310,7,,,"Je te supplie me donner asseurance,",,,,,,,
DC1310,8,,,Qu’auras de moy tousjours bon souvenir.,,,,,,,
DC1311,1,,,"Mourir me faut, C’est chose clere,",,,,,,,
DC1311,2,,,"Si de m’amye n’ay secours,",,,,,,,
DC1311,3,,,"Souffrir si tost la mort amere,",,,,,,,
DC1311,4,,,La chose me vient à rebours.,,,,,,,
DC1311,5,,,"Je fineray de brief mes jours,",,,,,,,
DC1311,6,,,"Car navré suis, et à grand tort,",,,,,,,
DC1311,7,,,"Pour vous madame par amours,",,,,,,,
DC1311,8,,,Je prens en gré la dure mort.,,,,,,,
DC1312,1,,,"Or ne refuse donc, Pour ton amy choisir,",,,,,,,
DC1312,2,,,"Celuy qui s'est voué, De franc cueur non mobile,",,,,,,,
DC1312,3,,,Pour estre serviteur A la belle Mabille :,,,,,,,
DC1312,4,,,"luy gardant loyauté, Et la est son desir.",,,,,,,
DC1313,1,,,"Mois amoureux, mois vestu de verdure,",a,,,,,,
DC1313,2,,,"Mois qui tant bien les cueurs fais esjouir,",b,,,,,,
DC1313,3,,,"Comment pourras, veu l’ennuy que j’endure,",a,,,,,,
DC1313,4,,,Faire le mien de liesse jouir.,b,,,,,,
DC1313,5,,,"Ne prés, ne champs, ne Rossignol ouir,",b,,,,,,
DC1313,6,,,"N’y ont pouvoir, quoy donc je te diray,",c,,,,,,
DC1313,7,,,"Tant seulement, fay Anne resjouir,",b,,,,,,
DC1313,8,,,Incontinent je me resjouiray.,c,,,,,,
DC1314,1,,,"M’amye, helas, n’as tu pas tort,",,,,,,,
DC1314,2,,,Me monstrer si mauvais visaige ?,,,,,,,
DC1314,3,,,"Ne veux tu point avoir remord,",,,,,,,
DC1314,4,,,M’user de si rude langaige ?,,,,,,,
DC1314,5,,,Je croy que non : ô quel servaige !,,,,,,,
DC1314,6,,,"Mieux m’eust valu, et pour le mieux,",,,,,,,
DC1314,7,,,"N’avoir oncq veu ton cler visaige,",,,,,,,
DC1314,8,,,Ne la douceur de tes beaux yeux.,,,,,,,
DC1315,1,,,"Qui voudra voir dedens une jeunesse,",,,,,,,
DC1315,2,,,"La beauté jointe avec la chasteté,",,,,,,,
DC1315,3,,,"L’humble douceur, la grave majesté,",,,,,,,
DC1315,4,,,"Toute vertu, et toute gentillesse.",,,,,,,
DC1315,5,,,"Qui voudra voir les yeux d’une déesse,",,,,,,,
DC1315,6,,,"Et de nòs ans la seule nouveauté,",,,,,,,
DC1315,7,,,"De ceste dame œillade la beauté,",,,,,,,
DC1315,8,,,Que le vulgaire appelle ma maistresse.,,,,,,,
DC1315,9,,,"Il apprendra comme Amour rid, et mord,",,,,,,,
DC1315,10,,,"Comme il guarit, comme il donne la mort :",,,,,,,
DC1315,11,,,"Puis il dira, voyant chose si belle,",,,,,,,
DC1315,12,,,"Heureux vrayment, heureux qui peut avoir",,,,,,,
DC1315,13,,,"Heureusement cest heur que de la voir,",,,,,,,
DC1315,14,,,Et plus heureux qui meurt pour l’Amour d’elle.,,,,,,,
DC1316,1,,,"Amy, si par trop je vous ayme,",,,,,,,
DC1316,2,,,"On ne men doit pourtant blasmer,",,,,,,,
DC1316,3,,,"Car ta beauté, ta grace extreme,",,,,,,,
DC1316,4,,,Font ainsi mon cueur enflammer.,,,,,,,
DC1316,5,,,Que ne me puis garder d’aymer,,,,,,,
DC1316,6,,,"Ton œil, ta bouche tant vermeille,",,,,,,,
DC1316,7,,,"Car il n’en est deça la mer,",,,,,,,
DC1316,8,,,Non pas au monde sa pareille,,,,,,,
DC1317,1,,,"Venés, venés, mon beau, et doux amy,",,,,,,,
DC1317,2,,,"Venés avec moy, Pour passer mon ennuy",,,,,,,
DC1317,3,,,"Donnés moy votre main, Mon petit cueur,",,,,,,,
DC1317,4,,,Allons au champs voir Si la belle fleur,,,,,,,
DC1317,5,,,"Nous donnera au jourd’huy lyesse,",,,,,,,
DC1317,6,,,Car maintenant mon cueur Est en grand pnsse :,,,,,,,
DC1317,7,,,"Allons voir la pomme de grenade, Mon cueur fin",,,,,,,
DC1317,8,,,La je vous donneray La douceur de mon tetin.,,,,,,,
DC1318,1,,,"Amour, et Foy, sont tant bien alliés,",,,,,,,
DC1318,2,,,"Qu’oubliant l’un, l’autre vous oubliés,",,,,,,,
DC1318,3,,,"Si l’Amour faut, Foy n’est plus cherie,",,,,,,,
DC1318,4,,,"Si Foy perit, l’Amour s’en va perie :",,,,,,,
DC1318,5,,,Pource les ay en devise liés :,,,,,,,
DC1318,6,,,"Amour, et Foy",,,,,,,
DC1319,1,,,"Gentil Rossignol cazanier,",,,,,,,
DC1319,2,,,"Tu surmonte le passager,",,,,,,,
DC1319,3,,,En milles gentilles façons :,,,,,,,
DC1319,4,,,"Ceux qui ont admiray tes sons,",,,,,,,
DC1319,5,,,En porterons bon tesmoignage.,,,,,,,
DC1319,6,,,Chante tu pas ton chant ramage,,,,,,,
DC1319,7,,,"Dedens ta prison emmoussée,",,,,,,,
DC1319,8,,,D’un beau drap verd entapissée ?,,,,,,,
DC1319,9,,,"He que plaisante est ta chanson,",,,,,,,
DC1319,10,,,"Au pris de celle du buisson,",,,,,,,
DC1319,11,,,"Qui chante naturellement,",,,,,,,
DC1319,12,,,"Trois ou quatre mois seulement,",,,,,,,
DC1319,13,,,"Ayant la voix si tres mignonne,",,,,,,,
DC1319,14,,,Qu’au temps que sa gorge resonne,,,,,,,
DC1319,15,,,"Par les bois, buissons, et forests,",,,,,,,
DC1319,16,,,"Touche un amoureux de si pres,",,,,,,,
DC1319,17,,,Qu’au cueur luy engendre une envie,,,,,,,
DC1319,18,,,"D’avoir entre ses bras s’amye,",,,,,,,
DC1319,19,,,"Pour y faire quelque sejour,",,,,,,,
DC1319,20,,,"Et y gouster les fruics d’Amour,",,,,,,,
DC1319,21,,,"En y prenant tout à loisir,",,,,,,,
DC1319,22,,,Autant qu’on y peut de plaisir.,,,,,,,
DC1320,1,,,"A vous aymer veux mettre mon entente,",,,,,,,
DC1320,2,,,"N’ayant regard aux meschans plains d’envie,",,,,,,,
DC1320,3,,,"N’ayés aussi de m’aymer moindre envie,",,,,,,,
DC1320,4,,,Ainsi rendrés ma volonté contente.,,,,,,,
DC1321,1,,,"Amour loyal, en personne constante,",,,,,,,
DC1321,2,,,"Ne fut jamais sans redoubter envie,",,,,,,,
DC1321,3,,,N’aymés donc pas autrement je vous prie :,,,,,,,
DC1321,4,,,Ainsi aurés une attente contente.,,,,,,,
DC1322,1,,,"Si pour un autre as desir me laisser,",,,,,,,
DC1322,2,,,"Asseure toy que me feras plaisir,",,,,,,,
DC1322,3,,,Car ton depart ne pourra qu’appaiser,,,,,,,
DC1322,4,,,"Le mal, lequel me vient au cueur saisir.",,,,,,,
DC1322,5,,,Et pour certain on ne scauroit choisir,,,,,,,
DC1322,6,,,"Un plus grand bien, que franche liberté :",,,,,,,
DC1322,7,,,O Leger cueur ! ô volage desir!,,,,,,,
DC1322,8,,,Tu monstres bien ta grand’ legereté.,,,,,,,
DC1323,1,,,"Tu monstres bien ta grand’ legereté,",,,,,,,
DC1323,2,,,"De me changer en si petit instant,",,,,,,,
DC1323,3,,,"Pour un aymant, tel que l’as merité,",,,,,,,
DC1323,4,,,Qui comme moy ne t’aymera point tant.,,,,,,,
DC1323,5,,,"Et t’en pourra possible faire autant,",,,,,,,
DC1323,6,,,"Comme ton cueur m’a voulu pourchasser,",,,,,,,
DC1323,7,,,"Lors envers toy l’acte sera meschant,",,,,,,,
DC1323,8,,,Si pour un autre as desir me laisser.,,,,,,,
DC1324,1,,,"Ayant fuy, pour aymer fermement,",,,,,,,
DC1324,2,,,"Nouvelle Amour, nouvelle occasion,",,,,,,,
DC1324,3,,,"Tenir la loy j’ay voulu droictement,",,,,,,,
DC1324,4,,,Ayant les yeux trop pleins d’affection :,,,,,,,
DC1324,5,,,"O le malheur de ma perfection,",,,,,,,
DC1324,6,,,"J’ay bien aymé, mais quoy, la recompense",,,,,,,
DC1324,7,,,"N’est seulement que dueil, et passion,",,,,,,,
DC1324,8,,,"En lieu du bien, dont j’avois esperance.",,,,,,,
DC1401,1,,,"Helas Amour lasche ton arc, et trousse,",,,,,,,
DC1401,2,,,"Jettant ton feu, pour m'oster de langueur,",,,,,,,
DC1401,3,,,"Sur celle la qui m'a baillé la trousse,",,,,,,,
DC1401,4,,,"Pour son plaisir, et me tiens grand' rigueur.",,,,,,,
DC1401,5,,,Ton feu ardant a tant esprins mon cueur,,,,,,,
DC1401,6,,,"Qu'esprouvé suis, comme l'or en fournaise,",,,,,,,
DC1401,7,,,"O le grand mal quand Amour est vainqueur,",,,,,,,
DC1401,8,,,Et tient captif un amant en mal aise.,,,,,,,
DC1402,1,,,"Las je n'eusse jamais pensé,",,,,,,,
DC1402,2,,,"Dame qui causes ma langueur,",,,,,,,
DC1402,3,,,De voir ainsi recompensé,,,,,,,
DC1402,4,,,Mon service d'une rigueur:,,,,,,,
DC1402,5,,,"Et qu'en lieu de me secourir,",,,,,,,
DC1402,6,,,Ta cruauté m'eust fait mourir.,,,,,,,
DC1402,7,,,"Si fortuné j'eusse apperçeu,",,,,,,,
DC1402,8,,,"Quand je te vy premierement,",,,,,,,
DC1402,9,,,Le mal que depuis j'ay reçeu,,,,,,,
DC1402,10,,,Pour aymer trop loyallement:,,,,,,,
DC1402,11,,,"Mon cueur, qui franc avoit vescu,",,,,,,,
DC1402,12,,,N'eust pas esté si tost vaincu.,,,,,,,
DC1403,1,,,"Ne vous forcés de me cherer,",,,,,,,
DC1403,2,,,"Chere ne quiert point violence,",,,,,,,
DC1403,3,,,"Seulement vous veux reverer,",,,,,,,
DC1403,4,,,Non obliger vostre excellence.,,,,,,,
DC1403,5,,,"Si mon amour, & ma sçience,",,,,,,,
DC1403,6,,,"En vostre endroit n'ont sçeut valloir,",,,,,,,
DC1403,7,,,"C'est à moy d'avoir patience,",,,,,,,
DC1403,8,,,Et à vous de ne vous chailloir.,,,,,,,
DC1404,1,,,"Amour estant au coing d'un boys caché,",,,,,,,
DC1404,2,,,"Pour aux humains faire guerre mortelle,",,,,,,,
DC1404,3,,,Me voyant lors en passant tant fasché,,,,,,,
DC1404,4,,,Voulut en moy faire playe nouvelle:,,,,,,,
DC1404,5,,,Mais quand il vid qu'a mon secours j'appelle,,,,,,,
DC1404,6,,,"Dieu tout puissant, le priant de bon cueur,",,,,,,,
DC1404,7,,,"De me garder d'amour, & sa cautelle,",,,,,,,
DC1404,8,,,Me laissa lors eschappant sa fureur.,,,,,,,
DC1405,1,,,"La Diane que je serts,",,,,,,,
DC1405,2,,,"Ne court plus par ces deserts,",,,,,,,
DC1405,3,,,"Et n'oy plus parmy les bois,",,,,,,,
DC1405,4,,,Le son de sa douce voix.,,,,,,,
DC1405,5,,,"Plus ne voy le petit Dieu,",,,,,,,
DC1405,6,,,"Qui la suyvoit en tout lieu,",,,,,,,
DC1405,7,,,"Je ne voy plus l'arc tendu,",,,,,,,
DC1405,8,,,Que j'ay par trop attendu.,,,,,,,
DC1406,1,,,"Las doit-on blasmer celle,",,,,,,,
DC1406,2,,,"Qui veut à son amy,",,,,,,,
DC1406,3,,,"Estre du tout fidelle,",,,,,,,
DC1406,4,,,Sans l'aymer qu'a demy.,,,,,,,
DC1406,5,,,"C'est mon amy tant beau & gratieux,",,,,,,,
DC1406,6,,,Je l'aymeray maugré tous envieux:,,,,,,,
DC1406,7,,,"Je luy seray fidelle,",,,,,,,
DC1406,8,,,"Sans varier en rien,",,,,,,,
DC1406,9,,,"Ma fantasie est telle,",,,,,,,
DC1406,10,,,Mon amy le sçait bien.,,,,,,,
DC1407,1,,,"A double Amour faut double loyauté,",,,,,,,
DC1407,2,,,"Ce que j'ay fait sans jamais l'oser dire,",,,,,,,
DC1407,3,,,"Car l'un m'eust peu reprocher cruauté,",,,,,,,
DC1407,4,,,L'autre m'eust peu par honneur esconduire.,,,,,,,
DC1407,5,,,Mais qui sçauroit la peine & le martyre,,,,,,,
DC1407,6,,,"Qu'Amour m'a fait, en le tenant couvert,",,,,,,,
DC1407,7,,,"Bien jugeroit que l'amour est trop pire,",,,,,,,
DC1407,8,,,"Estant celé, que quand il est ouvert.",,,,,,,
DC1408,1,,,"Qui doit chanter, qui doit estre contente",,,,,,,
DC1408,2,,,"Si ce n'est moy, qui voy du fort Aenée",,,,,,,
DC1408,3,,,"Les successeurs respondre à mon attente,",,,,,,,
DC1408,4,,,"Et par les laqs du beau jeune Hymenée,",,,,,,,
DC1408,5,,,"Joindre à la France heureuse et fortunée,",,,,,,,
DC1408,6,,,"De Calledon l'ancienne couronne,",,,,,,,
DC1408,7,,,Dont la grandeur n'est close ou terminée,,,,,,,
DC1408,8,,,Que par le rond qui le monde environne.,,,,,,,
DC1409,1,,,"Est-il douleur cruelle,",,,,,,,
DC1409,2,,,Qui soit semblable à celle,,,,,,,
DC1409,3,,,Qu'honneste Amour maintenant me presente?,,,,,,,
DC1409,4,,,"Faut-il que l'amour sage,",,,,,,,
DC1409,5,,,"Ait si peu d'avantage,",,,,,,,
DC1409,6,,,Que l'oeil du cueur se separe & absente.,,,,,,,
DC1409,7,,,"O trop de cognoissance,",,,,,,,
DC1409,8,,,Ou trop de souvenance,,,,,,,
DC1409,9,,,De chose trop estimée & cognuë!,,,,,,,
DC1409,10,,,"O Loy dure & inique,",,,,,,,
DC1409,11,,,"D'amour chaste & pudique,",,,,,,,
