,Composer,Title,Measure,Beat,CadType,Tone,CVFs,LeadingTones,Low,RelLow,RelTone,Progress,SinceLast,ToNext,Validation,Comments
592.0,Francisco Guerrero,Missa Congratulamini mihi: Kyrie,75,1.0,Clausula Vera,D,CTx,1.0,D3,P5,P5,0.8043478260869565,32.0,16.0,,
608.0,Francisco Guerrero,Missa Congratulamini mihi: Kyrie,77,1.0,Evaded Authentic,G,Cb,1.0,E3,M6,P8,0.8260869565217391,16.0,8.0,,
616.0,Francisco Guerrero,Missa Congratulamini mihi: Kyrie,78,1.0,Evaded Authentic,,cxx,-1.0,C4,P11,,0.8369565217391305,8.0,16.0,,
632.0,Francisco Guerrero,Missa Congratulamini mihi: Kyrie,80,1.0,,,Bc,,E3,M6,,0.8586956521739131,16.0,12.0,,
644.0,Francisco Guerrero,Missa Congratulamini mihi: Kyrie,81,3.0,Evaded Authentic,,czx,-1.0,A3,M9,,0.875,12.0,24.0,,
668.0,Francisco Guerrero,Missa Congratulamini mihi: Kyrie,84,3.0,Altizans Only,E,AT,0.0,A2,M2,M6,0.907608695652174,24.0,32.0,,
700.0,Francisco Guerrero,Missa Congratulamini mihi: Kyrie,88,3.0,Authentic,G,CB,1.0,G2,P1,P8,0.9510869565217391,32.0,16.0,,
716.0,Francisco Guerrero,Missa Congratulamini mihi: Kyrie,90,3.0,Evaded Authentic,A,Cu,1.0,C3,P4,M2,0.9728260869565217,16.0,20.0,,
736.0,Francisco Guerrero,Missa Congratulamini mihi: Kyrie,93,1.0,Authentic,G,CTB,1.0,G2,P1,P8,1.0,20.0,16.0,,
68.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,9,3.0,Evaded Clausula Vera,G,Ct,1.0,G2,P1,P8,0.06343283582089553,68.0,16.0,,
84.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,11,3.0,Authentic,G,CTB,1.0,G2,P1,P8,0.07835820895522388,16.0,20.0,,
104.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,14,1.0,Evaded Authentic,,cx,-1.0,A3,M9,,0.09701492537313433,20.0,8.0,,
112.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,15,1.0,Evaded Authentic,,cx,-1.0,D4,P12,,0.1044776119402985,8.0,2.0,,
114.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,15,2.0,Clausula Vera,C,CT,1.0,A3,M9,P4,0.10634328358208955,2.0,50.0,,
164.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,21,3.0,Clausula Vera,D,CT,1.0,D3,P5,P5,0.15298507462686567,50.0,40.0,,
204.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,26,3.0,Evaded Authentic,,cx,-1.0,A3,M9,,0.19029850746268656,40.0,4.0,,
208.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,27,1.0,Clausula Vera,G,tCT,1.0,G3,P8,P8,0.19402985074626866,4.0,8.0,,
216.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,28,1.0,Evaded Authentic,,cx,-1.0,A3,M9,,0.20149253731343283,8.0,16.0,,
232.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,30,1.0,Clausula Vera,D,CT,1.0,D3,P5,P5,0.21641791044776118,16.0,43.0,,
275.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,35,2.5,Evaded Altizans Only,,aT,-1.0,D3,P5,,0.25652985074626866,43.0,33.0,,
308.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,39,3.0,Clausula Vera,D,TC,1.0,D3,P5,P5,0.2873134328358209,33.0,12.0,,
320.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,41,1.0,Authentic,A,CTB,1.0,A2,M2,M2,0.29850746268656714,12.0,20.0,,
340.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,43,3.0,Clausula Vera,D,CTx,1.0,D3,P5,P5,0.31716417910447764,20.0,112.0,,
452.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,57,3.0,,D,CaT,,D3,P5,P5,0.4216417910447761,112.0,48.0,,
500.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,63,3.0,Clausula Vera,D,TC,1.0,D4,P12,P5,0.4664179104477612,48.0,28.0,,
528.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,67,1.0,Evaded Authentic,D,Cb,1.0,B3,M10,P5,0.4925373134328358,28.0,20.0,,
548.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,69,3.0,Clausula Vera,G,CT,1.0,G3,P8,P8,0.5111940298507462,20.0,48.0,,
596.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,75,3.0,Clausula Vera,D,TC,1.0,D4,P12,P5,0.5559701492537313,48.0,36.0,,
632.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,80,1.0,Clausula Vera,D,CT,1.0,D3,P5,P5,0.5895522388059702,36.0,84.0,,
716.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,90,3.0,Evaded Clausula Vera,D,tC,1.0,D3,P5,P5,0.667910447761194,84.0,68.0,,
784.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,99,1.0,Evaded Clausula Vera,A,Ct,1.0,C3,P4,M2,0.7313432835820896,68.0,4.0,,
788.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,99,3.0,Evaded Clausula Vera,G,zC,1.0,B2,M3,P8,0.7350746268656716,4.0,44.0,,
832.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,105,1.0,Altizans Only,D,AxT,1.0,G2,P1,P5,0.7761194029850746,44.0,36.0,,
868.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,109,3.0,Evaded Authentic,,czx,-1.0,D4,P12,,0.8097014925373134,36.0,2.0,,
870.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,109,4.0,,G,AT,,C4,P11,P8,0.8115671641791045,2.0,10.0,,
880.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,111,1.0,Evaded Authentic,,cx,-1.0,G3,P8,,0.8208955223880597,10.0,8.0,,
888.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,112,1.0,Authentic,G,CB,1.0,G3,P8,P8,0.8283582089552238,8.0,16.0,,
904.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,114,1.0,Evaded Authentic,,czx,-1.0,D4,P12,,0.8432835820895522,16.0,2.0,,
906.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,114,2.0,,G,AT,,C4,P11,P8,0.8451492537313433,2.0,22.0,,
928.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,117,1.0,Clausula Vera,D,CTx,1.0,D3,P5,P5,0.8656716417910447,22.0,16.0,,
944.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,119,1.0,Clausula Vera,G,CzT,1.0,E3,M6,P8,0.8805970149253731,16.0,48.0,,
992.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,125,1.0,Evaded Authentic,,cx,-1.0,E3,M6,,0.9253731343283582,48.0,4.0,,
996.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,125,3.0,Authentic,A,CB,1.0,A2,M2,M2,0.9291044776119403,4.0,24.0,,
1020.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,128,3.0,Evaded Authentic,,cx,-1.0,A3,M9,,0.9514925373134329,24.0,28.0,,
1048.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,132,1.0,Clausula Vera,G,CT,1.0,G2,P1,P8,0.9776119402985075,28.0,24.0,,
1072.0,Francisco Guerrero,Missa Congratulamini mihi: Gloria,135,1.0,Authentic,G,CTB,1.0,G2,P1,P8,1.0,24.0,16.0,,
40.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,6,1.0,Clausula Vera,D,CT,1.0,D3,P5,P5,0.02252252252252252,40.0,28.0,,
68.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,9,3.0,Evaded Authentic,G,zCb,1.0,E4,M13,P8,0.038288288288288286,28.0,28.0,,
96.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,13,1.0,Evaded Clausula Vera,G,tC,1.0,G3,P8,P8,0.05405405405405406,28.0,16.0,,
112.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,15,1.0,,,s,,G2,P1,,0.06306306306306306,16.0,16.0,,
128.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,17,1.0,Clausula Vera,D,CTx,1.0,D3,P5,P5,0.07207207207207207,16.0,51.0,,
179.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,23,2.5,Evaded Altizans Only,,aT,-1.0,D3,P5,,0.10078828828828829,51.0,9.0,,
188.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,24,3.0,Clausula Vera,A,CT,1.0,A2,M2,M2,0.10585585585585586,9.0,20.0,,
208.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,27,1.0,Authentic,G,CTB,1.0,G2,P1,P8,0.11711711711711711,20.0,28.0,,
236.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,30,3.0,Clausula Vera,D,CT,1.0,D3,P5,P5,0.13288288288288289,28.0,40.0,,
276.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,35,3.0,,G,tCx,,G3,P8,P8,0.1554054054054054,40.0,152.0,,
428.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,54,3.0,Authentic,G,CTB,1.0,G2,P1,P8,0.240990990990991,152.0,20.0,,
448.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,57,1.0,Evaded Authentic,,cxzx,-1.0,E4,M13,,0.25225225225225223,20.0,24.0,,
472.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,60,1.0,Reinterpreted,G,ABT,1.0,C3,P4,P8,0.26576576576576577,24.0,12.0,,
484.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,61,3.0,Evaded Clausula Vera,D,tC,1.0,D3,P5,P5,0.2725225225225225,12.0,52.0,,
536.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,68,1.0,Authentic,D,CTB,1.0,D3,P5,P5,0.30180180180180183,52.0,32.0,,
568.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,72,1.0,Evaded Authentic,D,TCb,1.0,B3,M10,P5,0.31981981981981983,32.0,24.0,,
592.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,75,1.0,Evaded Authentic,G,CuTb,1.0,E3,M6,P8,0.3333333333333333,24.0,16.0,,
608.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,77,1.0,Clausula Vera,G,TC,1.0,G3,P8,P8,0.34234234234234234,16.0,140.0,,
748.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,94,3.0,Evaded Clausula Vera,D,zC,1.0,D4,P12,P5,0.42117117117117114,140.0,108.0,,
856.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,108,1.0,Phrygian Clausula Vera,B,CT,1.0,B3,M10,M3,0.481981981981982,108.0,60.0,,
916.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,115,3.0,Evaded Clausula Vera,G,tC,1.0,G3,P8,P8,0.5157657657657657,60.0,28.0,,
944.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,119,1.0,Clausula Vera,G,CT,1.0,G3,P8,P8,0.5315315315315315,28.0,60.0,,
1004.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,126,3.0,Evaded Clausula Vera,G,tC,1.0,G3,P8,P8,0.5653153153153153,60.0,72.0,,
1076.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,135,3.0,Clausula Vera,G,CTx,1.0,G3,P8,P8,0.6058558558558559,72.0,92.0,,
1168.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,147,1.0,Clausula Vera,E,CT,0.0,E3,M6,M6,0.6576576576576577,92.0,16.0,,
1184.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,149,1.0,,D,zCx,,D4,P12,P5,0.6666666666666666,16.0,84.0,,
1268.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,159,3.0,Altizans Only,D,AT,0.0,G2,P1,P5,0.713963963963964,84.0,24.0,,
1292.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,162,3.0,Evaded Altizans Only,,aT,-1.0,C3,P4,,0.7274774774774775,24.0,44.0,,
1336.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,168,1.0,Evaded Authentic,G,Czb,1.0,E3,M6,P8,0.7522522522522522,44.0,68.0,,
1404.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,176,3.0,Clausula Vera,D,CT,1.0,D3,P5,P5,0.7905405405405406,68.0,16.0,,
1420.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,178,3.0,Clausula Vera,D,CT,1.0,D3,P5,P5,0.7995495495495496,16.0,12.0,,
1432.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,180,1.0,Clausula Vera,A,CT,1.0,A2,M2,M2,0.8063063063063063,12.0,4.0,,
1436.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,180,3.0,Authentic,D,tCB,1.0,D3,P5,P5,0.8085585585585585,4.0,32.0,,
1468.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,184,3.0,Clausula Vera,G,CT,1.0,G2,P1,P8,0.8265765765765766,32.0,52.0,,
1520.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,191,1.0,Clausula Vera,G,TC,1.0,G2,P1,P8,0.8558558558558559,52.0,42.0,,
1562.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,196,2.0,Clausula Vera,G,CT,1.0,E3,M6,P8,0.8795045045045045,42.0,2.0,,
1564.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,196,3.0,Altizans Only,A,AT,0.0,D3,P5,M2,0.8806306306306306,2.0,36.0,,
1600.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,201,1.0,Clausula Vera,G,tCT,1.0,G2,P1,P8,0.9009009009009009,36.0,24.0,,
1624.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,204,1.0,Evaded Clausula Vera,,cT,-1.0,A2,M2,,0.9144144144144144,24.0,40.0,,
1664.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,209,1.0,Phrygian,B,CTP,1.0,E3,M6,M3,0.9369369369369369,40.0,8.0,,
1672.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,210,1.0,Altizans Only,A,AT,0.0,D3,P5,M2,0.9414414414414415,8.0,64.0,,
1736.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,218,1.0,Authentic,D,CB,1.0,D3,P5,P5,0.9774774774774775,64.0,24.0,,
1760.0,Francisco Guerrero,Missa Congratulamini mihi: Credo,221,1.0,Clausula Vera,G,CT,1.0,G2,P1,P8,0.990990990990991,24.0,32.0,,
84.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,11,3.0,Evaded Clausula Vera,G,tC,1.0,G3,P4,P4,0.08171206225680934,84.0,12.0,,
96.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,13,1.0,Evaded Clausula Vera,G,tC,1.0,G2,-P5,P4,0.0933852140077821,12.0,12.0,,
108.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,14,3.0,Authentic,D,CTB,1.0,D3,P1,P8,0.10505836575875487,12.0,12.0,,
120.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,16,1.0,,A,ATb,,F#3,M3,P5,0.11673151750972763,12.0,12.0,,
132.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,17,3.0,Clausula Vera,D,tCT,1.0,D3,P1,P8,0.12840466926070038,12.0,16.0,,
148.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,19,3.0,Evaded Authentic,,Bc,-1.0,D3,P1,,0.14396887159533073,16.0,24.0,,
172.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,22,3.0,Clausula Vera,G,tCT,1.0,G2,-P5,P4,0.16731517509727625,24.0,24.0,,
196.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,25,3.0,Evaded Clausula Vera,,Tc,-1.0,E3,M2,,0.19066147859922178,24.0,56.0,,
252.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,32,3.0,Altizans Only,A,AT,1.0,D3,P1,P5,0.245136186770428,56.0,20.0,,
272.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,35,1.0,Clausula Vera,A,CT,1.0,C3,-M2,P5,0.26459143968871596,20.0,8.0,,
280.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,36,1.0,Authentic,D,CtB,1.0,D3,P1,P8,0.2723735408560311,8.0,12.0,,
292.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,37,3.0,,,cz,,E3,M2,,0.2840466926070039,12.0,4.0,,
296.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,38,1.0,Evaded Authentic,A,Cu,1.0,C3,-M2,P5,0.28793774319066145,4.0,8.0,,
304.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,39,1.0,Clausula Vera,D,CTx,1.0,D3,P1,P8,0.29571984435797666,8.0,204.0,,
508.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,57,1.0,Phrygian Clausula Vera,B,CsT,1.0,G3,P4,M6,0.49416342412451364,204.0,80.0,,
588.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,63,3.0,,,Bc,,E3,M2,,0.5719844357976653,80.0,64.0,,
652.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,69,1.0,Authentic,G,CTB,1.0,G2,-P5,P4,0.6342412451361867,64.0,48.0,,
700.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,73,1.0,Clausula Vera,G,CT,1.0,G2,-P5,P4,0.6809338521400778,48.0,92.0,,
792.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,83,3.0,,E,Cb,,C4,m7,M2,0.7704280155642024,92.0,16.0,,
808.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,85,3.0,Clausula Vera,G,CT,1.0,G3,P4,P4,0.7859922178988327,16.0,20.0,,
828.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,88,1.0,Clausula Vera,G,CxT,1.0,E3,M2,P4,0.8054474708171206,20.0,8.0,,
836.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,89,1.0,,,aT,,F#3,M3,,0.8132295719844358,8.0,8.0,,
844.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,90,1.0,Evaded Authentic,D,Cb,1.0,B3,M6,P8,0.8210116731517509,8.0,16.0,,
860.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,92,1.0,Clausula Vera,D,CT,1.0,D3,P1,P8,0.8365758754863813,16.0,16.0,,
876.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,94,1.0,Evaded Clausula Vera,G,Cz,1.0,G3,P4,P4,0.8521400778210116,16.0,104.0,,
980.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,107,1.0,Clausula Vera,D,CT,1.0,D3,P1,P8,0.953307392996109,104.0,48.0,,
1028.0,Francisco Guerrero,Missa Congratulamini mihi: Sanctus,113,1.0,Evaded Clausula Vera,D,tC,1.0,D3,P1,P8,1.0,48.0,16.0,,
124.0,Francisco Guerrero,Missa Congratulamini mihi: Agnus dei,16,3.0,Authentic,D,CB,1.0,D3,P5,P5,0.17222222222222222,124.0,36.0,,
160.0,Francisco Guerrero,Missa Congratulamini mihi: Agnus dei,21,1.0,Authentic,D,tCBx,1.0,D3,P5,P5,0.2222222222222222,36.0,28.0,,
188.0,Francisco Guerrero,Missa Congratulamini mihi: Agnus dei,24,3.0,,E,CbtB,,E3,M6,M6,0.2611111111111111,28.0,12.0,,
200.0,Francisco Guerrero,Missa Congratulamini mihi: Agnus dei,26,1.0,,G,zCx,,G3,P8,P8,0.2777777777777778,12.0,36.0,,
236.0,Francisco Guerrero,Missa Congratulamini mihi: Agnus dei,30,3.0,Authentic,E,CB,1.0,E2,-m3,M6,0.3277777777777778,36.0,20.0,,
256.0,Francisco Guerrero,Missa Congratulamini mihi: Agnus dei,33,1.0,Phrygian Clausula Vera,B,CT,1.0,B2,M3,M3,0.35555555555555557,20.0,36.0,,
292.0,Francisco Guerrero,Missa Congratulamini mihi: Agnus dei,37,3.0,Authentic,G,CTB,1.0,G2,P1,P8,0.40555555555555556,36.0,28.0,,
320.0,Francisco Guerrero,Missa Congratulamini mihi: Agnus dei,41,1.0,Evaded Clausula Vera,G,tC,1.0,G2,P1,P8,0.4444444444444444,28.0,20.0,,
340.0,Francisco Guerrero,Missa Congratulamini mihi: Agnus dei,43,3.0,Evaded Clausula Vera,G,tC,1.0,G2,P1,P8,0.4722222222222222,20.0,32.0,,
372.0,Francisco Guerrero,Missa Congratulamini mihi: Agnus dei,47,3.0,,A,zCT,,A2,M2,M2,0.5166666666666667,32.0,8.0,,
380.0,Francisco Guerrero,Missa Congratulamini mihi: Agnus dei,48,3.0,Altizans Only,D,TA,0.0,G2,P1,P5,0.5277777777777778,8.0,24.0,,
404.0,Francisco Guerrero,Missa Congratulamini mihi: Agnus dei,51,3.0,Clausula Vera,D,CT,1.0,D3,P5,P5,0.5611111111111111,24.0,120.0,,
524.0,Francisco Guerrero,Missa Congratulamini mihi: Agnus dei,66,3.0,Authentic,G,CTB,1.0,G2,P1,P8,0.7277777777777777,120.0,72.0,,
596.0,Francisco Guerrero,Missa Congratulamini mihi: Agnus dei,75,3.0,Evaded Authentic,,cxx,-1.0,C3,P4,,0.8277777777777777,72.0,16.0,,
612.0,Francisco Guerrero,Missa Congratulamini mihi: Agnus dei,77,3.0,Clausula Vera,G,CT,1.0,G2,P1,P8,0.85,16.0,24.0,,
636.0,Francisco Guerrero,Missa Congratulamini mihi: Agnus dei,80,3.0,Authentic,D,tCB,1.0,D3,P5,P5,0.8833333333333333,24.0,16.0,,
652.0,Francisco Guerrero,Missa Congratulamini mihi: Agnus dei,82,3.0,Clausula Vera,G,tTC,1.0,G2,P1,P8,0.9055555555555556,16.0,16.0,,
668.0,Francisco Guerrero,Missa Congratulamini mihi: Agnus dei,84,3.0,Clausula Vera,G,tCT,1.0,G2,P1,P8,0.9277777777777778,16.0,20.0,,
688.0,Francisco Guerrero,Missa Congratulamini mihi: Agnus dei,87,1.0,Authentic,G,CxTB,1.0,G2,P1,P8,0.9555555555555556,20.0,48.0,,
56.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,8,1.0,Authentic,G,CuTB,1.0,G2,P1,P8,0.07909604519774012,56.0,20.0,,
76.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,10,3.0,Phrygian,A,CTP,1.0,D3,P5,M2,0.10734463276836158,20.0,48.0,,
124.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,16,3.0,Phrygian Clausula Vera,A,CT,1.0,A3,M9,M2,0.1751412429378531,48.0,3.0,,
127.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,16,4.5,Evaded Altizans Only,,aT,-1.0,G3,P8,,0.17937853107344634,3.0,33.0,,
160.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,21,1.0,Evaded Authentic,F,Cb,1.0,D3,P5,m7,0.22598870056497175,33.0,44.0,,
204.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,26,3.0,Phrygian Clausula Vera,D,CT,1.0,D3,P5,P5,0.288135593220339,44.0,20.0,,
224.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,29,1.0,Authentic,G,CTB,1.0,G2,P1,P8,0.3163841807909605,20.0,72.0,,
296.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,38,1.0,Authentic,G,tCTB,1.0,G2,P1,P8,0.4180790960451977,72.0,58.0,,
354.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,45,2.0,Phrygian Clausula Vera,D,CT,1.0,D3,P5,P5,0.5,58.0,38.0,,
392.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,50,1.0,Evaded Clausula Vera,G,Ct,1.0,G2,P1,P8,0.5536723163841808,38.0,8.0,,
400.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,51,1.0,Altizans Only,G,AT,0.0,C3,P4,P8,0.5649717514124294,8.0,20.0,,
420.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,53,3.0,,G,Cbx,,E4,M13,P8,0.5932203389830508,20.0,32.0,,
452.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,57,3.0,Altizans Only,D,AT,0.0,G3,P8,P5,0.6384180790960452,32.0,28.0,,
480.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,61,1.0,Authentic,D,tCB,1.0,D3,P5,P5,0.6779661016949152,28.0,48.0,,
528.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,67,1.0,Evaded Clausula Vera,G,tC,1.0,G2,P1,P8,0.7457627118644068,48.0,28.0,,
556.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,70,3.0,Clausula Vera,G,CT,1.0,G2,P1,P8,0.7853107344632768,28.0,32.0,,
588.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,74,3.0,Authentic,D,CB,1.0,D3,P5,P5,0.8305084745762712,32.0,12.0,,
600.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,76,1.0,Authentic,D,CB,0.0,D3,P5,P5,0.847457627118644,12.0,24.0,,
624.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,79,1.0,Authentic,G,tCTB,1.0,G2,P1,P8,0.8813559322033898,24.0,20.0,,
644.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,81,3.0,Clausula Vera,D,CT,1.0,D3,P5,P5,0.9096045197740112,20.0,28.0,,
672.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,85,1.0,Clausula Vera,C,CQT,0.0,C3,P4,P4,0.9491525423728814,28.0,4.0,,
676.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,85,3.0,Authentic,F,CTB,1.0,F2,-M2,m7,0.9548022598870056,4.0,12.0,,
688.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Kyrie,87,1.0,Authentic,G,CTB,1.0,G2,P1,P8,0.9717514124293786,12.0,36.0,,
48.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Gloria,7,1.0,Authentic,G,CB,1.0,G2,P1,P8,0.047058823529411764,48.0,16.0,,
64.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Gloria,9,1.0,Authentic,G,CuB,1.0,G2,P1,P8,0.06274509803921569,16.0,16.0,,
80.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Gloria,11,1.0,Phrygian Clausula Vera,D,CT,1.0,D3,P5,P5,0.0784313725490196,16.0,16.0,,
96.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Gloria,13,1.0,Evaded Authentic,,cx,-1.0,C3,P4,,0.09411764705882353,16.0,60.0,,
156.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Gloria,20,3.0,Evaded Authentic,,czx,-1.0,C4,P11,,0.15294117647058825,60.0,28.0,,
184.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Gloria,24,1.0,Clausula Vera,G,CxT,1.0,G2,P1,P8,0.1803921568627451,28.0,76.0,,
260.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Gloria,33,3.0,Clausula Vera,D,TC,1.0,D3,P5,P5,0.2549019607843137,76.0,40.0,,
300.0,Francisco Guerrero,Missa Sancta et immaculata virginitas: Gloria,38,3.0,Evaded Authentic,,cx,-1.0,G4,P15,,0.29411764705882354,40.0,16.0,,
